 ,Time(s)
1,0.054
2,1.054
3,2.055
4,2.347
5,2.497
6,2.643
7,2.791
8,2.938
9,3.084
10,3.232
11,3.378
12,3.525
13,3.672
14,3.819
15,3.966
16,4.113
17,4.260
18,4.407
19,4.554
20,4.701
21,4.848
22,4.995
23,5.142
24,5.289
25,5.436
26,5.583
27,5.729
28,5.876
29,6.023
30,6.170
31,6.317
32,6.464
33,6.611
34,6.757
35,6.904
36,7.051
37,7.198
38,7.345
39,7.491
40,7.639
41,7.785
42,7.932
43,8.079
44,8.227
45,8.374
46,8.521
47,8.667
48,8.814
49,8.961
50,9.108
51,9.255
52,9.402
53,9.549
54,9.697
55,9.844
56,9.990
57,10.137
58,10.284
59,10.431
60,10.578
61,10.725
62,10.872
63,11.019
64,11.166
65,11.313
66,11.460
67,11.607
68,11.754
69,11.901
70,12.048
71,12.195
72,12.342
73,12.489
74,12.636
75,12.783
76,12.930
77,13.077
78,13.224
79,13.371
80,13.518
81,13.665
82,13.812
83,13.959
84,14.106
85,14.253
86,14.400
87,14.547
88,14.694
89,14.841
90,14.988
91,15.135
92,15.282
93,15.429
94,15.576
95,15.723
96,15.870
97,16.017
98,16.164
99,16.311
100,16.458
101,16.605
102,16.752
103,16.899
104,17.046
105,17.193
106,17.340
107,17.487
108,17.634
109,17.781
110,17.928
111,18.075
112,18.222
113,18.369
114,18.516
115,18.663
116,18.810
117,18.957
118,19.104
119,19.251
120,19.398
121,19.545
122,19.692
123,19.838
124,19.986
125,20.133
126,20.280
127,20.427
128,20.574
129,20.721
130,20.867
131,21.014
132,21.162
133,21.309
134,21.456
135,21.603
136,21.750
137,21.897
138,22.044
139,22.191
140,22.337
141,22.484
142,22.631
143,22.778
144,22.925
145,23.072
146,23.219
147,23.366
148,23.512
149,23.659
150,23.806
151,23.953
152,24.100
153,24.247
154,24.394
155,24.541
156,24.688
157,24.835
158,24.981
159,25.128
160,25.275
161,25.422
162,25.569
163,25.716
164,25.863
165,26.010
166,26.157
167,26.304
168,26.451
169,26.598
170,26.745
171,26.892
172,27.039
173,27.186
174,27.333
175,27.480
176,27.627
177,27.775
178,27.922
179,28.068
180,28.215
181,28.362
182,28.509
183,28.656
184,28.803
185,28.951
186,29.098
187,29.245
188,29.392
189,29.539
190,29.686
191,29.833
192,29.980
193,30.126
194,30.310
195,30.456
196,30.604
197,30.750
198,30.897
199,31.044
200,31.191
201,31.338
202,31.485
203,31.632
204,31.779
205,31.927
206,32.074
207,32.221
