 ,Time(s)
1,0.055
2,1.055
3,2.055
4,2.350
5,2.497
6,2.644
7,2.791
8,2.938
9,3.085
10,3.232
11,3.379
12,3.526
13,3.672
14,3.819
15,3.966
16,4.113
17,4.261
18,4.407
19,4.554
20,4.701
21,4.848
22,4.995
23,5.143
24,5.290
25,5.437
26,5.583
27,5.730
28,5.877
29,6.025
30,6.172
31,6.319
32,6.466
33,6.613
34,6.760
35,6.907
36,7.054
37,7.201
38,7.348
39,7.495
40,7.643
41,7.789
42,7.937
43,8.084
44,8.231
45,8.378
46,8.525
47,8.672
48,8.819
49,8.966
50,9.113
51,9.260
52,9.407
53,9.554
54,9.701
55,9.848
56,9.995
57,10.142
58,10.289
59,10.436
60,10.583
61,10.730
62,10.877
63,11.024
64,11.171
65,11.318
66,11.465
67,11.612
68,11.759
69,11.906
70,12.053
71,12.200
72,12.347
73,12.494
74,12.641
75,12.789
76,12.936
77,13.083
78,13.230
79,13.377
80,13.524
81,13.670
82,13.818
83,13.965
84,14.112
85,14.259
86,14.406
87,14.553
88,14.700
89,14.847
90,14.994
91,15.142
92,15.289
93,15.436
94,15.583
95,15.730
96,15.877
97,16.024
98,16.171
99,16.318
100,16.465
101,16.612
102,16.759
103,16.906
104,17.053
105,17.200
106,17.347
107,17.494
108,17.641
109,17.788
110,17.934
111,18.081
112,18.228
113,18.375
114,18.522
115,18.669
116,18.816
117,18.963
118,19.110
119,19.257
120,19.404
121,19.551
122,19.698
123,19.845
124,19.992
125,20.140
126,20.286
127,20.433
128,20.580
129,20.727
130,20.874
131,21.021
132,21.168
133,21.315
134,21.462
135,21.609
136,21.756
137,21.903
138,22.049
139,22.196
140,22.343
141,22.490
142,22.637
143,22.784
144,22.931
145,23.078
146,23.226
147,23.373
148,23.520
149,23.667
150,23.814
151,23.961
152,24.111
153,24.258
154,24.405
155,24.552
156,24.699
157,24.846
158,24.993
159,25.140
160,25.287
161,25.435
162,25.582
163,25.729
164,25.876
165,26.023
166,26.170
167,26.317
168,26.464
169,26.611
170,26.758
171,26.905
172,27.052
173,27.200
174,27.346
175,27.493
176,27.641
177,27.788
178,27.935
179,28.082
180,28.229
181,28.376
182,28.524
183,28.671
184,28.818
185,28.965
186,29.112
187,29.259
188,29.406
189,29.552
190,29.700
191,29.847
192,29.994
193,30.141
194,30.327
195,30.474
196,30.621
197,30.768
198,30.915
199,31.062
200,31.209
201,31.357
202,31.506
203,31.653
204,31.800
205,31.947
206,32.094
207,32.241
