 ,Time(s)
1,0.047
2,1.048
3,2.048
4,2.341
5,2.488
6,2.635
7,2.782
8,2.929
9,3.076
10,3.223
11,3.370
12,3.517
13,3.664
14,3.812
15,3.959
16,4.106
17,4.253
18,4.400
19,4.547
20,4.694
21,4.841
22,4.989
23,5.135
24,5.283
25,5.430
26,5.577
27,5.724
28,5.871
29,6.018
30,6.166
31,6.313
32,6.460
33,6.607
34,6.755
35,6.902
36,7.049
37,7.196
38,7.343
39,7.491
40,7.638
41,7.785
42,7.932
43,8.079
44,8.226
45,8.374
46,8.520
47,8.668
48,8.815
49,8.962
50,9.109
51,9.256
52,9.403
53,9.550
54,9.697
55,9.844
56,9.991
57,10.138
58,10.285
59,10.432
60,10.579
61,10.727
62,10.874
63,11.021
64,11.168
65,11.315
66,11.463
67,11.609
68,11.757
69,11.904
70,12.051
71,12.198
72,12.345
73,12.492
74,12.639
75,12.786
76,12.934
77,13.081
78,13.228
79,13.375
80,13.522
81,13.669
82,13.816
83,13.963
84,14.110
85,14.257
86,14.404
87,14.551
88,14.699
89,14.846
90,14.993
91,15.140
92,15.287
93,15.434
94,15.581
95,15.728
96,15.876
97,16.023
98,16.170
99,16.317
100,16.464
101,16.611
102,16.759
103,16.906
104,17.053
105,17.200
106,17.347
107,17.495
108,17.642
109,17.789
110,17.936
111,18.083
112,18.230
113,18.378
114,18.525
115,18.672
116,18.819
117,18.966
118,19.114
119,19.261
120,19.408
121,19.555
122,19.702
123,19.849
124,19.996
125,20.143
126,20.290
127,20.437
128,20.584
129,20.732
130,20.879
131,21.026
132,21.173
133,21.320
134,21.467
135,21.615
136,21.762
137,21.909
138,22.057
139,22.203
140,22.351
141,22.498
142,22.645
143,22.792
144,22.939
145,23.086
146,23.233
147,23.380
148,23.527
149,23.674
150,23.822
151,23.969
152,24.116
153,24.263
154,24.410
155,24.557
156,24.704
157,24.852
158,24.999
159,25.146
160,25.294
161,25.441
162,25.588
163,25.735
164,25.883
165,26.030
166,26.177
167,26.324
168,26.472
169,26.618
170,26.766
171,26.913
172,27.060
173,27.207
174,27.354
175,27.501
176,27.649
177,27.796
178,27.945
179,28.095
180,28.242
181,28.389
182,28.536
183,28.683
184,28.831
185,28.978
186,29.125
187,29.273
188,29.420
189,29.567
190,29.714
191,29.861
192,30.008
193,30.156
194,30.338
195,30.485
196,30.632
197,30.780
198,30.927
199,31.074
200,31.221
201,31.368
202,31.515
203,31.663
204,31.809
205,31.959
206,32.107
207,32.255
