 ,Time(s)
1,0.052
2,1.053
3,2.052
4,2.380
5,2.527
6,2.674
7,2.821
8,2.968
9,3.115
10,3.262
11,3.410
12,3.557
13,3.704
14,3.851
15,3.998
16,4.145
17,4.292
18,4.439
19,4.586
20,4.733
21,4.879
22,5.027
23,5.173
24,5.320
25,5.467
26,5.614
27,5.762
28,5.909
29,6.055
30,6.202
31,6.349
32,6.496
33,6.643
34,6.790
35,6.937
36,7.084
37,7.231
38,7.378
39,7.525
40,7.672
41,7.819
42,7.966
43,8.113
44,8.260
45,8.407
46,8.554
47,8.701
48,8.848
49,8.995
50,9.142
51,9.289
52,9.436
53,9.583
54,9.730
55,9.877
56,10.024
57,10.171
58,10.318
59,10.465
60,10.612
61,10.759
62,10.905
63,11.052
64,11.200
65,11.347
66,11.494
67,11.641
68,11.788
69,11.935
70,12.082
71,12.229
72,12.376
73,12.523
74,12.670
75,12.817
76,12.964
77,13.111
78,13.258
79,13.405
80,13.552
81,13.699
82,13.847
83,13.994
84,14.141
85,14.288
86,14.435
87,14.582
88,14.728
89,14.875
90,15.022
91,15.169
92,15.316
93,15.463
94,15.610
95,15.757
96,15.904
97,16.051
98,16.198
99,16.345
100,16.493
101,16.639
102,16.787
103,16.934
104,17.081
105,17.228
106,17.375
107,17.522
108,17.669
109,17.816
110,17.963
111,18.110
112,18.257
113,18.405
114,18.552
115,18.699
116,18.846
117,18.993
118,19.139
119,19.287
120,19.434
121,19.581
122,19.728
123,19.875
124,20.022
125,20.169
126,20.316
127,20.463
128,20.610
129,20.757
130,20.904
131,21.051
132,21.198
133,21.345
134,21.492
135,21.639
136,21.786
137,21.933
138,22.080
139,22.227
140,22.374
141,22.521
142,22.668
143,22.815
144,22.962
145,23.109
146,23.256
147,23.403
148,23.551
149,23.698
150,23.844
151,23.991
152,24.139
153,24.285
154,24.433
155,24.579
156,24.726
157,24.873
158,25.020
159,25.167
160,25.314
161,25.461
162,25.608
163,25.755
164,25.902
165,26.049
166,26.196
167,26.343
168,26.490
169,26.637
170,26.784
171,26.931
172,27.078
173,27.225
174,27.372
175,27.519
176,27.666
177,27.813
178,27.960
179,28.107
180,28.254
181,28.401
182,28.548
183,28.695
184,28.842
185,28.989
186,29.136
187,29.283
188,29.431
189,29.578
190,29.725
191,29.872
192,30.019
193,30.166
194,30.313
195,30.460
196,30.606
197,30.754
198,30.901
199,31.048
200,31.195
201,31.341
202,31.489
203,31.635
204,31.783
205,31.930
206,32.077
207,32.259
