 ,Time(s)
1,0.045
2,1.045
3,2.044
4,2.339
5,2.486
6,2.633
7,2.780
8,2.927
9,3.074
10,3.221
11,3.368
12,3.515
13,3.662
14,3.809
15,3.957
16,4.104
17,4.251
18,4.398
19,4.545
20,4.692
21,4.839
22,4.986
23,5.134
24,5.281
25,5.428
26,5.575
27,5.722
28,5.869
29,6.016
30,6.163
31,6.310
32,6.457
33,6.604
34,6.752
35,6.898
36,7.046
37,7.193
38,7.340
39,7.487
40,7.634
41,7.781
42,7.928
43,8.075
44,8.222
45,8.369
46,8.516
47,8.663
48,8.810
49,8.957
50,9.104
51,9.252
52,9.399
53,9.546
54,9.693
55,9.840
56,9.987
57,10.134
58,10.281
59,10.428
60,10.576
61,10.723
62,10.870
63,11.017
64,11.164
65,11.311
66,11.458
67,11.605
68,11.752
69,11.900
70,12.047
71,12.194
72,12.341
73,12.488
74,12.636
75,12.782
76,12.930
77,13.077
78,13.224
79,13.371
80,13.518
81,13.665
82,13.812
83,13.959
84,14.106
85,14.253
86,14.400
87,14.547
88,14.695
89,14.842
90,14.989
91,15.136
92,15.283
93,15.430
94,15.577
95,15.724
96,15.871
97,16.018
98,16.165
99,16.312
100,16.460
101,16.606
102,16.754
103,16.901
104,17.048
105,17.195
106,17.342
107,17.489
108,17.637
109,17.784
110,17.931
111,18.078
112,18.228
113,18.375
114,18.522
115,18.670
116,18.817
117,18.965
118,19.112
119,19.259
120,19.406
121,19.553
122,19.701
123,19.848
124,19.995
125,20.142
126,20.289
127,20.436
128,20.584
129,20.731
130,20.879
131,21.026
132,21.173
133,21.320
134,21.468
135,21.615
136,21.762
137,21.909
138,22.056
139,22.203
140,22.351
141,22.498
142,22.645
143,22.792
144,22.939
145,23.086
146,23.233
147,23.380
148,23.527
149,23.675
150,23.822
151,23.969
152,24.116
153,24.263
154,24.410
155,24.557
156,24.704
157,24.852
158,24.999
159,25.146
160,25.293
161,25.440
162,25.587
163,25.734
164,25.881
165,26.028
166,26.175
167,26.322
168,26.469
169,26.616
170,26.764
171,26.911
172,27.058
173,27.205
174,27.352
175,27.499
176,27.646
177,27.794
178,27.941
179,28.088
180,28.235
181,28.382
182,28.529
183,28.676
184,28.824
185,28.971
186,29.118
187,29.266
188,29.413
189,29.560
190,29.707
191,29.854
192,30.002
193,30.149
194,30.332
195,30.480
196,30.627
197,30.774
198,30.922
199,31.069
200,31.216
201,31.363
202,31.510
203,31.657
204,31.804
205,31.951
206,32.099
207,32.246
