 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,154.758,117.612,100.320,107.444
2,153.882,117.720,100.250,107.208
3,153.762,117.514,100.180,107.098
4,122.462,106.356,100.319,106.825
5,128.093,108.749,100.180,106.814
6,131.974,110.201,100.165,106.890
7,134.425,111.308,100.262,106.719
8,136.349,111.982,100.210,106.625
9,138.361,112.661,100.132,106.784
10,138.705,112.711,100.389,106.769
11,139.745,112.892,100.265,106.614
12,140.110,113.208,100.300,106.787
13,141.465,113.582,100.211,106.616
14,141.771,113.594,100.095,106.554
15,141.757,113.951,100.173,106.743
16,142.316,114.135,100.325,106.552
17,143.322,114.147,100.168,106.525
18,143.475,114.359,100.152,106.686
19,142.548,114.102,100.242,106.636
20,143.648,114.145,100.240,106.802
21,143.832,114.297,100.226,106.930
22,143.848,114.782,100.304,106.821
23,144.005,114.764,100.185,106.680
24,145.123,114.692,100.274,106.904
25,145.005,114.469,100.159,107.099
26,144.294,114.339,100.142,106.844
27,144.300,114.802,100.269,106.707
28,145.589,114.624,100.192,106.641
29,145.334,114.807,100.239,106.727
30,145.633,114.819,100.381,106.752
31,145.311,115.008,100.117,106.822
32,146.096,114.878,100.165,106.718
33,145.502,114.997,100.341,106.844
34,145.334,115.039,100.280,106.890
35,145.718,115.249,100.087,106.441
36,145.491,115.433,100.306,106.500
37,146.639,115.049,100.180,106.676
38,146.295,115.029,100.310,106.672
39,146.767,115.156,100.280,106.724
40,146.080,115.235,100.173,106.602
41,146.178,114.847,100.221,106.512
42,146.394,114.843,100.225,106.752
43,146.003,115.191,100.137,106.763
44,145.451,115.331,100.283,106.566
45,145.181,114.903,100.220,106.357
46,145.868,114.747,100.130,106.368
47,146.169,115.037,100.186,106.444
48,145.937,114.908,100.306,106.427
49,145.848,115.033,100.153,106.782
50,145.794,115.171,100.101,106.534
51,145.667,115.359,100.132,106.500
52,145.748,115.308,100.195,106.462
53,146.182,115.006,100.224,106.350
54,145.782,115.371,100.083,106.335
55,146.014,115.316,100.239,106.449
56,146.979,115.106,100.141,106.487
57,146.862,115.499,100.173,106.625
58,146.051,115.652,100.139,106.694
59,146.455,115.134,100.218,106.386
60,146.517,115.787,100.227,106.191
61,146.218,115.449,100.269,106.441
62,146.093,115.572,100.171,106.824
63,146.623,115.067,100.301,106.594
64,146.416,115.488,100.184,106.594
65,146.659,115.278,100.081,106.402
66,146.661,115.523,100.250,106.487
67,146.891,115.350,100.122,106.812
68,147.131,115.572,100.186,106.451
69,146.328,115.477,100.112,106.475
70,147.152,115.392,100.218,106.647
71,146.788,115.202,100.184,106.389
72,146.551,115.354,100.089,106.320
73,146.841,115.503,100.229,106.371
74,147.093,115.420,100.231,106.774
75,146.617,115.537,100.132,106.725
76,146.802,115.158,100.109,106.425
77,146.205,115.312,100.113,106.454
78,146.316,115.019,100.258,106.404
79,146.534,115.077,100.024,106.444
80,146.459,115.737,100.175,106.268
81,145.866,115.127,100.119,106.433
82,146.274,115.559,100.234,106.371
83,146.791,115.429,100.255,106.638
84,146.347,115.341,100.276,106.472
85,146.431,115.297,100.087,106.744
86,145.992,115.544,100.090,106.377
87,145.771,115.296,100.193,106.597
88,146.005,115.552,100.057,106.459
89,145.872,115.119,100.057,106.371
90,146.416,115.512,100.189,106.482
91,146.188,114.796,100.037,106.500
92,147.182,115.088,100.026,106.461
93,147.052,115.461,100.191,106.663
94,146.899,115.066,99.928,106.569
95,146.346,114.912,100.094,106.414
96,146.806,115.414,100.244,106.383
97,146.786,114.908,100.345,106.491
98,147.571,115.099,100.125,106.287
99,146.567,115.430,100.253,106.341
100,145.948,115.495,100.185,106.337
101,146.911,115.182,99.837,106.491
102,146.995,115.617,100.132,106.347
103,146.970,115.115,100.221,106.106
104,146.638,115.333,100.171,106.270
105,147.088,115.236,100.199,106.441
106,147.094,115.434,100.174,106.429
107,147.240,115.707,100.042,106.475
108,147.882,115.287,100.166,106.564
109,147.217,115.459,100.185,106.630
110,146.982,115.502,100.112,106.446
111,147.628,115.497,100.203,106.437
112,146.918,115.534,100.032,106.491
113,147.235,115.198,100.129,106.629
114,147.470,115.522,100.319,106.547
115,147.291,114.951,100.239,106.487
116,147.948,115.393,100.104,106.054
117,146.626,115.275,100.167,106.211
118,146.790,115.729,100.138,106.194
119,147.241,115.371,100.161,106.255
120,146.745,115.330,100.155,106.196
121,147.106,115.516,100.146,106.371
122,146.823,115.848,100.171,106.606
123,146.935,115.617,100.080,106.376
124,147.277,115.705,100.226,106.514
125,147.419,115.580,100.107,106.269
126,147.369,114.929,100.133,106.419
127,147.382,114.962,100.094,106.616
128,147.081,114.987,100.210,106.458
129,147.564,115.594,99.978,106.380
130,147.561,115.336,100.111,106.546
131,147.325,115.253,100.033,106.523
132,147.434,115.147,100.252,106.555
133,147.063,114.956,100.190,106.262
134,146.753,115.390,100.239,106.311
135,147.822,115.051,100.282,106.147
136,147.232,115.044,100.229,106.481
137,146.277,115.141,100.197,106.465
138,147.115,114.738,100.155,106.431
139,146.613,115.470,100.094,106.828
140,146.538,115.548,100.068,106.576
141,147.067,114.922,100.053,106.460
142,147.234,115.618,100.139,106.405
143,147.059,115.092,100.142,106.375
144,146.070,115.115,100.088,106.374
145,146.304,115.239,100.068,106.257
146,146.590,115.455,100.053,106.264
147,146.630,115.124,100.079,106.315
148,146.674,115.572,100.076,106.368
149,146.512,115.245,99.983,106.477
150,146.794,114.937,100.121,106.415
151,146.928,115.241,100.278,106.160
152,146.701,115.418,99.984,106.437
153,147.415,115.152,100.198,106.488
154,147.543,115.190,100.020,106.363
155,147.165,114.981,100.157,106.518
156,146.264,115.757,100.069,105.874
157,147.145,115.220,100.112,106.431
158,147.255,115.957,100.080,106.347
159,147.422,115.280,100.126,106.522
160,147.072,115.024,100.087,106.120
161,147.410,115.194,99.927,106.455
162,146.853,115.009,100.021,106.259
163,147.155,114.926,99.991,106.261
164,147.243,115.297,99.975,105.962
165,146.280,115.229,100.182,106.267
