 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,815.533,776.260,104.571,184.149
2,798.488,765.971,104.674,182.690
3,796.794,760.437,104.459,182.004
4,335.203,357.815,104.249,177.137
5,449.935,446.690,104.322,178.863
6,517.300,503.440,104.395,179.133
7,566.250,544.311,104.450,180.053
8,595.073,569.621,104.524,179.158
9,616.121,590.448,104.587,178.446
10,634.420,607.386,104.318,179.333
11,652.828,626.639,104.341,178.402
12,662.506,637.319,104.333,178.441
13,673.919,647.647,104.408,178.298
14,679.710,656.635,104.442,178.197
15,685.886,657.454,104.525,178.577
16,692.935,663.306,104.441,178.301
17,697.347,667.547,104.487,178.878
18,704.637,671.024,104.356,179.069
19,706.413,675.568,104.265,178.992
20,713.394,673.556,104.406,178.310
21,716.157,681.530,104.255,178.335
22,714.120,680.641,104.414,177.603
23,716.547,683.467,104.213,178.774
24,720.143,685.561,104.289,178.211
25,721.484,685.423,104.278,178.093
26,723.882,684.829,104.384,178.161
27,726.497,684.834,104.341,178.830
28,725.599,690.086,104.575,178.402
29,727.677,687.281,104.188,177.982
30,725.300,690.079,104.316,178.162
31,729.114,695.910,104.427,177.500
32,731.041,693.453,104.315,177.928
33,732.487,693.655,104.455,177.968
34,730.449,694.082,104.410,178.173
35,732.382,695.073,104.424,178.771
36,732.303,694.260,104.378,178.364
37,732.993,695.310,104.460,177.605
38,734.093,696.229,104.218,177.929
39,733.791,698.394,104.465,178.135
40,734.597,697.690,104.382,176.589
41,738.168,699.563,104.276,178.068
42,736.766,698.731,104.316,177.520
43,736.194,700.832,104.241,177.494
44,733.807,699.895,104.335,177.072
45,738.450,698.728,104.253,177.499
46,740.174,700.135,104.443,176.906
47,742.263,699.110,104.361,177.099
48,737.933,701.085,104.384,177.168
49,739.603,699.867,104.270,176.515
50,740.369,700.106,104.335,176.700
51,737.688,699.355,104.116,177.415
52,738.883,700.245,104.344,176.492
53,740.661,700.420,104.378,176.471
54,740.179,699.625,104.297,176.259
55,739.253,700.872,104.304,176.586
56,739.458,698.067,104.384,176.673
57,738.372,698.727,104.307,176.310
58,741.034,700.344,104.277,176.786
59,742.703,700.968,104.270,176.217
60,741.048,694.771,104.194,176.451
61,741.933,697.004,104.265,176.784
62,742.034,699.580,104.365,177.367
63,743.958,699.382,104.409,177.092
64,743.901,699.389,104.371,177.035
65,743.413,701.273,104.349,177.477
66,750.461,703.043,104.200,177.398
67,746.561,699.718,104.371,176.797
68,747.404,700.263,104.364,176.817
69,748.474,701.106,104.408,177.214
70,745.290,697.979,104.375,177.077
71,748.070,703.580,104.288,177.208
72,746.148,703.551,104.155,176.490
73,747.229,699.675,104.218,176.587
74,746.590,700.685,104.375,176.369
75,748.735,702.619,104.207,175.246
76,747.672,700.899,104.103,177.286
77,749.263,702.147,104.324,177.236
78,748.086,702.770,104.122,177.616
79,748.853,699.686,104.385,176.473
80,744.117,703.677,104.290,175.813
81,747.727,702.197,104.220,175.860
82,748.903,704.553,104.241,176.109
83,748.820,702.713,104.212,177.277
84,745.871,700.439,104.206,176.801
85,745.482,702.301,104.433,177.424
86,748.112,700.126,104.194,177.342
87,748.323,699.002,104.448,176.551
88,747.079,698.145,104.373,176.360
89,749.398,696.144,104.408,176.382
90,751.273,700.789,104.416,175.534
91,751.782,702.554,104.119,175.953
92,753.568,701.465,104.146,176.159
93,752.310,704.007,104.194,177.087
94,752.809,705.735,104.149,175.906
95,753.878,704.154,104.097,176.685
96,753.127,701.778,104.166,176.239
97,749.766,701.749,104.124,176.919
98,750.131,700.558,104.189,175.746
99,752.148,697.122,104.135,176.329
100,749.025,697.990,104.348,175.686
101,748.895,700.795,104.281,176.282
102,748.539,699.208,104.053,175.735
103,746.352,699.611,104.143,175.157
104,747.118,697.232,104.115,175.537
105,751.980,700.161,104.274,175.821
106,749.547,699.595,104.085,176.260
107,749.847,701.326,104.199,175.479
108,749.823,702.442,104.119,176.182
109,749.683,700.828,104.233,176.827
110,749.024,698.857,104.369,176.452
111,750.199,700.129,103.953,175.886
112,748.875,698.523,104.194,176.638
113,752.578,697.541,104.280,176.197
114,754.546,697.996,104.190,176.516
115,754.371,699.160,104.120,176.058
116,752.603,700.471,104.294,176.140
117,752.461,698.932,104.295,176.324
118,748.754,698.088,104.245,175.085
119,749.048,695.124,104.123,175.584
120,752.752,695.664,104.206,175.931
121,752.453,696.003,104.124,175.923
122,749.282,699.284,104.151,175.557
123,751.851,698.862,103.981,176.133
124,748.815,698.172,104.175,176.620
125,748.543,695.693,104.187,175.319
126,746.921,697.592,104.107,175.575
127,747.907,700.482,104.068,176.546
128,749.434,697.836,104.049,175.602
129,747.180,697.034,104.387,176.357
130,750.167,697.199,103.943,175.771
131,748.850,695.974,104.124,176.124
132,747.056,697.095,104.167,176.517
133,747.336,694.359,104.243,176.099
134,747.025,693.507,104.004,176.367
135,747.208,694.025,103.971,175.541
136,748.371,695.229,104.079,175.879
137,744.846,695.516,103.991,176.702
138,745.513,693.375,104.217,175.268
139,746.714,694.001,104.266,175.218
140,746.463,692.953,104.039,176.671
141,742.798,696.151,104.007,176.395
142,745.443,698.723,103.853,175.330
143,743.973,699.223,104.081,176.111
144,744.297,698.606,104.149,176.322
145,746.246,698.793,104.394,175.826
146,745.784,696.400,104.221,176.034
147,743.362,693.939,103.917,176.341
148,742.138,696.921,104.395,175.597
149,742.887,694.827,104.273,175.525
150,743.986,692.819,104.099,176.436
151,742.407,695.124,103.970,176.045
152,740.680,694.554,104.222,176.655
153,741.898,691.851,103.938,176.470
154,743.884,691.769,104.049,176.270
155,740.818,692.178,104.060,177.014
156,743.398,693.206,103.853,175.841
157,742.753,690.947,104.021,176.454
158,744.951,692.809,104.022,176.280
159,741.535,692.723,104.003,176.748
160,741.846,691.296,103.982,176.910
161,739.354,691.067,104.147,177.295
162,745.824,690.265,103.862,176.406
163,740.708,692.587,104.022,176.623
164,740.543,690.659,104.148,176.143
165,740.710,691.575,104.044,177.327
166,738.982,691.007,104.006,175.535
167,739.177,693.547,104.076,175.783
168,738.928,694.533,104.059,176.296
169,737.506,693.874,104.066,176.358
170,738.412,695.130,104.042,175.890
171,738.499,696.008,103.959,175.907
172,736.067,694.707,104.085,175.649
173,734.992,696.006,104.072,176.462
174,736.351,694.655,103.957,176.351
175,737.488,697.006,104.050,176.000
176,739.570,695.813,104.212,176.095
177,735.327,698.595,104.183,175.686
178,735.215,697.581,104.157,176.258
179,734.270,694.770,104.263,176.809
180,738.405,691.404,104.116,177.021
181,738.603,691.994,103.834,176.641
182,737.135,692.828,104.012,175.507
183,735.759,687.978,104.134,176.051
184,739.555,692.182,103.995,175.731
185,738.959,692.099,103.897,176.042
186,741.715,689.212,103.920,175.128
187,740.007,688.096,103.950,175.706
188,740.139,690.136,104.033,175.653
189,738.563,686.069,104.066,175.200
190,742.725,688.516,103.878,176.280
191,740.688,688.813,103.912,175.771
192,740.745,690.347,103.775,175.411
193,741.146,688.340,103.997,175.667
194,740.519,689.893,103.954,175.399
195,741.577,688.184,103.985,176.469
196,740.467,689.481,104.162,176.267
197,741.977,686.799,104.054,176.698
198,740.789,691.171,103.973,176.569
199,737.370,687.189,104.143,175.500
200,738.001,687.328,103.899,175.853
201,740.053,691.818,103.894,175.095
202,741.453,689.565,103.997,175.622
203,739.624,689.595,104.036,176.165
204,739.089,691.211,104.182,176.171
205,738.580,692.076,103.990,175.670
206,741.002,691.460,103.992,175.039
207,738.445,693.550,103.982,175.070
