 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,789.723,555.531,100.348,1337.627
2,769.359,543.430,100.288,1301.027
3,756.129,535.958,100.357,1291.689
4,157.345,143.599,100.334,1271.019
5,157.780,145.767,100.346,1261.026
6,158.829,148.944,100.451,1254.275
7,159.778,152.882,100.198,1261.652
8,161.913,155.954,100.460,1264.967
9,163.554,158.751,100.481,1258.715
10,164.519,162.323,100.497,1252.258
11,166.293,164.404,100.328,1251.193
12,168.125,167.416,100.359,1247.185
13,168.968,170.797,100.406,1257.109
14,171.705,174.324,100.258,1260.833
15,172.986,177.475,100.357,1250.513
16,174.985,180.370,100.347,1247.259
17,175.742,181.965,100.330,1237.824
18,177.601,185.066,100.317,1230.233
19,179.030,186.366,100.453,1220.691
20,180.075,188.977,100.450,1214.995
21,182.396,192.060,100.349,1218.471
22,183.106,194.325,100.429,1215.773
23,184.556,196.730,100.272,1212.865
24,186.236,199.445,100.419,1214.893
25,187.499,201.760,100.405,1213.065
26,188.827,203.748,100.209,1211.458
27,189.888,205.999,100.283,1206.691
28,190.771,205.720,100.367,1197.022
29,192.240,208.629,100.335,1195.811
30,194.008,211.065,100.278,1204.889
31,196.121,214.903,100.324,1208.223
32,196.653,215.594,100.309,1197.895
33,197.233,216.208,100.214,1185.792
34,197.632,218.231,100.412,1179.789
35,199.322,219.298,100.161,1176.808
36,200.857,221.025,100.290,1173.539
37,202.000,222.475,100.258,1174.297
38,203.550,225.265,100.300,1181.755
39,205.355,226.898,100.399,1182.034
40,206.522,228.819,100.353,1175.816
41,206.845,229.627,100.290,1175.476
42,208.380,230.973,100.284,1162.865
43,209.781,232.111,100.215,1157.850
44,210.953,235.273,100.154,1160.640
45,212.753,237.967,100.300,1177.370
46,215.411,242.237,100.335,1197.424
47,216.485,244.581,100.327,1207.895
48,218.660,246.282,100.354,1207.062
49,218.620,246.505,100.282,1196.067
50,219.903,248.529,100.176,1196.359
51,220.622,248.871,100.380,1197.169
52,222.231,251.731,100.413,1207.002
53,223.634,253.791,100.288,1214.304
54,224.355,253.061,100.394,1199.000
55,224.159,253.322,100.419,1190.478
56,224.486,253.426,100.308,1180.417
57,227.335,254.911,100.369,1178.208
58,227.438,256.191,100.336,1176.112
59,228.351,258.708,100.210,1183.232
60,230.065,261.096,100.340,1187.002
61,232.127,262.796,100.191,1190.208
62,233.919,264.631,100.386,1195.298
63,234.306,266.006,100.370,1194.672
64,235.135,266.914,100.198,1186.943
65,236.096,267.785,100.351,1192.533
66,238.394,270.181,100.171,1199.429
67,240.169,273.409,100.435,1205.856
68,240.571,274.407,100.284,1206.603
69,242.265,277.671,100.346,1212.551
70,243.947,278.851,100.320,1217.406
71,244.769,280.690,100.445,1217.052
72,246.300,281.181,100.362,1213.343
73,247.251,281.599,100.303,1210.469
74,246.482,281.335,100.379,1196.841
75,247.648,282.885,100.283,1195.403
76,249.337,283.678,100.384,1200.937
77,250.092,284.822,100.340,1202.847
78,251.607,285.131,100.333,1200.649
79,252.528,285.636,100.374,1192.877
80,252.933,286.183,100.304,1194.618
81,253.708,286.498,100.226,1194.427
82,253.492,287.020,100.340,1190.909
83,254.102,289.658,100.303,1190.938
84,255.851,290.771,100.164,1197.326
85,257.155,293.113,100.312,1204.184
86,258.799,294.605,100.428,1206.379
87,258.644,293.933,100.401,1199.324
88,259.578,294.557,100.260,1196.057
89,260.301,296.632,100.324,1198.047
