 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,2388.143,3355.679,103.869,1837.347
2,2345.785,3305.776,103.664,1802.825
3,2344.667,3289.940,103.825,1798.697
4,303.437,779.767,103.832,1764.441
5,300.118,970.162,103.458,1751.373
6,300.258,1133.361,103.552,1742.855
7,304.437,1279.071,103.466,1745.013
8,308.048,1405.818,103.574,1752.121
9,314.410,1510.200,103.608,1741.283
10,318.993,1604.982,103.547,1738.135
11,324.997,1689.373,103.559,1728.901
12,331.422,1768.906,103.508,1731.426
13,339.359,1842.149,103.228,1734.293
14,344.595,1906.347,103.435,1730.428
15,349.403,1963.320,103.368,1734.179
16,355.642,2016.547,103.660,1728.893
17,361.562,2067.773,103.475,1727.182
18,369.192,2112.036,103.417,1734.606
19,375.982,2150.215,103.524,1732.457
20,380.989,2182.252,103.414,1731.505
21,388.120,2215.221,103.415,1729.041
22,393.312,2244.848,103.508,1730.491
23,398.677,2276.086,103.583,1727.444
24,406.296,2302.745,103.301,1732.335
25,410.290,2325.638,103.582,1734.510
26,415.101,2350.509,103.537,1732.577
27,421.821,2366.826,103.377,1734.962
28,428.145,2390.731,103.406,1729.583
29,432.824,2409.853,103.415,1732.424
30,439.259,2424.006,103.469,1731.211
31,444.521,2439.203,103.493,1730.647
32,450.644,2461.146,103.381,1727.541
33,455.443,2472.261,103.377,1728.289
34,459.044,2483.389,103.533,1731.750
35,465.258,2499.432,103.629,1730.136
36,470.515,2510.754,103.418,1726.498
37,475.570,2521.983,103.427,1723.819
38,478.112,2536.691,103.475,1718.375
39,483.858,2543.711,103.576,1716.935
40,488.345,2546.049,103.424,1713.320
41,492.771,2561.022,103.344,1714.071
42,497.356,2574.576,103.571,1712.230
43,502.965,2574.641,103.614,1708.278
44,505.650,2586.220,103.552,1710.076
45,513.157,2588.792,103.531,1710.618
46,516.064,2601.530,103.470,1711.417
47,522.886,2610.240,103.418,1713.378
48,524.198,2615.348,103.424,1706.292
49,531.003,2622.668,103.407,1718.326
50,535.639,2628.161,103.296,1708.974
51,539.740,2633.641,103.394,1708.457
52,543.381,2637.069,103.443,1707.195
53,549.096,2647.315,103.378,1711.256
54,554.069,2653.259,103.393,1711.105
55,558.159,2658.670,103.213,1708.618
56,562.583,2662.352,103.375,1711.704
57,566.306,2664.251,103.441,1710.263
58,571.973,2671.518,103.559,1709.712
59,574.747,2681.048,103.166,1707.395
60,576.849,2683.587,103.364,1706.217
61,580.865,2685.557,103.341,1704.311
62,586.042,2688.771,103.317,1703.717
63,590.067,2693.414,103.307,1701.322
64,593.560,2701.423,103.373,1705.358
65,594.744,2700.170,103.571,1698.915
66,599.183,2704.502,103.228,1698.610
67,603.743,2709.724,103.383,1695.029
68,608.608,2716.450,103.522,1697.479
69,611.569,2712.934,103.496,1692.911
70,616.644,2719.165,103.492,1695.000
71,619.617,2722.651,103.347,1695.130
72,623.363,2723.874,103.327,1698.193
73,624.187,2728.918,103.450,1690.319
74,630.599,2730.334,103.385,1689.970
75,637.411,2739.661,103.402,1697.600
76,639.786,2742.407,103.491,1701.159
77,642.999,2745.554,103.242,1701.956
78,647.995,2746.621,103.395,1697.458
79,652.904,2751.930,103.350,1694.870
80,655.663,2748.583,103.430,1696.029
81,658.511,2754.307,103.472,1693.335
82,661.547,2757.825,103.440,1695.442
83,665.108,2756.866,103.495,1694.366
84,667.882,2762.064,103.381,1689.558
85,669.751,2762.681,103.512,1687.685
