 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,281.267,1686.335,102.551,1016.920
2,279.518,1663.366,102.578,1001.365
3,279.073,1661.731,102.575,1008.059
4,138.495,344.326,102.458,988.505
5,139.002,362.505,102.642,979.472
6,140.365,383.732,102.624,975.619
7,141.267,408.353,102.521,978.506
8,143.805,432.737,102.455,978.925
9,144.872,454.238,102.569,976.191
10,147.043,473.788,102.637,973.183
11,147.628,495.028,102.327,970.183
12,149.488,517.328,102.606,972.611
13,150.694,538.794,102.559,972.312
14,153.032,560.493,102.361,973.797
15,153.865,579.760,102.464,972.712
16,155.016,598.012,102.504,975.264
17,157.022,615.576,102.344,977.096
18,158.189,631.696,102.378,972.712
19,159.873,648.994,102.424,975.112
20,160.628,663.552,102.526,974.253
21,161.756,677.833,102.427,975.804
22,163.114,698.192,102.546,979.355
23,163.663,710.843,102.418,976.445
24,164.616,724.609,102.587,977.043
25,165.529,738.143,102.390,975.526
26,167.077,752.054,102.465,977.219
27,167.642,764.605,102.487,977.877
28,168.249,776.894,102.466,977.162
29,170.229,786.818,102.490,976.686
30,170.660,801.330,102.290,977.640
31,171.613,811.697,102.376,978.584
32,173.135,823.249,102.443,979.973
33,174.045,831.152,102.349,977.320
34,174.853,842.706,102.329,976.936
35,175.667,852.544,102.393,977.956
36,176.411,862.865,102.525,977.292
37,177.726,872.458,102.465,975.353
38,178.171,880.487,102.476,980.238
39,179.194,887.156,102.370,976.193
40,179.455,896.897,102.404,975.949
41,179.697,906.408,102.558,977.057
42,180.381,914.144,102.299,974.112
43,181.905,920.118,102.550,975.663
44,182.212,929.138,102.518,972.521
45,183.124,935.062,102.520,971.942
46,183.993,942.125,102.542,971.668
47,184.982,950.477,102.434,972.653
48,184.653,956.953,102.165,967.776
49,185.900,963.414,102.570,970.940
50,186.329,971.124,102.412,970.330
51,186.639,978.847,102.489,969.198
52,186.944,982.428,102.396,969.184
53,187.910,990.606,102.337,971.564
54,188.629,997.657,102.241,970.977
55,189.336,1001.798,102.331,970.638
56,189.722,1010.127,102.622,969.923
57,191.429,1013.545,102.373,971.524
58,191.086,1019.710,102.358,969.748
59,191.413,1023.852,102.328,971.018
60,192.740,1026.820,102.348,970.947
61,192.215,1033.117,102.394,967.726
62,192.905,1040.700,102.545,966.622
63,193.655,1046.294,102.381,967.329
64,194.292,1050.396,102.401,967.586
65,194.605,1052.720,102.277,969.091
66,195.027,1060.603,102.268,969.803
67,195.058,1063.727,102.479,972.383
68,195.184,1066.791,102.482,970.526
69,195.971,1071.971,102.367,970.221
70,196.739,1076.960,102.375,968.865
71,197.006,1078.666,102.406,967.573
72,198.657,1084.077,102.335,966.957
73,198.684,1086.492,102.303,967.302
74,198.578,1090.684,102.393,966.935
75,199.459,1093.732,102.335,967.273
76,200.813,1099.830,102.428,966.694
77,200.560,1102.755,102.394,970.314
78,200.396,1105.898,102.463,966.333
79,200.375,1112.574,102.452,968.127
80,201.799,1118.372,102.394,968.656
81,201.195,1116.233,102.312,968.517
82,201.892,1121.176,102.340,968.864
83,202.510,1124.862,102.241,967.144
84,202.311,1130.560,102.283,967.029
85,203.693,1131.928,102.538,964.525
86,203.995,1137.850,102.355,969.876
87,203.641,1138.201,102.428,965.013
88,203.788,1144.041,102.300,966.590
89,205.048,1146.584,102.332,964.548
90,205.392,1146.919,102.374,963.322
91,205.702,1152.924,102.213,965.288
92,205.348,1153.779,102.328,966.880
93,205.678,1160.665,102.140,967.562
94,205.349,1164.319,102.420,968.853
95,206.639,1166.844,102.500,966.771
96,206.491,1167.447,102.317,966.553
97,207.342,1168.826,102.401,961.199
98,207.171,1170.735,102.241,963.425
99,207.234,1175.774,102.063,963.147
100,207.439,1177.169,102.496,963.664
101,208.535,1181.368,102.291,966.379
102,207.794,1181.880,102.171,965.607
103,208.669,1185.638,102.378,963.990
104,209.418,1187.984,102.219,965.912
105,209.596,1194.080,102.263,965.061
106,209.971,1192.169,102.425,963.359
107,210.339,1196.226,102.329,964.397
108,210.734,1198.594,102.359,962.087
109,211.047,1198.125,102.147,963.037
110,211.045,1200.922,102.548,964.428
111,211.321,1202.696,102.324,964.008
112,211.382,1206.351,102.337,964.298
113,212.537,1210.400,102.276,965.676
114,211.757,1210.405,102.265,962.753
115,212.283,1215.356,102.312,964.927
116,212.448,1211.910,102.450,962.663
117,212.851,1217.255,102.155,962.582
118,212.743,1217.303,102.401,962.436
119,213.087,1221.918,102.350,962.848
120,212.868,1224.618,102.232,963.257
121,213.564,1225.834,102.294,964.060
122,213.913,1227.300,102.423,962.082
123,214.031,1229.922,102.246,963.072
124,214.484,1232.452,102.038,963.199
125,214.108,1234.280,102.178,963.984
126,215.037,1234.305,102.332,964.161
127,214.599,1234.976,102.386,962.709
128,215.154,1236.290,102.279,962.227
129,215.417,1236.429,102.154,962.035
130,215.439,1239.931,102.248,963.648
131,216.529,1239.032,102.238,960.401
132,216.697,1240.556,102.253,962.503
133,216.950,1241.317,102.372,961.937
134,217.310,1245.154,102.310,960.971
135,216.829,1241.616,102.215,960.876
136,218.252,1249.617,102.201,961.966
137,217.643,1248.757,102.292,962.629
138,219.032,1251.014,102.147,961.952
139,218.420,1253.747,102.305,960.211
140,218.631,1253.208,102.359,961.263
141,218.782,1255.371,102.256,961.412
142,218.188,1256.843,102.376,960.812
143,217.313,1257.003,102.135,960.691
144,218.162,1258.961,102.265,961.587
145,218.301,1262.707,102.159,961.130
146,218.213,1263.793,102.025,959.708
147,218.681,1264.893,102.208,959.671
148,218.331,1266.091,102.191,958.634
149,218.176,1265.852,102.309,958.206
150,218.323,1268.659,102.244,960.392
151,219.488,1267.760,102.146,957.898
152,219.565,1272.649,102.282,958.486
153,219.747,1272.423,102.202,957.567
154,219.229,1273.064,102.232,959.526
155,220.054,1276.057,102.345,959.007
156,220.529,1276.364,102.330,958.505
157,220.318,1278.075,102.136,957.342
158,220.540,1278.644,102.241,956.129
159,221.433,1276.703,102.213,953.814
160,220.613,1278.539,102.096,956.498
161,221.210,1279.829,102.178,957.626
162,220.926,1282.068,102.291,957.328
163,221.320,1283.558,102.185,953.209
164,221.240,1284.954,102.157,956.199
165,221.045,1283.084,102.287,954.275
166,221.859,1284.866,102.076,954.641
167,221.628,1285.920,102.154,955.342
168,221.710,1287.005,102.246,954.642
169,221.698,1284.730,102.241,955.568
170,222.185,1286.984,102.018,953.747
171,221.993,1289.185,102.097,951.213
172,222.279,1288.190,102.215,951.272
173,223.188,1288.965,102.159,953.631
174,221.889,1293.616,102.146,954.497
175,222.821,1291.853,102.226,953.287
176,222.284,1292.386,102.136,953.111
177,221.903,1292.818,102.176,953.478
178,222.897,1293.241,102.303,953.352
179,223.229,1298.142,102.130,952.862
180,222.177,1298.923,102.194,953.109
181,222.463,1299.581,102.295,950.218
182,223.059,1295.270,102.285,950.438
183,222.763,1298.188,102.244,949.011
184,223.184,1296.538,102.179,951.029
185,222.497,1298.463,102.039,949.434
186,223.358,1300.927,102.242,950.888
187,223.423,1303.171,102.377,949.431
188,223.378,1301.662,102.147,947.360
189,224.798,1301.721,102.098,948.228
190,224.821,1299.625,102.211,945.429
191,224.234,1298.809,102.095,949.642
192,225.132,1299.484,102.176,947.422
193,224.794,1303.476,102.068,948.272
194,224.879,1302.180,102.258,946.797
195,225.663,1299.727,102.214,948.842
196,223.861,1302.235,102.088,945.136
197,224.829,1300.222,102.288,947.291
198,224.696,1301.531,102.081,945.602
199,224.870,1301.905,102.266,946.008
200,225.429,1302.170,102.214,944.574
201,225.698,1302.059,102.085,941.375
202,225.188,1301.259,102.137,941.735
203,226.307,1301.903,102.190,943.682
204,225.178,1306.507,102.286,943.189
205,224.818,1308.011,102.222,942.350
206,225.506,1307.776,102.208,945.262
207,225.334,1308.325,102.124,944.380
