Time,004_Cond1_cell1,004_Cond1_cell2,004_Cond1_cell3,004_Cond1_cell4,004_Cond1_cell5,005_Cond1_cell1,005_Cond1_cell2,005_Cond1_cell3,005_Cond1_cell4
109.4998,1.067327551,1.159897731,1.190199464,1.120732996,1.016073259,1.268193951,1.086106338,1.188342947,1.138321874
110.0001,1.062294211,1.159597315,1.191257744,1.119844074,1.018259173,1.265041896,1.086664962,1.18903984,1.129595265
110.4997,1.063020004,1.160255673,1.194253108,1.119567197,1.017505835,1.264322355,1.085907505,1.18907014,1.130115925
111.0002,1.060665605,1.159399169,1.190279918,1.121359612,1.015560742,1.264990832,1.086383283,1.188467933,1.13260352
111.499,1.059007494,1.161374241,1.195930265,1.118984298,1.017005669,1.263825639,1.084579587,1.186975673,1.126195403
111.9991,1.064660412,1.16330457,1.195268067,1.120856862,1.016258506,1.261964116,1.083945217,1.184987255,1.127988786
112.4997,1.058086977,1.155564078,1.19203134,1.117002441,1.013467452,1.262219437,1.083931015,1.185953058,1.123529804
112.9991,1.058376114,1.15360179,1.190614112,1.115129877,1.012337446,1.262210152,1.083076508,1.185142541,1.12822019
113.4996,1.059042898,1.156337488,1.189184506,1.114605268,1.01299816,1.262757932,1.082586528,1.18397979,1.131539951
114.0004,1.053590606,1.153748802,1.188918389,1.118328537,1.012306571,1.260339345,1.080955627,1.183229872,1.123351801
114.4996,1.054357703,1.157807606,1.195657959,1.117140879,1.015603967,1.264118098,1.080089285,1.182290582,1.13204726
115.0002,1.056322653,1.15564078,1.190546035,1.118277533,1.014572759,1.26431307,1.082510782,1.180385488,1.134000846
115.4996,1.055337228,1.155627996,1.189933347,1.117490619,1.011880503,1.259856556,1.079312891,1.178866715,1.133573638
115.9996,1.056936331,1.159041227,1.19706281,1.117388612,1.014140516,1.261049602,1.078110428,1.179120475,1.128171239
116.4998,1.054517024,1.156490892,1.196221137,1.116244672,1.014004668,1.262892556,1.078183807,1.179707532,1.127708431
116.9991,1.052811707,1.152905081,1.190385127,1.115545193,1.010491151,1.260427547,1.078171971,1.179771919,1.127490377
117.499,1.054859267,1.151537232,1.190527469,1.115253743,1.011225964,1.258881693,1.075748108,1.177821376,1.127339074
118.0004,1.057921756,1.155615213,1.194723455,1.115712776,1.013418053,1.256152079,1.073989386,1.176056418,1.125723694
118.5002,1.056033516,1.154413551,1.194531603,1.116047943,1.01236832,1.250432885,1.072360853,1.174658844,1.118674766
119,1.049955744,1.147114094,1.185223693,1.110044082,1.007496326,1.256750923,1.070881444,1.173113559,1.122702089
119.4996,1.054458016,1.152502397,1.195490862,1.11308973,1.012689415,1.257465822,1.072457902,1.174215711,1.127477026
120,1.054269192,1.145816555,1.185508377,1.112244526,1.007823596,1.25562751,1.069520387,1.174639907,1.11888837
120.5001,1.054239688,1.149549377,1.1877549,1.111282743,1.009713114,1.255218996,1.070696813,1.173806665,1.12163407
120.999,1.051897091,1.147925855,1.182376859,1.110874713,1.004909044,1.252600794,1.07087671,1.169170811,1.122065728
121.4996,1.051796778,1.151287951,1.19368993,1.112761849,1.008502834,1.252029803,1.068554629,1.16921626,1.122359433
121.9991,1.055260518,1.154362416,1.190539846,1.112827425,1.007039383,1.254606225,1.067674085,1.171401626,1.120739603
122.4997,1.050870361,1.146558006,1.182791507,1.109752632,1.004470626,1.254559803,1.066833781,1.170125251,1.121295864
122.9991,1.052062312,1.150341962,1.187717767,1.112754563,1.005063416,1.251421674,1.066310662,1.170026777,1.123743408
123.4992,1.050893964,1.151064238,1.192637839,1.115217312,1.008410211,1.253849546,1.065946135,1.166534737,1.122314932
123.9989,1.049383372,1.145477788,1.18468527,1.111413895,1.006057575,1.248427454,1.063723471,1.16821637,1.117944952
124.4991,1.050829055,1.151249601,1.191907565,1.116339393,1.008509009,1.245999582,1.063022823,1.166493075,1.119030772
124.9995,1.047683956,1.146724193,1.188169548,1.110554119,1.005958776,1.246872316,1.065931933,1.166243102,1.115203702
125.4995,1.048988021,1.146180888,1.189599153,1.111996794,1.00726168,1.24641738,1.063427589,1.163413867,1.117437643
126.0001,1.048722488,1.146826462,1.188930766,1.113781923,1.005643857,1.244565142,1.063742408,1.162929072,1.117290791
126.4995,1.050581224,1.150354746,1.194228353,1.113927648,1.00906475,1.244908665,1.062090204,1.162360953,1.119226576
126.9995,1.048008497,1.14780441,1.190601734,1.110991293,1.005551233,1.243529931,1.060589491,1.16085733,1.115679861
127.499,1.04819142,1.149293704,1.195670337,1.114896718,1.006310746,1.239458719,1.057240109,1.158554553,1.111527935
127.9989,1.045778014,1.142959412,1.184561495,1.109905643,1.002821928,1.240229325,1.058551457,1.15885755,1.109396346
128.4995,1.046415295,1.148283797,1.190607923,1.111719917,1.007113482,1.241956224,1.054712095,1.158838612,1.11235565
129.0003,1.044934207,1.143068073,1.185768305,1.107457467,1.001969792,1.240145765,1.055940596,1.159039348,1.10846628
129.4991,1.044969611,1.146155321,1.189500133,1.11229553,1.005650031,1.239203398,1.058208235,1.158372755,1.110517767
129.9995,1.044178911,1.14555449,1.187327875,1.111770921,1.002834278,1.239384444,1.053912031,1.157001693,1.109258394
130.5001,1.044538856,1.144237776,1.186572845,1.113454042,1.001018858,1.238465288,1.053732135,1.156028315,1.108848986
130.9996,1.041157727,1.139910515,1.178211817,1.109279027,0.998073432,1.240452151,1.053793678,1.155744255,1.100109027
131.4995,1.039995279,1.142102908,1.181485676,1.10921345,0.998437751,1.23937516,1.053575909,1.154437581,1.105084218
131.9996,1.04000118,1.139635666,1.178007587,1.108390105,0.99730157,1.236984425,1.050378019,1.154706491,1.099445965
132.5002,1.041116422,1.139290508,1.180619248,1.112667128,0.998604473,1.234681893,1.05044903,1.153009707,1.102592172
132.9995,1.039741547,1.138414829,1.181652773,1.111355605,0.997573265,1.237889655,1.05193554,1.153880824,1.105573727
133.5001,1.040461439,1.140006392,1.17754343,1.109978506,0.996220963,1.238683471,1.04855302,1.154464093,1.104225352
133.9989,1.038201452,1.134707574,1.174059152,1.108156946,0.993195263,1.239746536,1.051907136,1.153388454,1.109414147
134.4991,1.042432289,1.1392969,1.181826058,1.110918431,0.997795561,1.235712462,1.051102337,1.15245295,1.101234898
134.999,1.036543341,1.136145733,1.176571793,1.108834566,0.994257345,1.236074554,1.047459441,1.150877366,1.102836927
135.5002,1.037711689,1.138657718,1.176441829,1.109657911,0.994788386,1.234881508,1.04629485,1.148998784,1.102819126
135.9998,1.040042485,1.141623522,1.177351578,1.110000364,0.995424401,1.235652113,1.04586878,1.149782789,1.10791892
136.499,1.037534667,1.140811761,1.174065341,1.11103501,0.9939486,1.234584407,1.046084182,1.147082328,1.101257148
136.9999,1.03716882,1.139169064,1.176782211,1.107246166,0.991904709,1.236162756,1.044779935,1.14410917,1.100006675
137.4989,1.031014339,1.134419942,1.171323716,1.104317097,0.990490657,1.23005826,1.04108733,1.14380996,1.090710455
137.9989,1.031214964,1.130674337,1.170475855,1.103522897,0.991194596,1.230220737,1.042375008,1.14206394,1.089820439
138.5003,1.035481206,1.135608821,1.174207683,1.109847353,0.992059081,1.226376993,1.040950041,1.140904976,1.091885277
138.9994,1.031728329,1.130220518,1.169535161,1.107115013,0.989842293,1.229631177,1.040460061,1.142264675,1.091097613
139.4995,1.032920281,1.132016619,1.171596022,1.105366316,0.989718795,1.228424204,1.041189113,1.13998841,1.095663396
140,1.032070573,1.133825503,1.174461422,1.106612263,0.991984983,1.229162315,1.038272902,1.137700783,1.095423091
140.4998,1.030105623,1.126621924,1.168934851,1.100316951,0.986057081,1.222649305,1.037716645,1.134894273,1.099138909
140.999,1.031592612,1.13135187,1.175433059,1.105308026,0.989113655,1.225578534,1.036703545,1.136753917,1.0986227
141.5,1.03141559,1.131537232,1.171738364,1.10615323,0.990095464,1.219552956,1.036800595,1.137375061,1.096001602
141.9989,1.031639818,1.129466283,1.171292772,1.10500929,0.988082447,1.219673653,1.035754357,1.135318469,1.097171973
142.4994,1.030347554,1.131108981,1.172536715,1.102182229,0.987106813,1.218531671,1.034495084,1.134754137,1.096357609
143,1.029273618,1.126289549,1.170667706,1.102327954,0.98610648,1.219850057,1.032838146,1.134045881,1.095801348
143.4994,1.025208001,1.122543944,1.16259755,1.098852417,0.984118163,1.217612515,1.033257114,1.132830106,1.092575039
143.9989,1.023850829,1.121904762,1.163631075,1.09766476,0.984309585,1.219822204,1.031065222,1.132682395,1.091471419
144.5002,1.027816133,1.126174497,1.170092151,1.101781486,0.985754511,1.21528213,1.031169372,1.132879343,1.092089981
145,1.025916091,1.126385427,1.169231912,1.102116653,0.983834118,1.217050809,1.029249691,1.13116741,1.08765325
145.499,1.02527881,1.120671141,1.164732676,1.098021786,0.983513023,1.212468955,1.026063636,1.129281253,1.090670405
145.9989,1.026813005,1.123662512,1.168216954,1.100236803,0.985550739,1.21543068,1.025928714,1.128815395,1.083959682
146.499,1.023284357,1.11957814,1.164918339,1.097978068,0.982031047,1.212501451,1.02582693,1.127307985,1.086620831
146.9994,1.027054936,1.125567274,1.171620777,1.100382528,0.986544898,1.211354827,1.023528521,1.126974688,1.088173909
147.499,1.026329144,1.123828699,1.165357742,1.094946993,0.986334951,1.212408607,1.024603163,1.126804253,1.081529938
148.0003,1.024476308,1.123010547,1.166991577,1.099704907,0.98703889,1.214887543,1.024570025,1.126607305,1.084716196
148.4994,1.024240279,1.123131991,1.169052437,1.099260447,0.985976807,1.21239468,1.023097717,1.126391419,1.080105912
148.9994,1.026706792,1.120690316,1.167400036,1.09704543,0.985192595,1.213620221,1.021694053,1.125353654,1.07836148
149.5003,1.02543223,1.123125599,1.165283477,1.098728551,0.985933583,1.209261194,1.022316589,1.123164501,1.071646308
149.9989,1.024942468,1.123112816,1.167690908,1.097861489,0.983926741,1.206308753,1.019201545,1.122656981,1.076314443
150.4993,1.023366968,1.121917546,1.165283477,1.099165726,0.982222469,1.207687487,1.019925864,1.119691398,1.079344948
150.9999,1.021531835,1.118549057,1.164466559,1.095092717,0.981814926,1.203449156,1.019424048,1.119058891,1.069906326
151.4999,1.022788694,1.120012784,1.167690908,1.096564538,0.982426241,1.201527285,1.017303168,1.119066466,1.077151058
151.999,1.023066029,1.121994247,1.169460896,1.099049146,0.983655046,1.197488569,1.015125478,1.117801454,1.072407271
152.4996,1.019720304,1.117986577,1.165592915,1.095566323,0.98214837,1.199117982,1.014772786,1.116233444,1.07562023
152.9999,1.022245825,1.122032598,1.171899272,1.099522751,0.981129512,1.198254532,1.013979823,1.117903715,1.074044901
153.5,1.020770638,1.122984979,1.165939486,1.100193085,0.982920233,1.199860734,1.013840167,1.118138538,1.076305543
153.9995,1.020062548,1.119916906,1.159664074,1.095799483,0.979869833,1.200492073,1.012592729,1.116362218,1.078259128
154.4988,1.021602644,1.122690956,1.165673369,1.098298663,0.981395033,1.195427431,1.011638806,1.115922872,1.074921567
154.9988,1.021679353,1.125011186,1.16904006,1.098648402,0.983309251,1.195919504,1.01046238,1.115252491,1.072785528
155.4997,1.018256919,1.121776926,1.160146798,1.095529892,0.978289059,1.193565908,1.007212415,1.114680584,1.069345616
155.9993,1.018959108,1.12203899,1.162009617,1.097526322,0.980728144,1.198584128,1.007988809,1.112779278,1.072371671
156.4996,1.016651915,1.119130713,1.159515543,1.095661044,0.97762217,1.194215816,1.007598245,1.113767806,1.063320206
156.9992,1.017808462,1.118753595,1.156724408,1.096936136,0.977609821,1.194554697,1.007666889,1.113354972,1.068678103
157.4989,1.018180209,1.118791946,1.158692437,1.095355022,0.977541897,1.192507486,1.006805281,1.111396854,1.068691454
157.9999,1.014757774,1.115819751,1.155814659,1.093220154,0.977189928,1.194382935,1.006076229,1.110987808,1.070823043
158.4993,1.015259338,1.115768616,1.157231887,1.093701046,0.976152545,1.192368219,1.006104633,1.109427374,1.072963532
158.9993,1.015294742,1.118299776,1.158420131,1.095930635,0.979165895,1.190933779,1.005759043,1.108847892,1.066092606
159.4989,1.014427332,1.118178332,1.158048805,1.094582681,0.978085288,1.192544623,1.004686768,1.106215605,1.071592907
160,1.012539092,1.116094599,1.155604241,1.093897774,0.978208786,1.192855651,1.004083169,1.104677895,1.07396035
160.4992,1.016014634,1.11564078,1.156000322,1.094203796,0.977338125,1.191216953,1.003827527,1.104996042,1.069492468
160.9989,1.011111111,1.11093001,1.149031767,1.090123502,0.975022538,1.185683448,1.001886542,1.104465797,1.068660303
161.4996,1.014386027,1.115583253,1.157046224,1.092294801,0.978776876,1.182155375,1.001067542,1.101522939,1.066475313
161.9999,1.011606774,1.114854586,1.15419939,1.091646326,0.976677411,1.186226586,1.000764559,1.1003867,1.067102775
162.4997,1.00921107,1.109721956,1.146240632,1.090210937,0.973182419,1.186602604,0.998454313,1.097765776,1.072576375
162.9994,1.008379064,1.109996804,1.146797621,1.089096142,0.974108654,1.186658311,1.000750356,1.09731128,1.07179761
163.4988,1.011052104,1.113563439,1.149279318,1.087842909,0.973762859,1.18315809,0.998672082,1.099053513,1.068099593
163.9988,1.010503334,1.112585491,1.147323666,1.090043353,0.975288059,1.183603742,0.997012777,1.097985449,1.067049374
164.4989,1.009429398,1.111403004,1.150288087,1.090742832,0.976800909,1.181505466,0.997043549,1.095686459,1.063916516
164.9992,1.004195433,1.106826462,1.1426759,1.08720172,0.974701444,1.180400622,0.994946339,1.095591772,1.062065283
165.4997,1.006042367,1.107331416,1.146259198,1.089241867,0.974892866,1.178761925,0.994733304,1.094054062,1.058385066
166.0002,1.006473122,1.109108341,1.150894587,1.091034282,0.974540896,1.179133301,0.995007882,1.094932754,1.064294773
166.5001,1.007847997,1.106168105,1.150343786,1.088586105,0.973651711,1.182285356,0.995762973,1.093345807,1.0684734
167.0001,1.005133652,1.101553212,1.139247322,1.08838209,0.970224643,1.181923264,0.993826722,1.092618614,1.064579579
167.5002,1.006732755,1.107670182,1.148579987,1.089431309,0.974664394,1.178488035,0.991497541,1.08916066,1.06081926
168.0002,1.004502272,1.106014701,1.146092101,1.088032351,0.973441765,1.174783557,0.989549455,1.08920611,1.058051309
168.4991,1.005015637,1.103298178,1.145411337,1.087281868,0.973380016,1.174481814,0.989580227,1.091679323,1.051563091
168.9992,1.007269723,1.107152445,1.146531504,1.089963204,0.972713127,1.17668686,0.99228577,1.089217472,1.058438467
169.4992,1.005835841,1.106992649,1.146828565,1.090225509,0.972348808,1.17502031,0.989097347,1.087573713,1.057859956
169.9997,1.002035759,1.104614893,1.142781109,1.087835622,0.969712126,1.172996309,0.987305487,1.088066084,1.052982667
170.4998,1.002944474,1.104282518,1.143938409,1.089322015,0.972268534,1.172216419,0.988197867,1.086838946,1.055412411
170.9989,1.000796601,1.104001278,1.14710706,1.085737185,0.971194102,1.166873245,0.98367916,1.08463843,1.052337405
171.4995,1.00259633,1.103438798,1.145374204,1.087478597,0.972886024,1.171111575,0.982355977,1.083805188,1.053823732
171.9988,1.000861509,1.103342921,1.144309736,1.086065066,0.970496338,1.169816401,0.982666061,1.082774998,1.056409229
172.4998,1.000200625,1.105567274,1.146407729,1.085846479,0.971688094,1.169389318,0.982204485,1.0825629,1.055314509
172.9998,0.998477607,1.098561841,1.137991002,1.082035775,0.970008521,1.170545227,0.980244564,1.080006363,1.053877133
173.499,1.001758423,1.100805369,1.144829592,1.083274436,0.970261692,1.173488383,0.980142781,1.078938298,1.054317691
174.0001,1.002578627,1.102294663,1.14146909,1.08508871,0.969699776,1.171325117,0.980033896,1.080032875,1.055505863
174.4993,0.999309612,1.098651326,1.136846079,1.082676965,0.968328949,1.17447253,0.979094176,1.079044347,1.054188639
174.9997,1.001563699,1.104308086,1.139185434,1.082152355,0.970261692,1.168210199,0.978031368,1.074828901,1.053734731
175.4993,1.000064908,1.097807606,1.137687752,1.08150388,0.967303916,1.16456607,0.976232407,1.076877919,1.046814854
175.9995,0.998985071,1.098932566,1.138758409,1.081511166,0.970508688,1.166515795,0.978090545,1.077605112,1.046632401
176.4997,0.999333215,1.098293384,1.139674347,1.082669678,0.970650711,1.164788896,0.976012271,1.076775657,1.041946466
177.0002,0.997763616,1.097404922,1.137712507,1.080265219,0.966538229,1.161302602,0.972999011,1.073419965,1.041198852
177.4997,0.996742786,1.094841802,1.131814609,1.075645743,0.96342608,1.163781538,0.974715125,1.074192608,1.042329173
177.9996,0.998707736,1.097596676,1.13784866,1.081860906,0.968483322,1.161882877,0.970807118,1.07136716,1.040624791
178.4991,0.995963887,1.095596037,1.135862065,1.076906263,0.965173576,1.162393519,0.974168335,1.072029966,1.048901942
178.9999,0.995238095,1.097091723,1.133634108,1.079208714,0.964407889,1.159557134,0.972693661,1.069977162,1.041559308
179.4996,0.9937039,1.089568552,1.129382423,1.077153995,0.963808924,1.158405868,0.970582248,1.068488689,1.039027212
180.0001,0.995344309,1.096267178,1.134382949,1.076388939,0.962506021,1.157022491,0.970023623,1.069435554,1.035146741
180.4988,0.995627545,1.097200384,1.13125762,1.079361725,0.963889198,1.153429427,0.968326445,1.065761716,1.036076808
181.0001,0.999044079,1.095295622,1.135255565,1.080913694,0.965439097,1.157194253,0.966858871,1.066867655,1.035725252
181.5001,0.994087449,1.096740173,1.132216879,1.078494663,0.962975313,1.153522271,0.967467204,1.066102587,1.033495761
181.9991,0.99700832,1.099303292,1.136091049,1.082174214,0.963327282,1.155082051,0.964387667,1.062432536,1.03617471
182.4996,0.995692453,1.095455417,1.133999245,1.079164997,0.963987996,1.151786087,0.964113088,1.06248556,1.036512916
182.9997,0.995716056,1.095385107,1.132520129,1.077715035,0.961616835,1.153215886,0.965388931,1.063682399,1.034247825
183.5001,0.995226294,1.096120166,1.132452053,1.078443659,0.963154385,1.152565977,0.965987795,1.061425071,1.04108315
184.0001,0.994683425,1.098261425,1.129605218,1.076782396,0.96285799,1.14995706,0.96333196,1.060713028,1.034577131
184.5001,0.996040597,1.098063279,1.131882686,1.075973624,0.962506021,1.146582179,0.961338901,1.059652538,1.034247825
184.9996,0.99598749,1.097929051,1.134191097,1.079893621,0.963555753,1.146772509,0.959736405,1.058474637,1.029196983
185.4991,0.995456423,1.096113774,1.132841945,1.07660024,0.962407222,1.149362858,0.96086549,1.057641395,1.033914069
185.9997,0.9960642,1.100108661,1.132538695,1.078705964,0.963549578,1.145997261,0.958938707,1.056959652,1.034723984
186.4987,0.996406444,1.097941834,1.128386031,1.077481875,0.960375681,1.143383701,0.960368408,1.056402895,1.032441092
187,0.996707382,1.097462448,1.130496401,1.076913549,0.961993504,1.145068821,0.958022657,1.053494124,1.03233874
187.4994,0.992919101,1.094771492,1.127420583,1.075798754,0.960560928,1.144001114,0.958254629,1.05384257,1.03344681
187.9995,0.994860447,1.094042825,1.12552063,1.076163066,0.961765033,1.143875775,0.957913773,1.0533805,1.034118773
188.5,0.992405736,1.094944072,1.12577437,1.076498233,0.962938263,1.142891628,0.957719674,1.052266986,1.034617182
189.0001,0.992706674,1.096024289,1.125910523,1.074188495,0.964290566,1.144767078,0.958264097,1.050695189,1.038613355
189.4987,0.993113825,1.091671461,1.12607762,1.072614667,0.959165401,1.144275004,0.95496679,1.050252056,1.031315222
189.9999,0.992966307,1.095308405,1.128571694,1.077897191,0.960943771,1.140784068,0.954450772,1.048153801,1.029463988
190.499,0.98960878,1.09012464,1.122878026,1.073671172,0.957769874,1.139990251,0.954550189,1.047100887,1.02631778
190.9997,0.992919101,1.09500799,1.131536115,1.075296003,0.962641868,1.13794304,0.952176033,1.047384946,1.02027457
191.5,0.992535552,1.088008949,1.122153939,1.072264928,0.958387364,1.137325627,0.952365397,1.046047972,1.024778052
191.9991,0.992458842,1.094976031,1.128423163,1.075478159,0.959548244,1.13821693,0.953475546,1.045449553,1.021097835
192.4989,0.991626837,1.08980505,1.124821299,1.073824183,0.958313265,1.137330269,0.954256674,1.047502358,1.021551743
192.9999,0.993178734,1.094343241,1.130007488,1.074414368,0.960517703,1.139591022,0.95188962,1.045555602,1.021573994
193.4996,0.990216558,1.092310642,1.122717118,1.071580021,0.957596977,1.137260636,0.950680055,1.044461025,1.024978306
193.9997,0.991921874,1.091684244,1.125817691,1.073379722,0.960017537,1.136225425,0.951655281,1.044150453,1.022406159
194.4995,0.992500148,1.092176414,1.127556736,1.075354293,0.960320107,1.135858691,0.950258719,1.043339936,1.022535211
194.9996,0.990523396,1.093972515,1.125644406,1.074443513,0.959727317,1.136141866,0.95130259,1.043317211,1.024404245
195.5,0.987578923,1.08618728,1.121603139,1.070108201,0.956973312,1.136137223,0.948417151,1.040272091,1.026954142
196,0.990299168,1.090278044,1.123589734,1.071762177,0.957282057,1.134828122,0.947780413,1.039950157,1.023398527
196.4995,0.989596979,1.085822947,1.118446866,1.07125214,0.956763366,1.134702783,0.947882196,1.039412337,1.024568898
196.999,0.990818434,1.090290828,1.123831096,1.072935262,0.959140701,1.132005663,0.948282229,1.039283564,1.021640745
197.5002,0.988623355,1.087657399,1.119393748,1.071915188,0.956744841,1.130353039,0.945732911,1.03787084,1.020203369
197.9992,0.990859739,1.090501758,1.124320009,1.073911618,0.956473145,1.130752269,0.944438132,1.037374682,1.019010747
198.4989,0.989319644,1.085362736,1.120817165,1.073270429,0.95588653,1.127827681,0.943990759,1.036227081,1.013684
198.9994,0.989555674,1.087478428,1.12220345,1.069627309,0.955750682,1.128296544,0.94275279,1.036708089,1.015530783
199.4993,0.989785803,1.086206456,1.12114517,1.070909687,0.954639201,1.124722048,0.943110215,1.036473266,1.013737401
200,0.985702484,1.082582295,1.112425193,1.068913257,0.952552085,1.125237333,0.942168127,1.035693049,1.011797165
200.4999,0.986156842,1.085727069,1.118824381,1.069168276,0.954145209,1.120437295,0.940025943,1.037011086,1.006497119
200.9995,0.986463681,1.080971556,1.113873365,1.068359503,0.953892038,1.12297658,0.941455644,1.035685474,1.008388403
201.4993,0.987514014,1.082921061,1.114937834,1.069743889,0.952922579,1.123468654,0.940298154,1.034128827,1.010293038
201.9994,0.987502213,1.081214446,1.1137991,1.070698386,0.952607659,1.122572708,0.940506455,1.033041825,1.009598825
202.499,0.987360595,1.082473634,1.112555157,1.068556232,0.952342139,1.118199754,0.939351332,1.032788065,1.003969472
203,0.983678527,1.077807606,1.106155969,1.066006048,0.951736999,1.115846157,0.938558369,1.032992588,1.002879203
203.5,0.985549065,1.083994887,1.112016734,1.067288426,0.950613167,1.120553351,0.938882656,1.031102644,1.007587388
203.9993,0.983076651,1.078983701,1.10348861,1.065925899,0.950285898,1.117067057,0.935419655,1.029799757,1.005638253
204.4999,0.982893728,1.077877916,1.109256543,1.065343,0.948371679,1.117605552,0.932898742,1.028046162,1.006403667
204.9986,0.982392164,1.079354426,1.109108013,1.064395789,0.949940103,1.116899937,0.934754513,1.027917388,1.005059742
205.4989,0.982923231,1.08035155,1.110946077,1.067040694,0.951588801,1.117535919,0.932167322,1.026186517,1.007396035
205.9994,0.983064849,1.079475871,1.110413843,1.064752814,0.951138034,1.116848873,0.932148386,1.027523492,1.003115057
206.4992,0.981536555,1.077417705,1.107523688,1.064067908,0.949032394,1.116022561,0.931246538,1.025004829,0.998028614
206.9993,0.980527527,1.078785554,1.108507702,1.065240992,0.950341472,1.116579625,0.931880909,1.024815456,1.003422112
207.4988,0.979105446,1.074106743,1.105332863,1.067419578,0.949155891,1.116639974,0.932304611,1.025076791,1.0000178
207.9986,0.977594855,1.077858741,1.106768658,1.066086196,0.94982278,1.117080983,0.932718846,1.025179052,1.002367443
208.4986,0.978403257,1.075244487,1.103005886,1.064577945,0.948773048,1.115289093,0.931561356,1.023948127,1.002225041
208.9988,0.981076297,1.07887504,1.111639219,1.067616307,0.951317106,1.116858158,0.92867355,1.022489954,1.001125871
209.4996,0.979123149,1.076126558,1.104602588,1.063208131,0.946766206,1.113627185,0.929546993,1.023133822,0.997534655
209.9995,0.977789579,1.075743049,1.109275109,1.066282925,0.95017475,1.112889075,0.928185937,1.022845975,0.99340943
210.4999,0.979925651,1.080121445,1.112326173,1.069627309,0.949754857,1.113450781,0.929132759,1.023232296,0.996965045
210.9986,0.979376881,1.076113774,1.108037355,1.065576159,0.948840972,1.111097185,0.928268784,1.019895542,0.997503504
211.4998,0.978474066,1.076139342,1.108154942,1.066559802,0.949359663,1.108906065,0.92631123,1.0190926,0.996844892
211.9993,0.979418186,1.07339086,1.106125026,1.064264636,0.946642708,1.111589258,0.92639171,1.018611592,1.000907817
212.4986,0.979005134,1.076452541,1.1068553,1.065306569,0.946266039,1.110619038,0.929475981,1.016839059,1.002585497
212.9989,0.979483094,1.07676574,1.111261705,1.06755073,0.947056426,1.111988487,0.925485128,1.017676089,1.001975836
213.4997,0.975411577,1.075314797,1.107375157,1.064519655,0.945494177,1.111487129,0.92578101,1.016376989,1.000778764
213.9994,0.978834012,1.07571109,1.111583521,1.066887683,0.944642041,1.105391918,0.924564344,1.015248325,0.992221258
214.4988,0.977978403,1.077072547,1.108291095,1.06449051,0.946877354,1.105257294,0.921870636,1.014873366,0.992937721
214.9994,0.978184929,1.074752317,1.107492744,1.064811104,0.947093476,1.104370633,0.92065397,1.012688,0.994668803
215.4998,0.977417832,1.075806967,1.108544835,1.067390433,0.946655058,1.10470023,0.922202023,1.011426775,0.992185657
215.9997,0.974969021,1.073167146,1.106409709,1.068884112,0.944555593,1.103135808,0.920007764,1.010824569,0.994913557
216.4993,0.97354694,1.076120166,1.107975468,1.066246493,0.943913403,1.102894413,0.918985196,1.00992694,0.999212336
216.9988,0.974178321,1.072457654,1.104212696,1.065379431,0.943172415,1.100573312,0.918857376,1.007821111,0.992701867
217.4998,0.974066206,1.071428571,1.100400413,1.064701811,0.941437269,1.103716083,0.91790582,1.011529037,0.993249227
217.9996,0.976792353,1.077903484,1.110160103,1.068658239,0.946698282,1.101548174,0.916944796,1.009498957,0.991326792
218.4997,0.975624004,1.078120805,1.107443234,1.067922329,0.943549084,1.102267716,0.917271449,1.00910506,0.992835369
218.9998,0.972172066,1.072419303,1.101916662,1.063849321,0.941505193,1.101599239,0.915960101,1.007559776,0.99122889
219.4986,0.970218918,1.071115372,1.10197855,1.067827608,0.942073284,1.101928835,0.915853583,1.007302228,0.99453085
219.9986,0.970478551,1.072527964,1.10429315,1.067251995,0.940714806,1.10259267,0.919344989,1.006673509,0.997312151
220.4986,0.972762141,1.072176414,1.102059004,1.063477722,0.941986835,1.10290834,0.916719925,1.007480239,0.992777518
220.9993,0.968430991,1.067254714,1.095808346,1.063084265,0.940659232,1.099533459,0.914191911,1.007465089,0.990948535
221.4986,0.969392813,1.066417386,1.100276638,1.062311924,0.941486668,1.097333055,0.913103066,1.004086672,0.987237167
221.9998,0.9669322,1.069332055,1.09830242,1.06249408,0.941912736,1.09803867,0.911351446,1.004522231,0.986382751
222.4999,0.966761079,1.065707894,1.09699659,1.061809173,0.939776222,1.098920688,0.913249824,1.003696564,0.991954253
222.9985,0.96684959,1.068724832,1.102974942,1.063302853,0.940010868,1.097156651,0.912416621,1.002689099,0.984794072
223.4998,0.964660412,1.066449345,1.097776375,1.062362928,0.937991676,1.097319128,0.910317043,1.002120979,0.989622411
223.9997,0.965970378,1.065592841,1.096390091,1.062705381,0.939658899,1.096641367,0.908740585,0.99971594,0.989435507
224.4995,0.966466041,1.067548738,1.098636614,1.06311341,0.940325788,1.096780633,0.908248238,0.998284279,0.990441226
224.999,0.96645424,1.06660914,1.098432385,1.063251849,0.938337471,1.092625862,0.906579464,0.997504062,0.981834768
225.4997,0.965238685,1.067037392,1.099236925,1.063383001,0.940301088,1.092913678,0.907336922,0.998011582,0.983481299
225.9997,0.96369859,1.061661873,1.09503475,1.059331852,0.938423919,1.094352761,0.905732059,0.996704907,0.977126583
226.4993,0.960883932,1.059814637,1.09276966,1.057444716,0.935342645,1.093647146,0.905126093,0.99644736,0.983463498
226.999,0.962842981,1.064224992,1.098141512,1.059725309,0.939418078,1.095443678,0.904089323,0.997572236,0.983347796
