 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,266.635,575.537,101.879,505.040
2,262.018,567.641,101.846,498.463
3,261.456,562.643,101.631,496.374
4,150.152,212.839,101.568,478.035
5,165.900,268.920,101.654,484.039
6,177.147,305.892,101.542,487.159
7,186.219,335.167,101.579,487.001
8,194.581,357.457,101.632,487.336
9,200.124,370.018,101.498,486.791
10,203.171,384.606,101.551,486.771
11,207.733,393.747,101.497,488.872
12,210.604,399.955,101.414,487.726
13,214.193,407.207,101.324,488.049
14,217.571,413.696,101.661,486.112
15,218.876,417.879,101.802,487.376
16,221.497,423.619,101.668,486.959
17,221.971,426.742,101.488,486.706
18,223.510,431.818,101.728,486.375
19,225.587,435.535,101.613,487.009
20,226.684,438.185,101.610,484.214
21,227.037,441.600,101.547,485.167
22,229.418,442.526,101.604,486.637
23,230.063,447.308,101.807,486.038
24,231.349,449.335,101.773,484.403
25,232.473,451.368,101.607,483.654
26,233.155,452.496,101.464,487.396
27,233.853,453.511,101.694,486.535
28,233.860,453.795,101.496,485.547
29,235.277,456.969,101.555,486.900
30,235.511,455.966,101.527,486.466
31,235.648,459.187,101.537,486.112
32,236.180,458.712,101.502,485.619
33,237.319,457.924,101.681,485.398
34,237.515,460.465,101.594,485.843
35,237.171,463.633,101.548,486.750
36,236.627,464.676,101.475,486.918
37,237.522,463.608,101.513,485.509
38,238.429,464.793,101.595,483.845
39,239.142,466.691,101.482,484.452
40,239.340,465.275,101.645,483.797
41,239.062,467.715,101.531,485.085
42,241.396,467.929,101.479,482.436
43,240.553,469.968,101.688,482.553
44,239.076,470.213,101.541,481.414
45,239.836,471.471,101.393,482.592
46,239.788,471.938,101.549,483.635
47,240.782,470.499,101.542,483.205
48,239.763,472.382,101.527,484.083
49,240.507,472.371,101.432,484.229
50,241.843,473.616,101.424,485.540
51,240.682,472.275,101.521,483.939
52,241.307,473.398,101.218,484.136
53,241.847,472.816,101.473,483.548
54,243.601,474.951,101.440,482.537
55,243.581,474.123,101.658,482.231
56,242.885,474.729,101.486,483.445
57,241.639,477.738,101.568,484.512
58,242.594,476.692,101.455,482.670
59,241.359,479.344,101.462,480.591
60,242.526,479.160,101.606,483.750
61,241.070,480.059,101.525,482.847
62,242.477,480.901,101.477,481.588
63,240.641,479.223,101.543,484.888
64,242.326,479.012,101.624,484.204
65,243.121,479.914,101.512,483.373
66,241.730,480.758,101.434,483.013
67,243.856,481.826,101.569,483.313
68,242.219,480.279,101.620,483.851
69,242.458,481.478,101.627,483.567
70,243.588,481.032,101.592,485.218
71,243.110,480.876,101.686,482.907
72,243.069,482.861,101.346,483.386
73,242.809,483.326,101.477,481.759
74,242.695,484.116,101.435,480.671
75,242.407,484.356,101.550,484.087
76,243.298,484.316,101.440,482.178
77,243.556,486.607,101.555,482.244
78,243.108,485.570,101.537,482.539
79,243.308,487.153,101.376,483.601
80,242.144,487.292,101.562,482.807
81,242.321,486.719,101.364,481.993
82,242.419,488.461,101.523,484.335
83,242.091,486.375,101.527,483.121
84,242.235,485.881,101.488,484.255
85,242.653,488.821,101.422,482.309
86,241.756,487.023,101.481,480.966
87,242.741,488.901,101.594,483.720
88,242.279,489.712,101.332,481.601
89,241.590,488.508,101.535,482.136
90,240.783,488.807,101.470,483.076
91,242.246,486.288,101.168,483.979
92,242.021,485.806,101.453,484.171
93,241.711,487.279,101.465,484.737
94,241.761,489.641,101.341,481.672
95,242.163,490.924,101.363,483.126
96,242.293,489.465,101.429,481.354
97,240.861,490.916,101.498,481.595
98,242.369,493.699,101.488,481.033
99,241.874,493.490,101.348,482.180
100,241.637,492.378,101.499,482.347
101,241.761,492.832,101.439,484.296
102,242.615,491.056,101.373,482.174
103,240.955,491.339,101.400,483.922
104,242.114,493.447,101.481,482.786
105,242.394,490.888,101.473,481.350
106,241.766,491.973,101.418,481.124
