 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,820.490,1034.515,105.100,448.027
2,809.406,1014.188,104.543,438.806
3,800.297,1009.865,104.781,437.699
4,207.947,332.805,104.912,433.082
5,245.437,386.017,104.527,431.471
6,278.718,427.020,104.700,427.941
7,308.518,468.379,104.838,430.080
8,332.944,500.451,104.552,431.504
9,353.819,526.664,104.464,428.391
10,376.468,553.847,104.534,426.801
11,394.182,574.898,104.476,427.829
12,411.103,592.903,104.732,429.433
13,428.671,612.841,104.759,429.617
14,441.465,630.519,104.548,430.479
15,456.207,646.535,104.765,429.351
16,467.639,660.095,104.753,429.063
17,478.483,672.983,104.739,428.742
18,489.054,683.365,104.759,429.086
19,501.251,696.448,104.571,427.877
20,509.188,705.201,104.674,428.182
21,519.094,716.415,104.742,427.998
22,526.067,723.818,104.724,429.629
23,534.475,733.255,104.687,429.137
24,541.624,738.684,104.803,429.669
25,549.602,743.309,104.676,429.069
26,553.450,750.446,104.593,429.262
27,561.653,758.243,104.589,429.835
28,566.492,762.406,104.491,428.348
29,569.650,765.672,104.656,427.523
30,575.476,773.944,104.505,428.097
31,578.854,775.849,104.496,427.041
32,581.844,778.985,104.670,429.789
33,588.438,785.747,104.723,428.376
34,590.289,789.312,104.548,427.695
35,594.677,791.699,104.603,428.650
36,595.769,795.818,104.419,429.144
37,602.572,799.073,104.669,427.016
38,606.032,803.720,104.686,428.945
39,608.269,806.805,104.547,427.975
40,610.944,808.749,104.545,427.962
41,613.994,812.285,104.728,426.102
42,614.717,815.933,104.606,429.029
43,619.171,816.981,104.617,428.849
44,621.218,822.571,104.471,428.283
45,623.608,826.420,104.717,428.246
46,626.853,827.354,104.599,426.469
47,629.044,828.227,104.351,427.585
48,632.274,831.308,104.540,425.654
49,631.168,831.853,104.429,426.394
50,635.294,834.822,104.397,425.780
51,637.913,835.870,104.532,426.384
52,639.110,838.979,104.500,424.469
53,642.191,843.953,104.494,425.473
54,643.171,844.187,104.442,427.896
55,645.854,842.087,104.440,427.741
56,646.678,845.555,104.417,428.273
57,647.919,848.018,104.580,428.325
58,650.018,848.688,104.359,426.353
59,652.218,849.978,104.398,425.487
60,652.713,852.150,104.489,426.296
61,653.782,852.295,104.378,423.990
62,655.212,853.007,104.547,425.558
63,656.294,855.303,104.425,424.408
64,657.384,855.043,104.394,424.788
65,657.559,857.184,104.308,424.198
66,659.218,861.006,104.398,424.576
67,659.906,861.608,104.403,424.143
68,659.993,862.572,104.119,425.126
69,663.744,862.048,104.451,424.958
70,667.923,864.276,104.376,425.354
71,667.922,867.453,104.627,425.310
72,670.455,866.099,104.489,424.818
73,669.196,866.711,104.653,423.967
74,671.424,865.645,104.479,426.294
75,673.961,868.105,104.249,424.752
76,675.880,869.416,104.364,426.144
77,675.495,869.338,104.412,423.967
78,675.650,871.159,104.591,424.454
79,676.308,872.028,104.421,423.302
80,676.578,871.382,104.349,423.538
81,678.498,874.393,104.535,425.891
82,678.137,869.647,104.394,423.966
83,678.159,872.806,104.389,424.865
84,678.363,874.602,104.429,425.768
85,680.701,875.493,104.492,423.858
86,680.636,875.508,104.266,423.194
87,682.080,877.822,104.254,424.840
88,680.413,878.661,104.194,425.521
89,682.538,878.227,104.513,424.228
90,683.500,877.101,104.312,424.403
91,684.946,878.776,104.378,423.610
92,686.131,881.244,104.429,424.257
93,685.791,880.329,104.555,425.193
94,684.699,882.057,104.479,424.448
95,685.383,881.724,104.270,425.509
96,686.929,882.023,104.513,424.665
97,688.978,882.670,104.419,424.816
98,688.410,882.047,104.590,425.655
99,689.035,880.410,104.630,425.405
100,689.751,883.788,104.374,425.371
101,690.758,882.816,104.333,423.950
102,692.707,883.276,104.395,424.528
103,692.442,882.568,104.488,424.238
104,691.729,886.841,104.589,423.723
105,693.959,887.173,104.203,425.519
106,692.539,884.119,104.383,424.123
107,692.770,885.534,104.508,425.169
108,691.617,884.851,104.390,423.338
109,693.688,885.560,104.555,425.359
110,692.678,885.959,104.332,425.037
111,694.516,885.289,104.501,422.842
112,692.994,886.094,104.359,422.939
113,694.683,886.029,104.453,425.109
114,694.571,884.414,104.576,423.969
115,695.005,885.428,104.572,424.270
116,697.096,888.664,104.240,424.256
117,694.175,890.185,104.308,424.651
118,695.085,887.390,104.413,424.725
119,695.384,888.608,104.245,425.406
120,694.794,887.338,104.374,423.883
121,696.467,892.323,104.383,424.986
122,697.503,895.262,104.493,423.712
123,698.724,890.070,104.456,423.343
124,698.679,889.680,104.375,423.118
125,700.818,891.643,104.440,423.398
126,697.987,888.771,104.380,423.910
127,697.441,891.885,104.447,425.210
128,698.277,891.832,104.333,422.825
129,699.377,889.584,104.378,422.567
130,699.473,889.636,104.435,422.237
131,697.649,889.600,104.311,420.486
132,698.929,890.428,104.434,422.783
133,699.920,888.885,104.286,424.177
134,703.579,889.945,104.292,422.371
135,704.304,894.967,104.441,422.741
136,707.384,893.203,104.518,423.888
137,704.104,893.917,104.359,423.758
138,703.867,893.242,104.327,424.023
139,700.969,896.768,104.275,423.423
140,700.288,897.536,104.280,423.483
141,701.449,894.462,104.280,421.657
142,703.480,894.825,104.299,423.331
143,701.702,895.288,104.335,422.621
144,704.416,895.111,104.434,421.662
145,706.543,897.524,104.231,423.217
146,707.617,898.984,104.584,422.606
147,707.045,894.853,104.315,423.189
148,705.448,895.812,104.418,421.618
149,705.195,899.411,104.248,425.392
150,705.157,895.440,104.447,422.362
151,705.294,897.478,104.442,424.383
152,705.818,896.664,104.175,424.556
153,706.477,895.782,104.297,422.530
154,705.163,896.564,104.383,423.628
155,703.793,897.478,104.267,423.470
156,704.219,895.591,104.477,423.840
157,707.018,896.719,104.476,422.751
158,707.421,895.229,104.425,423.230
159,707.315,899.130,104.453,422.322
160,708.276,899.063,104.268,422.334
161,709.879,898.483,104.321,421.294
162,707.132,898.373,104.467,423.518
163,708.690,896.851,104.300,420.603
164,709.583,898.602,104.159,423.757
165,708.187,897.068,104.326,422.618
166,706.974,896.593,104.343,422.851
167,707.902,894.789,104.310,421.825
168,706.246,895.876,104.405,422.487
169,707.051,894.631,104.436,421.747
170,705.996,898.047,104.394,421.345
171,705.428,897.957,104.176,421.435
172,706.580,898.727,104.288,421.488
173,708.630,896.079,104.322,421.180
174,709.549,894.990,104.146,420.541
175,709.110,896.379,104.421,419.381
176,707.595,895.351,104.192,421.086
177,707.905,896.065,104.273,420.204
178,708.094,896.160,104.306,422.870
179,709.778,895.000,104.375,419.379
180,707.317,895.908,104.499,420.914
181,709.411,896.436,104.449,422.735
182,708.094,895.003,104.091,420.860
183,705.453,898.398,104.265,420.132
184,706.690,897.398,104.329,420.000
185,709.364,898.877,104.561,419.634
186,707.374,897.116,104.312,418.582
187,706.535,897.024,104.457,419.574
188,705.160,897.025,104.507,418.996
189,707.858,897.858,104.380,418.241
190,709.628,896.641,104.288,419.297
191,707.056,897.669,104.462,417.492
192,708.623,897.862,104.353,418.477
193,710.777,897.806,104.448,420.088
194,707.722,894.124,104.279,418.699
195,705.645,893.228,104.330,418.022
196,709.389,898.223,104.411,419.211
197,710.793,898.213,104.557,419.480
198,710.531,897.659,104.241,419.227
199,710.606,897.688,104.590,419.433
200,711.460,898.793,104.350,416.427
201,710.546,898.615,104.259,418.173
202,707.992,895.950,104.410,419.359
203,708.100,895.352,104.276,420.089
204,710.473,893.487,104.252,420.034
205,711.672,893.605,104.563,418.159
206,708.463,894.414,104.375,421.156
207,710.089,896.297,104.413,419.277
