 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,200.537,211.759,100.556,326.876
2,198.349,209.563,100.590,326.142
3,197.107,208.279,100.428,314.458
4,132.522,117.021,100.559,312.641
5,135.865,123.382,100.599,307.601
6,138.509,128.837,100.366,305.272
7,142.214,133.982,100.430,308.365
8,144.948,138.605,100.308,307.759
9,147.151,141.840,100.535,304.703
10,149.084,144.284,100.429,303.954
11,151.498,148.448,100.434,305.317
12,152.972,151.196,100.564,305.951
13,154.727,153.449,100.502,305.070
14,156.657,155.784,100.575,306.494
15,158.236,158.305,100.450,304.589
16,158.898,159.929,100.523,302.887
17,159.571,160.768,100.511,302.444
18,160.258,161.480,100.393,301.475
19,161.712,163.419,100.438,302.944
20,164.108,165.217,100.397,303.736
21,164.205,165.817,100.547,304.012
22,165.558,166.337,100.488,303.154
23,165.570,168.093,100.515,301.849
24,167.117,168.475,100.394,300.813
25,167.118,169.582,100.494,302.945
26,167.984,171.114,100.512,303.808
27,168.658,171.365,100.548,303.433
28,168.620,172.226,100.421,301.782
29,169.337,173.406,100.481,301.959
30,170.327,173.437,100.552,304.373
31,169.686,174.277,100.601,302.459
32,170.648,174.615,100.592,303.629
33,171.340,175.603,100.477,301.404
34,170.912,175.218,100.533,298.984
35,171.457,176.897,100.487,299.308
36,170.994,177.087,100.408,299.149
37,171.949,176.787,100.492,299.826
38,172.006,177.830,100.382,301.456
39,172.338,176.898,100.429,302.383
40,172.503,177.716,100.415,301.820
41,173.226,178.053,100.539,302.112
42,172.396,177.989,100.512,301.158
43,172.869,177.443,100.512,304.319
44,173.938,178.024,100.515,300.836
45,174.153,179.042,100.415,304.508
46,173.696,178.491,100.379,305.826
47,173.903,179.723,100.418,303.591
48,173.138,180.299,100.404,299.226
49,174.453,180.145,100.473,298.055
50,174.365,180.413,100.508,297.382
51,174.512,180.406,100.424,296.292
52,174.369,181.273,100.512,294.076
53,174.938,181.800,100.445,296.935
54,175.252,181.208,100.374,298.182
55,175.293,181.828,100.431,297.853
56,175.556,182.072,100.451,298.586
57,175.779,182.790,100.516,299.664
58,175.888,182.785,100.552,300.842
59,175.993,182.192,100.527,301.006
60,177.417,183.006,100.492,300.300
61,177.643,183.034,100.500,299.806
62,177.376,183.273,100.532,299.381
63,176.807,182.789,100.491,299.907
64,176.704,182.776,100.441,298.841
65,177.499,184.471,100.419,298.852
66,176.984,183.924,100.426,299.003
67,177.991,184.849,100.513,300.319
68,177.246,184.705,100.371,301.182
69,177.155,184.824,100.432,300.667
70,177.645,184.582,100.430,301.632
71,177.460,184.234,100.618,299.621
72,177.176,184.888,100.318,297.337
73,177.887,184.688,100.460,296.213
74,177.788,184.434,100.415,293.748
75,178.574,185.393,100.471,294.330
76,179.088,185.050,100.521,294.453
77,177.959,184.591,100.454,295.073
78,177.544,185.827,100.386,296.099
79,177.877,184.782,100.440,295.029
80,178.477,185.456,100.447,295.892
81,178.782,185.393,100.387,295.239
82,179.869,184.556,100.524,296.764
83,179.317,185.280,100.500,298.334
84,178.926,185.679,100.610,297.146
85,179.795,186.154,100.418,296.422
86,180.225,186.230,100.392,297.365
87,179.739,185.478,100.573,297.101
88,179.506,185.629,100.421,294.638
89,179.216,185.235,100.382,293.778
90,179.322,186.138,100.582,292.053
91,179.564,187.626,100.566,292.826
92,179.198,185.994,100.512,293.187
93,178.908,186.774,100.277,292.124
94,179.428,186.947,100.700,296.103
95,180.275,187.209,100.535,297.097
96,180.037,186.572,100.535,298.574
97,180.446,186.819,100.450,296.603
98,180.789,186.858,100.441,293.817
99,179.426,187.479,100.383,294.800
100,180.293,186.376,100.537,293.341
101,180.294,186.363,100.496,294.355
102,180.353,186.810,100.534,294.441
103,179.818,185.853,100.418,295.970
104,180.669,186.153,100.392,298.523
105,180.621,186.006,100.578,298.699
106,180.795,186.253,100.348,299.674
107,180.453,186.793,100.446,299.537
108,179.948,187.235,100.541,301.281
109,180.176,186.233,100.469,298.441
110,181.327,187.645,100.320,296.351
111,180.321,187.703,100.451,297.743
112,180.332,186.900,100.535,296.722
113,181.178,187.160,100.470,297.499
114,181.388,187.535,100.410,297.234
115,181.488,187.485,100.386,298.655
116,179.469,187.206,100.396,299.523
117,179.407,187.609,100.534,299.403
118,179.718,187.640,100.300,297.492
119,180.434,188.501,100.493,295.082
120,180.708,188.725,100.386,295.041
121,181.953,188.935,100.402,295.932
122,181.858,188.200,100.484,295.174
123,181.196,188.094,100.398,297.005
124,181.489,188.101,100.581,297.806
125,181.453,188.313,100.528,295.178
126,180.948,187.512,100.541,295.077
127,181.068,188.138,100.429,291.955
128,181.645,187.169,100.512,289.411
129,181.444,187.557,100.547,291.177
130,181.810,187.944,100.537,294.045
131,181.275,188.814,100.575,294.953
132,180.667,187.312,100.478,292.843
133,180.959,187.494,100.465,293.875
134,180.970,188.468,100.468,294.795
135,180.945,187.880,100.474,294.935
136,180.593,188.522,100.476,294.753
137,182.280,188.160,100.547,292.726
138,181.890,187.816,100.545,292.731
139,182.227,188.208,100.611,293.977
140,181.963,188.781,100.414,292.477
141,182.141,188.170,100.516,293.167
142,182.337,188.197,100.555,293.407
143,182.678,188.195,100.387,294.311
144,182.476,188.577,100.414,293.082
145,182.190,188.835,100.389,292.303
146,182.731,188.780,100.525,292.383
147,182.982,187.710,100.464,291.431
148,182.339,189.434,100.549,291.544
149,183.357,188.952,100.448,293.107
150,182.632,189.697,100.350,294.901
151,182.740,190.144,100.544,295.288
152,182.757,189.682,100.481,293.278
153,181.984,190.047,100.468,295.117
154,182.135,190.201,100.470,295.921
155,182.483,189.986,100.521,296.718
156,181.717,189.427,100.587,296.065
157,181.225,190.602,100.496,298.444
158,181.364,189.507,100.536,299.594
159,181.870,189.441,100.542,298.639
160,181.552,189.910,100.476,296.683
161,181.681,189.701,100.544,296.138
162,181.525,189.729,100.544,298.395
163,181.618,189.003,100.476,297.389
164,182.408,189.172,100.390,297.949
165,181.791,189.723,100.544,298.468
166,181.370,190.777,100.482,296.008
167,182.348,189.828,100.465,295.206
168,182.112,189.603,100.423,294.103
169,183.008,189.497,100.398,294.982
170,181.915,189.282,100.380,296.358
171,182.568,189.416,100.418,297.553
172,181.171,189.370,100.379,298.391
173,182.048,190.291,100.531,297.410
174,181.936,189.531,100.359,298.357
175,181.903,189.418,100.429,297.750
176,182.018,189.359,100.502,298.348
177,182.049,188.223,100.442,296.982
178,182.000,189.328,100.565,298.205
179,181.995,189.141,100.524,299.890
180,182.239,189.353,100.444,300.593
181,181.785,189.926,100.494,298.662
182,182.253,189.719,100.552,299.211
183,183.232,189.245,100.543,302.266
184,181.846,188.974,100.452,301.891
185,182.100,189.345,100.479,302.521
186,183.029,189.675,100.648,303.865
187,183.494,190.044,100.423,304.697
188,182.788,190.151,100.499,304.142
189,182.591,189.735,100.517,305.295
190,183.033,188.786,100.404,303.781
191,182.816,189.560,100.359,303.655
192,182.756,189.435,100.311,304.158
193,183.567,189.665,100.525,303.600
194,182.448,189.885,100.401,302.504
195,183.078,189.254,100.457,301.974
196,182.794,189.804,100.402,301.259
197,182.760,189.208,100.388,301.003
198,182.875,189.634,100.476,303.465
199,183.260,189.036,100.337,303.918
200,183.025,189.693,100.438,302.634
201,182.528,189.756,100.531,304.010
202,183.013,189.541,100.298,306.542
203,183.469,190.208,100.296,304.685
204,182.810,189.526,100.438,304.078
205,183.368,189.411,100.547,304.414
206,182.619,188.871,100.380,306.355
207,182.113,190.045,100.408,306.695
