 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,237.579,218.693,100.904,460.113
2,236.678,216.403,100.924,456.594
3,236.670,216.747,100.984,456.903
4,121.756,110.947,100.881,450.531
5,126.822,111.928,100.928,442.215
6,131.347,112.876,100.846,441.594
7,135.619,114.076,100.870,443.207
8,139.530,115.400,101.021,441.469
9,143.304,116.221,100.896,439.630
10,146.020,117.399,100.820,439.065
11,149.241,118.747,100.832,438.700
12,152.718,120.506,100.892,440.040
13,155.451,121.253,100.956,442.177
14,158.238,122.753,100.947,438.246
15,161.478,123.752,100.914,440.136
16,163.328,124.782,100.841,441.962
17,165.066,126.179,100.992,442.222
18,166.959,126.719,100.902,440.103
19,169.102,128.166,100.888,440.451
20,170.656,128.944,100.921,439.909
21,172.357,129.665,100.960,439.512
22,173.270,131.006,100.981,439.489
23,174.094,131.814,100.927,439.468
24,176.907,132.903,100.928,443.506
25,177.218,133.568,101.049,439.958
26,179.468,134.437,100.977,441.508
27,181.349,135.406,100.896,442.456
28,182.025,136.725,100.865,445.350
29,183.603,137.353,100.964,444.319
30,185.016,137.982,100.758,442.440
31,184.394,138.876,100.913,442.616
32,186.176,139.121,100.956,440.379
33,186.876,140.328,100.888,439.112
34,187.811,141.421,100.845,439.932
35,188.405,142.078,100.899,441.664
36,188.916,142.656,100.953,439.300
37,190.264,143.285,101.198,438.418
38,190.571,143.787,100.802,441.069
39,192.074,144.033,100.988,442.214
40,191.947,144.726,100.804,437.841
41,191.571,144.965,100.669,437.682
42,192.183,145.988,101.027,437.373
43,192.867,146.771,100.776,437.926
44,193.665,146.753,100.851,437.111
45,193.907,147.465,100.822,436.400
46,194.340,148.106,100.971,436.742
47,195.240,149.166,100.918,436.683
48,195.822,149.419,100.906,435.832
49,196.253,149.634,100.791,435.609
50,197.486,150.390,100.988,437.321
51,198.050,150.649,100.964,440.459
52,197.241,151.878,100.831,441.408
53,197.655,151.627,100.887,440.512
54,198.910,152.226,100.872,439.242
55,198.994,153.134,100.960,439.991
56,200.339,153.758,101.027,441.595
57,200.463,154.215,100.853,442.480
58,200.613,154.330,100.859,441.569
59,200.524,154.448,100.936,439.859
60,199.694,155.507,100.947,440.374
61,199.947,156.479,100.806,441.136
62,200.321,156.180,100.850,440.241
63,201.145,156.474,100.851,439.625
64,201.803,156.425,100.871,437.657
65,202.369,157.315,100.754,438.145
66,201.783,158.163,100.825,438.825
67,202.860,157.626,100.971,439.270
68,203.348,158.182,100.822,439.414
69,203.545,158.457,100.844,438.403
70,202.927,158.104,100.862,436.371
71,202.562,160.065,100.817,436.782
72,204.420,160.842,100.839,437.149
73,204.545,160.257,101.034,438.924
74,204.540,160.028,100.864,438.139
75,205.077,160.637,100.909,441.305
76,205.505,161.445,100.884,439.507
77,205.147,160.995,100.928,440.207
78,205.895,161.544,101.112,441.964
79,205.370,161.487,100.804,439.131
80,205.600,162.243,100.852,436.354
81,204.987,162.165,100.845,433.496
82,204.699,162.374,100.820,432.697
83,203.699,162.396,100.853,433.119
84,205.723,163.090,100.735,434.338
85,204.604,162.732,100.969,432.221
86,205.653,162.716,100.947,433.147
87,206.140,163.832,100.862,434.920
88,206.257,164.458,100.787,434.916
89,206.395,164.083,100.711,436.078
90,206.735,164.076,100.863,436.961
91,208.200,165.074,100.719,437.141
92,208.234,165.360,100.877,437.329
93,207.772,164.598,100.776,437.434
94,207.678,165.491,100.858,437.490
95,207.869,165.538,100.822,436.574
96,208.700,166.383,100.744,437.112
97,207.524,166.489,100.839,437.685
98,208.135,167.092,100.750,435.599
99,208.239,166.629,100.868,434.292
100,209.127,167.159,100.818,435.042
101,209.019,168.068,100.825,435.983
102,208.859,168.068,100.806,435.339
103,208.461,168.107,100.885,435.900
104,207.657,168.765,100.890,434.388
105,208.188,169.041,100.963,433.822
106,210.039,169.366,100.770,433.629
107,209.129,169.459,100.999,433.509
108,209.884,169.089,100.922,431.259
109,209.429,168.948,100.851,429.870
110,210.460,169.510,100.772,430.830
111,210.592,169.594,100.872,434.311
112,210.441,170.221,100.864,434.744
113,212.020,170.576,100.887,436.543
114,211.064,170.241,100.931,431.641
115,210.560,169.936,100.800,431.823
116,210.382,170.764,100.934,431.846
117,211.096,170.860,100.767,432.342
118,210.453,170.811,100.935,435.533
119,210.645,170.821,100.873,433.700
120,210.814,170.547,100.866,433.949
121,210.877,169.912,100.960,435.283
122,210.511,171.385,100.766,436.069
123,210.978,172.133,100.924,435.811
124,212.293,171.917,101.017,437.562
125,210.966,171.831,100.901,435.026
126,211.542,172.496,100.962,436.284
127,210.803,172.364,100.883,434.627
128,210.669,172.657,100.958,435.854
129,210.806,172.653,100.841,436.868
130,211.108,173.443,100.911,437.484
131,211.336,172.869,100.972,437.985
