"jump","dataid"
0.210588574851989,"SG-TPD54_F_1"
0.443864059620706,"SG-TPD54_F_1"
0.188189832751593,"SG-TPD54_F_1"
0.160614857184207,"SG-TPD54_F_1"
0.138870193458203,"SG-TPD54_F_1"
0.151737200625391,"SG-TPD54_F_1"
0.0753732623524744,"SG-TPD54_F_1"
0.039518932974802,"SG-TPD54_F_1"
0.0545335876644596,"SG-TPD54_F_1"
0.0909408309866087,"SG-TPD54_F_1"
0.0794063595312387,"SG-TPD54_F_1"
0.168265690121124,"SG-TPD54_F_1"
0.0434782546150303,"SG-TPD54_F_1"
0.0102456742857611,"SG-TPD54_F_1"
0.0239221621006195,"SG-TPD54_F_1"
0.0657011895395716,"SG-TPD54_F_1"
0.137328248550453,"SG-TPD54_F_1"
0.125887740263596,"SG-TPD54_F_1"
0.0348947821861656,"SG-TPD54_F_1"
0.200873499942648,"SG-TPD54_F_1"
0.1090327030165,"SG-TPD54_F_1"
0.0718101134774648,"SG-TPD54_F_1"
0.102759093218332,"SG-TPD54_F_1"
0.115047221327668,"SG-TPD54_F_1"
0.0164557811224119,"SG-TPD54_F_1"
0.0875751267559374,"SG-TPD54_F_1"
0.0550521994278766,"SG-TPD54_F_1"
0.0446460504117552,"SG-TPD54_F_1"
0.0547693617343808,"SG-TPD54_F_1"
0.0129305654293394,"SG-TPD54_F_1"
0.0387541246002419,"SG-TPD54_F_1"
0.0615528949042836,"SG-TPD54_F_1"
0.226764847790613,"SG-TPD54_F_1"
0.0520302168476968,"SG-TPD54_F_1"
0.243044654309204,"SG-TPD54_F_1"
0.317992668724524,"SG-TPD54_F_1"
0.0102765544295673,"SG-TPD54_F_1"
0.0811164427997388,"SG-TPD54_F_1"
0.0767335123325146,"SG-TPD54_F_1"
0.095091410117432,"SG-TPD54_F_1"
0.376911961944983,"SG-TPD54_F_1"
0.044618219081451,"SG-TPD54_F_1"
0.0911129994402625,"SG-TPD54_F_1"
0.354937406365731,"SG-TPD54_F_1"
0.083324946037165,"SG-TPD54_F_1"
0.015269022783705,"SG-TPD54_F_1"
0.0255588215894063,"SG-TPD54_F_1"
0.219087911596077,"SG-TPD54_F_1"
0.0947470993854341,"SG-TPD54_F_1"
0.211207165046078,"SG-TPD54_F_1"
0.0691735938873194,"SG-TPD54_F_1"
0.153098569474848,"SG-TPD54_F_1"
0.0626931918859463,"SG-TPD54_F_1"
0.0150602013150071,"SG-TPD54_F_1"
0.0596890806527969,"SG-TPD54_F_1"
0.0768020168957753,"SG-TPD54_F_1"
0.0669173114818176,"SG-TPD54_F_1"
0.0313672183502066,"SG-TPD54_F_1"
0.0382734802663926,"SG-TPD54_F_1"
0.0505480441627197,"SG-TPD54_F_1"
0.0241236934802928,"SG-TPD54_F_1"
0.214901930587679,"SG-TPD54_F_1"
0.0350154097715803,"SG-TPD54_F_1"
0.0690719424809323,"SG-TPD54_F_1"
0.0377487652019096,"SG-TPD54_F_1"
0.0834418475692333,"SG-TPD54_F_1"
0.0418325089629264,"SG-TPD54_F_1"
0.0386459309561301,"SG-TPD54_F_1"
0.185022185897182,"SG-TPD54_F_1"
0.143757723328296,"SG-TPD54_F_1"
0.039285714987245,"SG-TPD54_F_1"
0.07857142997449,"SG-TPD54_F_1"
0.117857144961735,"SG-TPD54_F_1"
0.068025872573911,"SG-TPD54_F_1"
0.012284873027465,"SG-TPD54_F_1"
0.0732531976111898,"SG-TPD54_F_1"
0.0535114218119477,"SG-TPD54_F_1"
