ID,LENGTH,START,END,#SEG_NORM,#POS_NORM,#SEG_SUB,#POS_SUB,#SEG_CONF,#POS_CONF,#SEG_DIRECTED,#POS_DIRECTED
3,24,0,23,0,0,1,20,0,0,0,0
4,36,0,35,1,30,0,0,0,0,0,0
6,22,0,21,1,19,0,0,0,0,0,0
7,23,0,22,1,16,0,0,0,0,0,0
8,20,0,19,0,0,0,0,0,0,1,18
9,14,0,13,0,0,0,0,0,0,1,14
11,27,0,26,0,0,0,0,0,0,1,13
12,103,0,102,0,0,2,64,0,0,2,33
13,11,0,10,0,0,0,0,0,0,1,11
14,12,0,11,1,11,0,0,0,0,0,0
15,16,0,15,0,0,1,16,0,0,0,0
17,25,0,24,0,0,0,0,0,0,1,15
18,13,0,12,1,13,0,0,0,0,0,0
19,12,0,11,1,12,0,0,0,0,0,0
20,20,0,19,1,15,0,0,0,0,0,0
21,33,6,38,1,23,0,0,0,0,0,0
22,11,4,14,0,0,0,0,1,11,0,0
23,26,2,27,1,15,0,0,0,0,0,0
25,29,4,32,1,29,0,0,0,0,0,0
27,37,2,38,1,20,1,13,0,0,0,0
30,62,3,64,0,0,1,47,0,0,1,15
31,23,2,24,0,0,0,0,1,13,0,0
32,20,4,23,0,0,1,14,0,0,0,0
33,22,1,22,0,0,0,0,0,0,1,16
34,14,4,17,1,13,0,0,0,0,0,0
35,43,1,43,0,0,1,13,1,21,0,0
37,14,5,18,0,0,0,0,0,0,1,14
40,11,9,19,1,11,0,0,0,0,0,0
41,36,2,37,1,19,1,13,0,0,0,0
43,43,14,56,1,20,1,15,0,0,0,0
45,15,15,29,0,0,0,0,0,0,0,0
46,19,11,29,0,0,0,0,0,0,1,14
47,15,14,28,1,14,0,0,0,0,0,0
49,23,14,36,0,0,1,16,0,0,0,0
50,11,12,22,1,11,0,0,0,0,0,0
54,11,10,20,0,0,1,11,0,0,0,0
55,30,23,52,0,0,0,0,0,0,1,15
56,26,23,48,1,16,0,0,0,0,0,0
65,16,21,36,0,0,0,0,0,0,1,11
68,18,30,47,0,0,1,14,0,0,0,0
71,11,27,37,1,11,0,0,0,0,0,0
73,11,29,39,0,0,0,0,0,0,1,11
75,37,28,64,1,24,0,0,0,0,1,13
76,13,26,38,1,13,0,0,0,0,0,0
79,13,33,45,0,0,0,0,0,0,1,13
82,28,32,59,0,0,1,17,0,0,0,0
83,14,33,46,1,12,0,0,0,0,0,0
85,40,32,71,1,19,1,21,0,0,0,0
86,12,32,43,1,12,0,0,0,0,0,0
87,20,34,53,0,0,1,18,0,0,0,0
88,44,37,80,1,29,0,0,0,0,1,15
92,26,41,66,0,0,0,0,0,0,1,11
93,26,40,65,0,0,1,16,0,0,0,0
94,28,39,66,1,28,0,0,0,0,0,0
95,16,39,54,1,12,0,0,0,0,0,0
