PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) CONF. RADIUS,(FIT) A [CONF. SHAPE],(FIT) B (CONF SHAPE),(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
22,41,11,4,14,CONFINED,0.155,0.688,8.911,5.973E-3,5.411,2.509,2.234,0.627,0.026,0.184,0.340,2.507,0.046,-0.127,0.227,0.196,0.047,1.000,-0.096,0.638
31,56,13,2,14,CONFINED,0.091,98622.082,0.002,2.331E2,1.298,6.228,2.736,0.996,0.031,0.200,0.227,1.958,0.186,-0.140,0.215,1.133,0.023,0.385,0.065,0.579
35,70,21,23,43,CONFINED,0.049,0.239,0.580,6.93E-3,5.213,7.792,3.795,-0.227,0.004,0.070,0.048,1.971,6.928E-12,-0.250,0.009,0.667,0.026,-0.014,-0.042,0.795
128,186,11,58,68,CONFINED,0.120,0.018,0.052,7.539E-12,2.065,5.284,3.697,-0.227,9.183E-4,0.035,0.068,1.732,1.919E-12,-0.092,0.003,0.439,0.070,-0.364,-0.125,0.988
142,203,13,71,83,CONFINED,0.054,0.012,0.012,4.171E-11,5.231,7.757,2.959,0.993,0.004,0.068,0.057,2.184,0.080,-0.313,0.152,0.592,0.022,-0.222,-0.078,0.652
247,320,13,175,187,CONFINED,0.172,0.017,0.018,1.273E-11,7.225,1.843,3.194,0.998,3.986E-4,0.023,0.057,1.607,4.512E-11,-0.080,0.068,0.266,0.075,-0.222,-0.087,0.698
