Mean confindence,Drift x,Drift y,Omitted segments,Min. track length,Window size,Min. segment length,Resamplerate,Pixelsize,Framerate,Reduced conf. model,Remove global drift
0.618,2.394E-5,-0.001,5,10,10,10,1,0.040,17,false,false
