PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
2,2,23,15,37,NORM. DIFFUSION,4.104E-2,4.341,0.379,1.856,0.845,0.015,0.156,0.292,1.547,0.750,-0.022,0.196,0.082,0.029,0.600,0.827,0.595
3,5,29,2,30,NORM. DIFFUSION,2.704E-2,1.110,0.510,1.645,0.903,0.035,0.215,0.364,3.993,0.713,-0.033,0.364,0.224,0.029,0.371,0.644,0.602
4,7,18,14,31,NORM. DIFFUSION,1.01E-1,1.762,0.282,1.946,0.922,0.027,0.179,0.468,1.749,0.952,-0.314,0.047,0.037,0.040,0.787,0.937,0.646
7,9,14,0,13,NORM. DIFFUSION,1.094E-2,2.854,0.603,1.707,-0.227,0.085,0.346,0.418,1.590,0.428,-0.055,0.380,0.086,0.018,0.424,0.184,0.616
10,16,21,34,54,NORM. DIFFUSION,5.675E-3,6.785,1.194,1.947,0.876,8.658E-4,0.045,0.048,3.912,0.149,1.422,0.302,0.062,0.029,0.051,-0.015,0.561
13,22,20,21,40,NORM. DIFFUSION,2.767E-2,7.266,1.458,1.885,0.942,8.475E-4,0.034,0.036,2.476,1.045,-0.174,0.170,-0.115,0.030,0.568,0.877,0.616
15,31,17,79,95,NORM. DIFFUSION,2.662E-3,3.828,1.649,1.618,0.886,0.020,0.231,0.085,2.221,0.664,0.778,0.082,0.081,0.007,0.883,0.937,0.632
15,37,42,157,198,NORM. DIFFUSION,1.82E-3,3.816,1.649,1.710,0.210,0.011,0.151,0.083,4.042,0.326,0.256,0.543,0.992,0.020,0.554,0.365,0.526
15,39,28,200,227,NORM. DIFFUSION,9.153E-4,3.843,1.654,1.820,0.962,0.021,0.227,0.076,2.973,0.407,0.200,0.113,0.197,0.012,0.548,0.470,0.518
15,41,10,254,263,NORM. DIFFUSION,4.533E-3,3.900,1.556,1.840,0.925,0.026,0.199,0.169,1.512,0.482,0.512,0.369,0.035,0.014,0.347,0.579,0.598
16,43,29,0,28,NORM. DIFFUSION,1.35E-2,1.436,1.684,1.911,0.819,0.006,0.092,0.156,2.199,0.283,0.851,0.333,0.054,0.031,0.152,0.081,0.611
20,57,12,63,74,NORM. DIFFUSION,2.33E-11,2.770,2.017,1.478,0.195,0.046,0.286,0.138,3.918,9.876E-14,-0.185,0.265,-0.018,0.006,-0.105,-0.105,0.415
21,58,43,0,42,NORM. DIFFUSION,2.38E-2,4.674,2.407,1.475,0.306,0.066,0.292,0.324,1.702,0.945,-0.203,0.597,0.118,0.025,0.926,0.952,0.595
21,60,18,56,73,NORM. DIFFUSION,1.962E-2,4.802,3.118,1.996,0.928,0.032,0.213,0.253,1.913,0.849,0.106,0.129,0.003,0.030,0.767,0.914,0.648
24,69,19,13,31,NORM. DIFFUSION,1.956E-2,3.811,2.672,1.774,0.944,0.063,0.283,0.372,1.627,0.799,-0.193,0.137,0.025,0.029,0.859,0.911,0.588
25,72,27,13,39,NORM. DIFFUSION,9.873E-3,2.436,2.945,1.845,0.686,0.019,0.158,0.148,2.923,0.791,-0.233,0.305,0.114,0.015,0.891,0.934,0.620
27,80,15,3,17,NORM. DIFFUSION,3.722E-3,6.739,2.952,1.510,0.851,0.079,0.410,0.392,4.485,0.084,3.131,0.226,0.174,0.013,0.021,-0.060,0.623
29,86,21,0,20,NORM. DIFFUSION,8.78E-2,0.613,3.337,1.610,0.880,0.033,0.212,0.462,3.192,0.971,0.300,0.294,0.045,0.038,0.966,0.978,0.677
31,89,15,0,14,NORM. DIFFUSION,2.813E-3,5.037,3.597,1.995,0.877,0.005,0.094,0.109,1.930,0.116,0.277,0.262,2.050,0.037,0.005,-0.036,0.494
34,96,14,0,13,NORM. DIFFUSION,2.453E-2,5.849,4.483,1.625,0.849,0.063,0.344,0.596,1.330,0.516,0.986,0.445,0.306,0.040,0.563,0.772,0.599
35,98,22,6,27,NORM. DIFFUSION,1.437E-2,4.909,4.602,2.130,0.996,0.003,0.070,0.102,2.696,0.388,0.543,0.051,0.717,0.033,0.422,0.365,0.620
36,102,10,7,16,NORM. DIFFUSION,7.218E-2,7.532,4.620,1.814,0.953,0.045,0.280,0.534,2.388,0.910,0.575,0.148,-0.048,0.069,0.996,0.999,0.635
38,111,45,0,44,NORM. DIFFUSION,2.318E-3,2.014,5.534,2.119,0.986,0.002,0.069,0.056,2.376,0.339,1.426,0.025,0.266,0.017,0.295,0.451,0.560
39,113,19,2,20,NORM. DIFFUSION,2.271E-2,5.251,5.787,1.855,0.987,0.013,0.148,0.239,2.453,0.620,0.128,0.048,0.160,0.031,0.305,0.579,0.642
41,123,14,4,17,NORM. DIFFUSION,4.581E-2,4.043,5.660,1.847,0.780,0.046,0.257,0.680,1.990,0.438,0.209,0.364,1.808,0.058,0.145,0.243,0.578
44,128,30,5,34,NORM. DIFFUSION,2.08E-2,1.564,6.513,1.509,0.792,0.063,0.297,0.305,1.562,0.961,0.242,0.321,-0.045,0.010,0.843,0.894,0.602
44,131,18,51,68,NORM. DIFFUSION,7.24E-3,1.756,6.909,1.808,0.456,0.026,0.199,0.215,1.459,0.422,0.242,0.558,0.305,0.035,0.830,0.746,0.548
45,133,19,0,18,NORM. DIFFUSION,1.683E-2,2.455,6.707,2.021,0.949,0.000,0.000,0.000,1.364,0.677,0.422,0.220,-0.031,0.024,0.607,0.668,0.563
47,138,13,4,16,NORM. DIFFUSION,5.334E-3,1.858,6.732,2.005,0.969,0.012,0.144,0.127,3.081,0.431,0.157,0.010,0.661,0.018,0.114,0.211,0.610
48,143,11,15,25,NORM. DIFFUSION,1.907E-11,3.484,6.775,1.684,-0.227,0.030,0.198,0.340,1.849,6.692E-12,-0.399,0.466,0.017,0.042,-0.125,-0.125,0.574
58,166,13,0,12,NORM. DIFFUSION,6.8E-3,1.625,7.698,1.650,0.697,0.055,0.309,0.283,1.942,0.486,0.953,0.401,0.124,0.018,0.858,0.892,0.548
59,167,25,1,25,NORM. DIFFUSION,3.344E-2,4.454,7.902,1.861,0.997,0.003,0.070,0.085,4.395,0.853,0.952,0.222,0.279,0.030,0.555,0.762,0.534
60,169,27,2,28,NORM. DIFFUSION,5.57E-4,4.982,7.957,1.856,0.769,0.005,0.089,0.052,2.147,0.177,0.354,0.425,0.679,0.012,0.057,0.138,0.597
63,178,22,6,27,NORM. DIFFUSION,8.687E-2,4.722,3.773,1.579,0.280,0.036,0.236,0.493,1.265,0.820,0.327,0.448,0.096,0.053,0.762,0.847,0.553
69,188,24,19,42,NORM. DIFFUSION,1.272E-2,2.200,0.848,1.986,0.361,3.133E-4,0.021,0.030,2.588,0.583,0.312,0.477,0.014,0.020,0.333,0.603,0.636
70,192,14,12,25,NORM. DIFFUSION,3.084E-2,3.006,2.989,1.639,0.810,0.065,0.365,0.418,1.126,0.908,0.546,0.404,0.011,0.020,0.673,0.858,0.594
74,201,17,28,44,NORM. DIFFUSION,3.468E-2,2.209,1.598,2.204,0.292,0.005,0.084,0.190,1.980,0.496,0.105,0.289,0.268,0.048,0.688,0.761,0.568
74,204,18,52,69,NORM. DIFFUSION,5.435E-2,2.218,1.747,1.416,0.732,0.017,0.176,0.268,1.798,0.970,1.444,0.529,0.205,0.042,0.705,0.863,0.614
76,208,17,11,27,NORM. DIFFUSION,1.024E-2,6.320,4.040,1.891,0.596,0.018,0.186,0.175,1.325,0.632,1.648,0.512,0.316,0.019,0.329,0.615,0.533
80,219,11,10,20,NORM. DIFFUSION,1.012E-1,6.469,0.662,1.824,0.970,0.051,0.291,0.561,1.653,1.117,-0.064,0.032,0.065,0.047,0.995,0.998,0.754
82,224,11,13,23,NORM. DIFFUSION,1.015E-1,0.931,2.164,1.578,0.982,0.075,0.357,0.680,1.579,1.191,-0.166,0.255,0.121,0.031,0.885,0.941,0.784
83,227,16,18,33,NORM. DIFFUSION,2.256E-2,2.522,6.870,1.941,0.911,0.024,0.188,0.231,2.618,0.805,0.029,0.003,0.034,0.022,0.957,0.969,0.626
86,232,13,15,27,NORM. DIFFUSION,3.033E-2,7.698,0.855,1.929,0.931,0.032,0.230,0.305,4.017,0.877,0.628,0.012,0.279,0.038,0.910,0.967,0.560
89,237,25,31,55,NORM. DIFFUSION,4.972E-2,4.718,5.720,1.703,0.754,0.003,0.071,0.120,1.714,0.892,0.098,0.117,-0.044,0.021,0.696,0.825,0.620
95,249,10,30,39,NORM. DIFFUSION,1.521E-1,6.728,2.916,1.426,0.898,0.072,0.373,0.884,2.246,1.060,0.487,0.420,1.900,0.075,0.987,0.991,0.518
97,251,14,29,42,NORM. DIFFUSION,5.656E-2,0.160,1.746,2.146,0.998,0.015,0.140,0.262,2.267,1.000,-0.083,0.206,0.944,0.031,0.521,0.783,0.683
