PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,(FIT) Velocity,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
89,236,14,17,30,DIRECTED/ACTIVE,6.192E-2,1.407,5.106,5.934,1.194,0.392,0.212,0.557,1.265,1.227,1.272,-0.093,0.632,-0.115,0.061,0.982,0.985,0.722
104,261,11,23,33,DIRECTED/ACTIVE,3.672E-2,1.009,0.422,3.378,1.330,0.955,0.086,0.479,0.577,1.693,1.359,1.248,0.425,-1.388E-16,0.033,1.000,1.000,0.544
106,262,11,24,34,DIRECTED/ACTIVE,4.284E-2,0.527,7.298,6.662,1.368,0.763,0.165,0.516,0.760,1.743,1.164,0.290,0.543,-0.030,0.013,1.000,0.999,0.563
124,296,12,34,45,DIRECTED/ACTIVE,7.273E-2,0.965,6.697,6.923,1.346,0.199,0.137,0.492,1.064,1.174,0.976,0.241,0.611,-0.090,0.038,0.830,0.851,0.615
130,306,11,33,43,DIRECTED/ACTIVE,3.423E-2,1.673E-6,0.724,1.138,1.553,-0.033,0.051,0.315,0.435,1.817,0.852,0.833,0.568,0.012,0.025,-105.708,0.548,0.566
133,313,13,33,45,DIRECTED/ACTIVE,3.525E-2,0.351,0.283,7.452,1.451,0.288,0.092,0.407,0.558,1.439,0.833,0.401,0.326,-0.027,0.049,0.843,0.885,0.586
142,334,12,36,47,DIRECTED/ACTIVE,5.388E-2,0.482,3.480,0.257,1.171,0.778,0.167,0.705,0.829,1.676,0.851,1.559,0.631,-0.018,0.033,0.997,0.807,0.518
151,348,16,39,54,DIRECTED/ACTIVE,1.102E-1,1.155,0.245,3.397,1.266,0.683,0.094,0.406,0.911,1.625,1.299,0.247,0.416,-0.072,0.064,0.997,0.999,0.603
152,355,13,40,52,DIRECTED/ACTIVE,7.729E-2,1.046,3.751,5.197,1.326,0.374,0.137,0.488,1.075,1.448,0.982,1.966,0.508,-0.078,0.043,0.919,0.933,0.605
165,376,19,49,67,DIRECTED/ACTIVE,5.976E-2,1.214,1.531,1.992,1.290,0.783,0.130,0.502,0.845,4.779,1.425,0.690,0.121,-0.107,0.043,0.998,0.996,0.577
172,398,12,131,142,DIRECTED/ACTIVE,2.028E-2,7.810E-6,0.103,4.910,1.521,0.831,0.083,0.440,0.376,0.946,0.903,2.477,0.597,0.196,0.018,0.970,0.987,0.554
180,404,13,52,64,DIRECTED/ACTIVE,2.448E-2,0.527,7.815,6.191,1.185,0.552,0.176,0.562,0.613,1.416,1.317,0.006,0.616,-0.107,0.022,1.000,0.986,0.636
185,410,13,56,68,DIRECTED/ACTIVE,1.881E-2,0.351,2.163,1.692,1.279,0.572,0.135,0.455,0.457,1.337,1.132,0.759,0.608,-0.119,0.020,0.999,0.999,0.641
185,412,12,81,92,DIRECTED/ACTIVE,9.227E-2,3.008E-5,2.523,1.430,1.231,0.358,0.132,0.466,0.997,1.682,1.153,0.625,0.558,-0.061,0.039,0.977,0.885,0.645
188,415,11,57,67,DIRECTED/ACTIVE,6.891E-2,1.595E-5,4.789,4.447,1.422,0.773,0.114,0.459,0.775,1.244,0.998,0.773,0.196,-0.011,0.026,0.996,0.997,0.634
209,439,11,65,75,DIRECTED/ACTIVE,6.188E-2,1.522E-5,1.331,1.749,1.513,0.435,0.080,0.372,0.683,1.728,0.844,1.181,0.293,0.011,0.028,-0.618,0.830,0.582
214,441,14,63,76,DIRECTED/ACTIVE,5.769E-2,0.974,1.109,1.029,1.381,0.800,0.128,0.447,0.812,1.110,1.299,0.599,0.321,-0.086,0.031,1.000,1.000,0.612
217,448,12,64,75,DIRECTED/ACTIVE,1.926E-1,4.075E-5,6.950,1.223,1.414,0.844,0.045,0.286,0.792,2.445,1.329,0.303,0.518,-0.040,0.056,0.979,0.906,0.714
233,470,14,93,106,DIRECTED/ACTIVE,3.232E-2,2.201E-6,5.183,5.694,1.335,-0.099,0.101,0.388,0.610,1.402,0.600,0.174,0.479,0.005,0.016,-0.351,0.764,0.616
241,480,21,91,111,DIRECTED/ACTIVE,6.573E-2,0.807,0.419,4.488,1.602,0.427,0.050,0.258,0.625,1.361,0.928,0.054,0.248,-0.041,0.035,0.906,0.911,0.615
253,500,12,86,97,DIRECTED/ACTIVE,3.693E-2,4.160E-6,2.527,5.140,1.555,0.767,0.008,0.129,0.185,4.045,1.259E-9,0.636,0.597,0.132,0.035,-2.237,-0.105,0.590
265,516,11,92,102,DIRECTED/ACTIVE,7.933E-2,1.667E-6,2.815,0.353,1.259,0.340,0.246,0.620,1.294,1.458,1.074,0.003,0.474,-0.062,0.018,0.768,0.889,0.816
280,541,12,100,111,DIRECTED/ACTIVE,9.508E-2,8.447E-7,5.053,0.913,1.431,0.770,0.069,0.322,0.705,1.553,0.831,-0.118,0.497,0.048,0.046,0.950,0.936,0.642
285,550,13,102,114,DIRECTED/ACTIVE,7.503E-2,1.947,0.231,2.108,1.179,0.575,0.361,0.686,1.869,2.212,1.528,-0.213,0.595,-0.072,0.090,1.000,0.999,0.671
286,552,16,105,120,DIRECTED/ACTIVE,8.185E-2,0.826,4.397,3.433,1.339,0.729,0.108,0.391,0.821,1.189,1.248,0.249,0.558,-0.069,0.055,0.986,0.994,0.576
298,575,12,113,124,DIRECTED/ACTIVE,3.674E-2,0.377,1.907,2.000,1.421,0.730,0.118,0.415,0.583,1.432,1.261,0.380,0.375,-0.026,0.027,1.000,0.960,0.621
310,599,13,118,130,DIRECTED/ACTIVE,5.213E-2,6.118E-6,0.757,2.443,1.241,0.392,0.135,0.475,0.762,2.279,0.916,0.046,0.457,-0.047,0.040,0.977,0.991,0.639
312,601,13,119,131,DIRECTED/ACTIVE,1.142E-1,0.465,5.382,5.828,1.517,0.556,0.089,0.378,0.938,1.351,0.894,0.546,0.355,0.051,0.033,0.940,0.964,0.611
315,604,11,119,129,DIRECTED/ACTIVE,3.4E-2,2.395,3.778,6.415,1.209,0.958,0.131,0.571,1.075,3.901,1.637,0.640,0.626,-0.071,0.071,1.000,0.993,0.574
320,622,17,149,165,DIRECTED/ACTIVE,6.36E-2,1.776,0.567,0.256,1.319,0.580,0.152,0.477,1.217,1.495,1.392,0.122,0.300,-0.096,0.044,0.990,0.987,0.636
322,629,19,127,145,DIRECTED/ACTIVE,6.32E-2,0.387,3.884,4.533,1.324,0.742,0.060,0.322,0.514,1.310,1.029,1.247,0.485,-0.047,0.035,0.960,0.965,0.555
325,637,12,125,136,DIRECTED/ACTIVE,4.127E-2,0.860,3.050,5.833,1.589,0.550,0.027,0.205,0.360,1.170,1.064,0.283,0.480,0.012,0.028,0.887,0.902,0.581
337,666,13,130,142,DIRECTED/ACTIVE,4.216E-2,0.745,5.357,7.462,1.404,0.923,0.073,0.384,0.507,0.979,1.295,0.646,0.493,0.050,0.037,0.996,0.999,0.587
349,683,10,162,171,DIRECTED/ACTIVE,3.957E-2,0.432,2.072,0.332,1.475,0.831,0.121,0.431,0.623,0.985,0.975,0.003,0.446,-0.104,0.046,1.000,0.989,0.612
352,690,11,159,169,DIRECTED/ACTIVE,1.088E-2,0.745,4.931,2.618,1.114,0.824,0.234,0.779,0.577,1.528,1.367,0.565,0.635,-0.078,0.018,1.000,0.989,0.604
360,707,19,170,188,DIRECTED/ACTIVE,3.332E-2,0.512,1.189,3.478,1.647,0.863,0.006,0.097,0.119,1.224,1.246,0.350,0.519,-0.063,0.032,0.969,0.983,0.585
367,717,13,148,160,DIRECTED/ACTIVE,1.554E-1,1.633,6.582,7.052,1.192,0.537,0.334,0.671,2.150,1.326,1.421,0.038,0.478,-0.129,0.080,0.999,0.994,0.630
368,720,11,183,193,DIRECTED/ACTIVE,1.387E-1,1.693,7.255,6.225,1.254,0.715,0.171,0.517,1.521,1.263,1.319,0.229,0.501,-0.039,0.063,1.000,1.000,0.697
386,757,16,168,183,DIRECTED/ACTIVE,7.054E-2,1.576,5.253,4.638,1.286,0.478,0.181,0.548,1.269,1.361,1.327,0.227,0.307,-0.069,0.027,0.979,0.972,0.619
391,760,13,161,173,DIRECTED/ACTIVE,5.043E-2,1.110,6.717,3.194,1.300,0.772,0.117,0.426,0.760,1.968,1.279,-0.029,0.397,-0.113,0.047,0.999,0.983,0.624
397,769,12,171,182,DIRECTED/ACTIVE,3.14E-2,0.763,6.447,0.440,1.376,0.548,0.145,0.519,0.721,1.538,0.853,0.323,0.508,-0.035,0.042,0.928,0.831,0.635
404,781,16,166,181,DIRECTED/ACTIVE,5.354E-2,1.885,3.748,3.515,1.364,0.798,0.134,0.436,1.096,1.359,1.287,0.154,0.356,-0.014,0.062,0.966,0.943,0.596
419,805,12,179,190,DIRECTED/ACTIVE,1.048E-1,5.699E-6,0.270,7.520,1.321,0.658,0.093,0.386,0.865,1.866,0.892,0.405,0.501,-0.074,0.041,0.961,0.982,0.691
423,809,14,180,193,DIRECTED/ACTIVE,3.635E-2,1.700,6.640,5.851,1.368,0.414,0.162,0.469,1.127,1.431,1.262,0.252,0.301,-0.082,0.050,0.926,0.931,0.753
423,811,10,246,255,DIRECTED/ACTIVE,1.474E-1,8.112E-6,6.300,5.980,1.357,0.133,0.186,0.497,1.635,1.552,0.837,-0.376,0.618,0.231,0.074,-2.522,0.798,0.655
444,836,11,254,264,DIRECTED/ACTIVE,9.747E-2,1.933E-5,5.051,4.985,1.321,0.541,0.127,0.498,1.022,1.455,1.072,0.946,0.498,-0.026,0.037,0.839,0.909,0.584
465,862,14,202,215,DIRECTED/ACTIVE,3.881E-2,1.091,1.309,7.586,1.249,0.490,0.112,0.460,0.740,2.028,1.200,0.528,0.544,-0.119,0.037,0.961,0.969,0.659
469,880,14,223,236,DIRECTED/ACTIVE,7.616E-2,1.419,3.951,4.334,1.185,0.276,0.215,0.574,1.408,2.423,1.276,-0.047,0.519,-6.617E-4,0.094,0.956,0.955,0.692
483,901,12,216,227,DIRECTED/ACTIVE,8.086E-2,1.580,1.973,1.470,1.328,0.454,0.105,0.406,1.064,2.046,0.533,0.581,0.157,0.001,0.061,0.929,0.204,0.628
496,921,11,220,230,DIRECTED/ACTIVE,1.142E-1,0.003,2.811,4.865,1.315,0.752,0.157,0.576,1.158,2.828,1.058,0.956,0.486,-0.040,0.022,1.000,0.997,0.468
497,922,12,219,230,DIRECTED/ACTIVE,4.442E-2,1.071,7.077,6.003,1.326,0.708,0.141,0.494,0.841,1.616,1.085,0.793,0.465,-0.075,0.039,0.986,0.938,0.653
498,929,23,233,255,DIRECTED/ACTIVE,4.001E-2,0.881,6.607,5.574,1.456,0.600,0.040,0.251,0.439,1.608,1.079,0.330,0.477,-0.038,0.026,0.967,0.941,0.647
503,934,13,225,237,DIRECTED/ACTIVE,9.055E-2,0.430,5.348,6.243,1.389,0.782,0.114,0.466,0.882,1.120,1.115,1.240,0.397,-0.046,0.047,1.000,0.994,0.578
507,939,11,227,237,DIRECTED/ACTIVE,3.445E-2,4.768E-6,6.964,3.171,1.518,-0.227,0.069,0.376,0.518,3.408,0.301,0.584,0.399,0.247,0.047,0.000,0.483,0.504
513,944,17,233,249,DIRECTED/ACTIVE,5.245E-2,8.825E-6,1.405,7.553,1.300,0.835,0.080,0.416,0.496,1.648,1.185,1.846,0.601,-0.050,0.017,0.944,0.981,0.625
515,949,11,233,243,DIRECTED/ACTIVE,9.656E-2,0.912,6.182,0.742,1.565,0.889,0.033,0.221,0.518,1.684,0.960,0.095,0.395,0.642,0.020,1.000,0.963,0.580
524,961,13,236,248,DIRECTED/ACTIVE,7.574E-2,2.272E-6,0.646,3.843,1.396,0.600,0.159,0.468,1.022,1.324,0.839,-0.088,0.309,-0.105,0.033,0.768,0.965,0.648
528,973,16,245,260,DIRECTED/ACTIVE,8.3E-2,1.414,7.275,6.913,1.279,0.636,0.176,0.527,1.227,1.175,1.328,0.088,0.527,-0.078,0.066,0.998,0.998,0.593
534,990,16,249,264,DIRECTED/ACTIVE,3.566E-2,0.299,0.450,7.335,1.326,0.277,0.170,0.514,0.717,1.719,1.028,0.867,0.447,-0.033,0.019,0.963,0.956,0.674
536,999,16,247,262,DIRECTED/ACTIVE,5.689E-2,1.476,1.683,0.265,1.316,0.789,0.089,0.408,0.780,1.045,1.427,0.482,0.498,-0.094,0.058,0.999,0.997,0.645
547,1006,15,253,267,DIRECTED/ACTIVE,1.522E-1,1.191,0.493,2.000,1.366,0.511,0.081,0.349,1.099,1.432,0.902,0.043,0.534,0.146,0.072,0.965,0.921,0.622
559,1034,14,255,268,DIRECTED/ACTIVE,6.269E-2,9.596E-6,3.686,6.377,1.368,0.225,0.068,0.321,0.632,1.468,0.846,-0.141,0.570,-0.075,0.031,0.815,0.902,0.651
571,1057,12,259,270,DIRECTED/ACTIVE,3.494E-2,1.377E-6,6.787,4.980,1.402,0.580,0.108,0.416,0.553,1.376,1.079,0.515,0.502,0.013,0.015,0.982,0.927,0.624
578,1074,11,258,268,DIRECTED/ACTIVE,8.477E-2,2.900E-6,6.109,7.705,1.459,0.658,0.068,0.320,0.680,2.068,0.967,0.043,0.525,0.006,0.039,0.960,0.984,0.546
583,1082,16,275,290,DIRECTED/ACTIVE,1.228E-1,4.228E-6,6.647,5.202,1.318,0.583,0.042,0.264,0.608,1.991,1.027,0.297,0.429,-0.015,0.051,0.964,0.992,0.592
601,1114,11,271,281,DIRECTED/ACTIVE,2.969E-2,2.175E-6,2.556,6.665,1.623,0.627,0.063,0.330,0.414,1.150,0.649,0.123,0.247,0.047,0.026,0.276,0.981,0.582
615,1136,14,279,292,DIRECTED/ACTIVE,5.634E-2,0.886,0.846,2.846,1.330,0.841,0.081,0.430,0.638,1.008,1.155,1.763,0.619,-0.002,0.037,1.000,0.989,0.571
