 ,Time(s)
1,0.027
2,1.028
3,2.027
4,2.359
5,3.360
6,4.361
7,5.360
8,6.360
9,7.359
10,8.359
11,9.359
12,10.360
13,11.360
14,12.360
15,13.360
16,14.360
17,15.360
18,16.359
19,17.360
20,18.360
21,19.360
22,20.360
23,21.360
24,22.359
25,23.360
26,24.359
27,25.360
28,26.360
29,27.360
30,28.360
31,29.360
32,30.359
33,31.359
34,32.360
35,33.360
36,34.359
37,35.359
38,36.359
39,37.360
40,38.359
41,39.360
42,40.359
43,41.360
44,42.360
45,43.359
46,44.360
47,45.360
48,46.359
49,47.359
50,48.360
51,49.359
52,50.359
53,51.360
54,52.359
55,53.359
56,54.359
57,55.360
58,56.359
59,57.359
60,58.359
61,59.359
62,60.359
63,61.359
64,62.359
