 ,Time(s)
1,0.024
2,1.024
3,2.025
4,2.357
5,3.358
6,4.358
7,5.358
8,6.358
9,7.358
10,8.357
11,9.358
12,10.358
13,11.358
14,12.358
15,13.358
16,14.358
17,15.358
18,16.358
19,17.358
20,18.357
21,19.358
22,20.358
23,21.358
24,22.358
25,23.358
26,24.358
27,25.358
28,26.357
29,27.358
30,28.358
31,29.358
32,30.358
33,31.358
34,32.358
35,33.357
36,34.357
37,35.358
38,36.358
39,37.358
40,38.358
41,39.358
42,40.358
43,41.358
44,42.358
45,43.358
46,44.358
47,45.358
48,46.358
49,47.358
50,48.357
51,49.358
52,50.358
53,51.358
54,52.358
55,53.358
56,54.358
57,55.357
58,56.358
59,57.358
60,58.357
61,59.358
62,60.357
63,61.357
64,62.357
