 ,Time(s)
1,0.047
2,1.048
3,2.047
4,2.319
5,3.321
6,4.321
7,5.320
8,6.321
9,7.320
10,8.319
11,9.321
12,10.321
13,11.319
14,12.321
15,13.320
16,14.320
17,15.321
18,16.321
19,17.321
20,18.320
21,19.321
22,20.320
23,21.319
24,22.320
25,23.321
26,24.320
27,25.320
28,26.320
29,27.319
30,28.320
31,29.320
32,30.320
33,31.320
34,32.319
35,33.320
36,34.320
37,35.320
38,36.320
39,37.320
40,38.320
41,39.319
42,40.320
43,41.320
44,42.320
45,43.320
46,44.320
47,45.320
48,46.320
49,47.320
50,48.320
51,49.319
52,50.320
53,51.320
54,52.320
55,53.320
56,54.320
57,55.319
58,56.320
59,57.319
60,58.320
61,59.320
62,60.320
63,61.320
64,62.320
