 ,Time(s)
1,0.042
2,1.043
3,2.042
4,2.315
5,3.317
6,4.316
7,5.316
8,6.317
9,7.316
10,8.316
11,9.316
12,10.317
13,11.316
14,12.317
15,13.317
16,14.316
17,15.316
18,16.315
19,17.317
20,18.317
21,19.317
22,20.316
23,21.317
24,22.316
25,23.316
26,24.316
27,25.315
28,26.316
29,27.316
30,28.316
31,29.316
32,30.316
33,31.315
34,32.316
35,33.316
36,34.316
37,35.316
38,36.316
39,37.316
40,38.316
41,39.316
42,40.315
43,41.316
44,42.316
45,43.316
46,44.315
47,45.315
48,46.316
49,47.315
50,48.316
51,49.315
52,50.316
53,51.316
54,52.316
55,53.316
56,54.316
57,55.315
58,56.316
59,57.316
60,58.316
61,59.316
62,60.315
63,61.316
64,62.315
