 ,Time(s)
1,0.051
2,1.051
3,2.051
4,2.325
5,3.325
6,4.325
7,5.326
8,6.326
9,7.325
10,8.326
11,9.325
12,10.325
13,11.325
14,12.325
15,13.326
16,14.325
17,15.324
18,16.324
19,17.325
20,18.325
21,19.325
22,20.326
23,21.326
24,22.325
25,23.325
26,24.325
27,25.325
28,26.325
29,27.325
30,28.325
31,29.325
32,30.325
33,31.325
34,32.325
35,33.325
36,34.325
37,35.325
38,36.324
39,37.325
40,38.325
41,39.324
42,40.325
43,41.325
44,42.325
45,43.325
46,44.324
47,45.325
48,46.325
49,47.325
50,48.324
51,49.324
52,50.324
53,51.325
54,52.325
55,53.325
56,54.325
57,55.325
58,56.325
59,57.324
60,58.324
61,59.325
62,60.325
63,61.325
64,62.325
