 ,Time(s)
1,0.020
2,1.021
3,2.021
4,2.333
5,3.334
6,4.334
7,5.335
8,6.334
9,7.333
10,8.334
11,9.334
12,10.334
13,11.335
14,12.335
15,13.334
16,14.334
17,15.334
18,16.334
19,17.334
20,18.334
21,19.334
22,20.334
23,21.334
24,22.334
25,23.334
26,24.334
27,25.334
28,26.334
29,27.334
30,28.334
31,29.335
32,30.334
33,31.334
34,32.334
35,33.333
36,34.334
37,35.334
38,36.333
39,37.334
40,38.333
41,39.334
42,40.334
43,41.334
44,42.334
45,43.334
46,44.334
47,45.334
48,46.334
49,47.333
50,48.334
51,49.334
52,50.334
53,51.334
54,52.333
55,53.334
56,54.334
57,55.334
58,56.334
59,57.334
60,58.334
61,59.334
62,60.334
63,61.334
64,62.333
