 ,Time(s)
1,0.024
2,1.024
3,2.025
4,2.298
5,3.299
6,4.299
7,5.298
8,6.299
9,7.299
10,8.298
11,9.299
12,10.299
13,11.299
14,12.299
15,13.299
16,14.299
17,15.298
18,16.299
19,17.298
20,18.298
21,19.299
22,20.299
23,21.298
24,22.298
25,23.298
26,24.299
27,25.299
28,26.299
29,27.298
30,28.298
31,29.299
32,30.298
33,31.297
34,32.299
35,33.299
36,34.299
37,35.298
38,36.299
39,37.299
40,38.298
41,39.299
42,40.298
43,41.298
44,42.299
45,43.299
46,44.298
47,45.299
48,46.297
49,47.299
50,48.299
51,49.299
52,50.299
53,51.299
54,52.298
55,53.299
56,54.298
57,55.299
58,56.298
59,57.299
60,58.299
61,59.298
62,60.298
63,61.298
64,62.298
