 ,Time(s)
1,0.045
2,1.046
3,2.047
4,2.323
5,3.323
6,4.323
7,5.324
8,6.324
9,7.323
10,8.324
11,9.323
12,10.323
13,11.324
14,12.324
15,13.323
16,14.323
17,15.324
18,16.323
19,17.323
20,18.324
21,19.324
22,20.323
23,21.324
24,22.324
25,23.324
26,24.323
27,25.323
28,26.323
29,27.324
30,28.324
31,29.323
32,30.323
33,31.323
34,32.322
35,33.323
36,34.323
37,35.323
38,36.323
39,37.323
40,38.324
41,39.323
42,40.324
43,41.324
44,42.323
45,43.323
46,44.324
47,45.324
48,46.323
49,47.322
50,48.323
51,49.323
52,50.323
53,51.324
54,52.324
55,53.324
56,54.323
57,55.324
58,56.323
59,57.323
60,58.323
61,59.323
62,60.323
63,61.324
64,62.322
