 ,Time(s)
1,0.031
2,1.031
3,2.031
4,2.305
5,3.306
6,4.306
7,5.305
8,6.305
9,7.306
10,8.306
11,9.306
12,10.305
13,11.306
14,12.306
15,13.305
16,14.305
17,15.306
18,16.306
19,17.305
20,18.306
21,19.306
22,20.305
23,21.306
24,22.306
25,23.306
26,24.306
27,25.305
28,26.305
29,27.306
30,28.306
31,29.305
32,30.305
33,31.305
34,32.305
35,33.306
36,34.306
37,35.305
38,36.306
39,37.305
40,38.305
41,39.305
42,40.306
43,41.306
44,42.306
45,43.305
46,44.305
47,45.305
48,46.305
49,47.306
50,48.306
51,49.306
52,50.305
53,51.306
54,52.305
55,53.306
56,54.305
57,55.305
58,56.305
59,57.306
60,58.306
61,59.306
62,60.305
63,61.306
64,62.306
