 ,Time(s)
1,0.061
2,1.061
3,2.061
4,2.334
5,3.335
6,4.335
7,5.335
8,6.335
9,7.336
10,8.335
11,9.335
12,10.335
13,11.335
14,12.335
15,13.335
16,14.335
17,15.335
18,16.335
19,17.335
20,18.336
21,19.335
22,20.335
23,21.334
24,22.335
25,23.335
26,24.334
27,25.335
28,26.335
29,27.335
30,28.335
31,29.335
32,30.335
33,31.335
34,32.335
35,33.335
36,34.335
37,35.335
38,36.335
39,37.335
40,38.335
41,39.335
42,40.335
43,41.334
44,42.335
45,43.335
46,44.335
47,45.334
48,46.335
49,47.335
50,48.334
51,49.334
52,50.335
53,51.335
54,52.335
55,53.335
56,54.334
57,55.335
58,56.335
59,57.335
60,58.334
61,59.335
62,60.334
63,61.334
64,62.334
