 ,Time(s)
1,0.060
2,1.060
3,2.060
4,2.334
5,3.335
6,4.335
7,5.335
8,6.335
9,7.334
10,8.335
11,9.334
12,10.334
13,11.334
14,12.334
15,13.334
16,14.335
17,15.334
18,16.335
19,17.335
20,18.334
21,19.334
22,20.334
23,21.334
24,22.334
25,23.334
26,24.334
27,25.333
28,26.335
29,27.335
30,28.334
31,29.335
32,30.333
33,31.334
34,32.334
35,33.334
36,34.333
37,35.333
38,36.333
39,37.334
40,38.334
41,39.333
42,40.333
43,41.333
44,42.334
45,43.334
46,44.334
47,45.334
48,46.334
49,47.333
50,48.334
51,49.334
52,50.334
53,51.334
54,52.334
55,53.333
56,54.334
57,55.334
58,56.334
59,57.333
60,58.334
61,59.334
62,60.334
63,61.334
64,62.334
