 ,Time(s)
1,0.028
2,1.028
3,2.029
4,2.302
5,3.303
6,4.303
7,5.303
8,6.303
9,7.302
10,8.303
11,9.303
12,10.302
13,11.303
14,12.302
15,13.303
16,14.302
17,15.303
18,16.302
19,17.302
20,18.303
21,19.303
22,20.302
23,21.302
24,22.302
25,23.303
26,24.303
27,25.302
28,26.303
29,27.302
30,28.303
31,29.303
32,30.302
33,31.302
34,32.303
35,33.302
36,34.303
37,35.303
38,36.303
39,37.302
40,38.302
41,39.303
42,40.303
43,41.302
44,42.302
45,43.302
46,44.302
47,45.303
48,46.302
49,47.302
50,48.302
51,49.302
52,50.302
53,51.302
54,52.302
55,53.303
56,54.302
57,55.302
58,56.301
59,57.303
60,58.302
61,59.302
62,60.302
63,61.302
64,62.302
