 ,Time(s)
1,0.053
2,1.053
3,2.054
4,2.327
5,3.328
6,4.328
7,5.328
8,6.328
9,7.328
10,8.328
11,9.329
12,10.328
13,11.328
14,12.328
15,13.328
16,14.328
17,15.328
18,16.327
19,17.328
20,18.328
21,19.329
22,20.328
23,21.328
24,22.328
25,23.328
26,24.328
27,25.327
28,26.328
29,27.327
30,28.328
31,29.328
32,30.328
33,31.328
34,32.327
35,33.327
36,34.327
37,35.328
38,36.328
39,37.328
40,38.328
41,39.327
42,40.328
43,41.327
44,42.327
45,43.327
46,44.327
47,45.327
48,46.327
49,47.328
50,48.328
51,49.327
52,50.328
53,51.327
54,52.327
55,53.328
56,54.327
57,55.327
58,56.328
59,57.328
60,58.327
61,59.327
62,60.328
63,61.327
64,62.328
