 ,Time(s)
1,0.056
2,1.057
3,2.056
4,2.329
5,3.330
6,4.330
7,5.330
8,6.329
9,7.329
10,8.330
11,9.329
12,10.330
13,11.329
14,12.330
15,13.330
16,14.329
17,15.330
18,16.329
19,17.329
20,18.329
21,19.329
22,20.329
23,21.329
24,22.329
25,23.329
26,24.329
27,25.329
28,26.329
29,27.330
30,28.329
31,29.329
32,30.329
33,31.329
34,32.329
35,33.329
36,34.329
37,35.329
38,36.330
39,37.329
40,38.329
41,39.329
42,40.329
43,41.330
44,42.329
45,43.329
46,44.329
47,45.330
48,46.329
49,47.329
50,48.329
51,49.329
52,50.329
53,51.329
54,52.329
55,53.329
56,54.330
57,55.329
58,56.330
59,57.329
60,58.329
61,59.330
62,60.330
63,61.329
64,62.328
