 ,Time(s)
1,0.037
2,1.036
3,2.037
4,2.309
5,3.311
6,4.309
7,5.310
8,6.310
9,7.309
10,8.309
11,9.310
12,10.310
13,11.310
14,12.310
15,13.309
16,14.309
17,15.310
18,16.310
19,17.311
20,18.309
21,19.311
22,20.309
23,21.310
24,22.309
25,23.310
26,24.310
27,25.310
28,26.309
29,27.309
30,28.310
31,29.310
32,30.310
33,31.310
34,32.310
35,33.310
36,34.310
37,35.310
38,36.310
39,37.310
40,38.309
41,39.309
42,40.310
43,41.309
44,42.310
45,43.310
46,44.309
47,45.309
48,46.309
49,47.310
50,48.309
51,49.309
52,50.310
53,51.310
54,52.310
55,53.310
56,54.310
57,55.310
58,56.309
59,57.310
60,58.309
61,59.310
62,60.310
63,61.309
64,62.309
