 ,Time(s)
1,0.027
2,1.027
3,2.028
4,2.301
5,3.303
6,4.302
7,5.302
8,6.302
9,7.302
10,8.302
11,9.301
12,10.302
13,11.302
14,12.301
15,13.301
16,14.301
17,15.302
18,16.302
19,17.301
20,18.302
21,19.302
22,20.302
23,21.302
24,22.302
25,23.302
26,24.302
27,25.302
28,26.301
29,27.301
30,28.302
31,29.302
32,30.301
33,31.302
34,32.302
35,33.302
36,34.302
37,35.302
38,36.301
39,37.302
40,38.301
41,39.301
42,40.302
43,41.302
44,42.302
45,43.302
46,44.302
47,45.302
48,46.302
49,47.302
50,48.302
51,49.302
52,50.302
53,51.302
54,52.302
55,53.302
56,54.302
57,55.302
58,56.302
59,57.302
60,58.302
61,59.302
62,60.301
63,61.302
64,62.302
