 ,Time(s)
1,0.000
2,0.999
3,1.999
4,2.291
5,2.438
6,2.585
7,2.732
8,2.880
9,3.026
10,3.173
11,3.320
12,3.468
13,3.615
14,3.762
15,3.909
16,4.056
17,4.203
18,4.350
19,4.497
20,4.645
21,4.791
22,4.939
23,5.085
24,5.233
25,5.380
26,5.527
27,5.674
28,5.821
29,5.968
30,6.115
31,6.263
32,6.409
33,6.556
34,6.706
35,6.853
36,7.001
37,7.148
38,7.295
39,7.442
40,7.589
41,7.736
42,7.883
43,8.030
44,8.178
45,8.325
46,8.472
47,8.619
48,8.766
49,8.913
50,9.060
51,9.207
52,9.354
53,9.502
54,9.649
55,9.796
56,9.943
57,10.090
58,10.238
59,10.385
60,10.532
61,10.679
62,10.826
63,10.973
64,11.121
65,11.267
66,11.415
67,11.562
68,11.709
69,11.856
70,12.003
71,12.150
72,12.297
73,12.445
74,12.592
75,12.739
76,12.886
77,13.033
78,13.180
79,13.327
80,13.474
81,13.621
82,13.768
83,13.915
84,14.062
85,14.209
86,14.356
87,14.504
88,14.651
89,14.798
90,14.945
91,15.092
92,15.239
93,15.386
94,15.533
95,15.680
96,15.827
97,15.974
98,16.121
99,16.268
100,16.415
101,16.562
102,16.709
103,16.857
104,17.004
105,17.151
106,17.298
107,17.445
108,17.592
109,17.739
110,17.886
111,18.033
112,18.180
113,18.327
114,18.475
115,18.622
116,18.769
117,18.916
118,19.063
119,19.210
120,19.358
121,19.504
122,19.652
123,19.799
124,19.949
125,20.096
126,20.243
127,20.390
128,20.537
129,20.684
130,20.831
131,20.979
132,21.126
133,21.273
134,21.420
135,21.567
136,21.714
137,21.861
138,22.008
139,22.155
140,22.302
141,22.449
142,22.596
143,22.743
144,22.890
145,23.037
146,23.185
147,23.332
148,23.479
149,23.626
150,23.773
151,23.920
152,24.067
153,24.214
154,24.361
155,24.544
156,24.691
157,24.838
158,24.986
159,25.132
160,25.280
161,25.427
162,25.574
163,25.721
164,25.868
165,26.015
166,26.162
167,26.308
168,26.456
169,26.603
170,26.750
171,26.897
172,27.044
173,27.191
174,27.338
175,27.485
176,27.632
177,27.779
178,27.926
179,28.073
180,28.220
181,28.367
182,28.515
183,28.662
184,28.808
185,28.955
186,29.102
187,29.249
188,29.396
189,29.543
190,29.691
191,29.838
192,29.984
193,30.131
194,30.279
195,30.426
196,30.573
197,30.720
198,30.867
199,31.014
200,31.161
201,31.308
202,31.455
203,31.602
204,31.749
205,31.896
206,32.043
207,32.190
