 ,Time(s)
1,0.000
2,0.987
3,1.988
4,2.293
5,2.440
6,2.587
7,2.734
8,2.881
9,3.028
10,3.175
11,3.322
12,3.469
13,3.616
14,3.763
15,3.910
16,4.057
17,4.204
18,4.350
19,4.497
20,4.644
21,4.791
22,4.938
23,5.085
24,5.232
25,5.379
26,5.526
27,5.673
28,5.820
29,5.967
30,6.114
31,6.261
32,6.408
33,6.555
34,6.702
35,6.849
36,6.996
37,7.143
38,7.290
39,7.437
40,7.584
41,7.731
42,7.878
43,8.025
44,8.175
45,8.322
46,8.504
47,8.651
48,8.798
49,8.945
50,9.092
51,9.239
52,9.386
53,9.533
54,9.680
55,9.827
56,9.974
57,10.121
58,10.268
59,10.415
60,10.562
61,10.709
62,10.857
63,11.004
64,11.151
65,11.298
66,11.445
67,11.592
68,11.739
69,11.886
70,12.033
71,12.180
72,12.327
73,12.474
74,12.621
75,12.768
76,12.918
77,13.065
78,13.212
79,13.359
80,13.506
81,13.653
82,13.800
83,13.947
84,14.094
85,14.240
86,14.388
87,14.534
88,14.681
89,14.828
90,14.975
91,15.122
92,15.269
93,15.416
94,15.563
95,15.710
96,15.857
97,16.004
98,16.151
99,16.298
100,16.445
101,16.592
102,16.739
103,16.886
104,17.033
105,17.180
106,17.327
107,17.474
108,17.621
109,17.768
110,17.918
111,18.065
112,18.212
113,18.359
114,18.506
115,18.653
116,18.800
117,18.947
118,19.094
119,19.241
120,19.388
121,19.535
122,19.682
123,19.829
124,19.976
125,20.123
126,20.270
127,20.417
128,20.564
129,20.711
130,20.858
131,21.005
132,21.152
133,21.299
134,21.446
135,21.593
136,21.740
137,21.887
138,22.034
139,22.181
140,22.328
141,22.475
142,22.622
143,22.769
144,22.916
145,23.063
146,23.210
147,23.357
148,23.504
149,23.651
150,23.798
151,23.945
152,24.093
153,24.240
154,24.387
155,24.534
156,24.681
157,24.828
158,24.975
159,25.122
160,25.269
161,25.419
162,25.566
163,25.713
164,25.860
165,26.007
166,26.154
167,26.301
168,26.448
169,26.595
170,26.742
171,26.889
172,27.036
173,27.183
174,27.330
175,27.478
176,27.625
177,27.772
178,27.921
179,28.069
180,28.216
181,28.363
182,28.510
183,28.657
184,28.803
185,28.951
186,29.098
187,29.245
188,29.392
189,29.538
190,29.685
191,29.832
192,29.979
193,30.126
194,30.273
195,30.420
196,30.567
197,30.714
198,30.861
199,31.008
200,31.155
201,31.302
202,31.449
203,31.596
204,31.743
205,31.890
206,32.036
207,32.183
