 ,Time(s)
1,0.000
2,0.993
3,1.993
4,2.286
5,2.434
6,2.581
7,2.728
8,2.875
9,3.022
10,3.169
11,3.317
12,3.464
13,3.611
14,3.758
15,3.905
16,4.052
17,4.200
18,4.347
19,4.494
20,4.641
21,4.788
22,4.935
23,5.082
24,5.229
25,5.377
26,5.524
27,5.671
28,5.818
29,5.965
30,6.113
31,6.260
32,6.407
33,6.554
34,6.701
35,6.848
36,6.995
37,7.142
38,7.289
39,7.436
40,7.583
41,7.730
42,7.878
43,8.025
44,8.172
45,8.319
46,8.466
47,8.614
48,8.761
49,8.908
50,9.055
51,9.203
52,9.350
53,9.497
54,9.644
55,9.792
56,9.939
57,10.086
58,10.233
59,10.380
60,10.527
61,10.675
62,10.822
63,10.969
64,11.116
65,11.263
66,11.410
67,11.557
68,11.704
69,11.852
70,11.999
71,12.146
72,12.293
73,12.440
74,12.588
75,12.735
76,12.882
77,13.029
78,13.176
79,13.323
80,13.470
81,13.618
82,13.765
83,13.912
84,14.059
85,14.207
86,14.355
87,14.502
88,14.649
89,14.796
90,14.943
91,15.091
92,15.238
93,15.385
94,15.532
95,15.679
96,15.826
97,15.973
98,16.120
99,16.268
100,16.417
101,16.565
102,16.713
103,16.860
104,17.007
105,17.154
106,17.301
107,17.449
108,17.596
109,17.743
110,17.890
111,18.037
112,18.184
113,18.332
114,18.479
115,18.626
116,18.773
117,18.921
118,19.068
119,19.215
120,19.362
121,19.509
122,19.656
123,19.803
124,19.951
125,20.098
126,20.245
127,20.392
128,20.539
129,20.686
130,20.833
131,20.980
132,21.127
133,21.274
134,21.421
135,21.569
136,21.716
137,21.863
138,22.010
139,22.158
140,22.305
141,22.452
142,22.599
143,22.747
144,22.894
145,23.041
146,23.188
147,23.335
148,23.482
149,23.629
150,23.777
151,23.924
152,24.071
153,24.218
154,24.366
155,24.513
156,24.660
157,24.807
158,24.954
159,25.101
160,25.248
161,25.395
162,25.542
163,25.690
164,25.837
165,25.984
166,26.131
167,26.279
168,26.426
169,26.573
170,26.721
171,26.868
172,27.015
173,27.162
174,27.309
175,27.456
176,27.604
177,27.751
178,27.899
179,28.046
180,28.193
181,28.341
182,28.488
183,28.636
184,28.783
185,28.930
186,29.077
187,29.225
188,29.372
189,29.519
190,29.666
191,29.813
192,29.960
193,30.108
194,30.291
195,30.438
196,30.585
197,30.732
198,30.880
199,31.026
200,31.174
201,31.321
202,31.468
203,31.615
204,31.763
205,31.910
206,32.057
207,32.204
