 ,Time(s)
1,0.000
2,0.996
3,1.998
4,2.291
5,2.438
6,2.586
7,2.733
8,2.880
9,3.026
10,3.173
11,3.356
12,3.503
13,3.650
14,3.797
15,3.944
16,4.091
17,4.238
18,4.385
19,4.532
20,4.680
21,4.827
22,4.974
23,5.121
24,5.267
25,5.414
26,5.561
27,5.709
28,5.856
29,6.003
30,6.151
31,6.298
32,6.444
33,6.592
34,6.739
35,6.886
36,7.033
37,7.180
38,7.326
39,7.474
40,7.621
41,7.768
42,7.916
43,8.063
44,8.210
45,8.357
46,8.504
47,8.651
48,8.798
49,8.945
50,9.092
51,9.239
52,9.386
53,9.533
54,9.680
55,9.827
56,9.974
57,10.121
58,10.268
59,10.415
60,10.562
61,10.709
62,10.856
63,11.003
64,11.150
65,11.297
66,11.444
67,11.591
68,11.738
69,11.885
70,12.032
71,12.179
72,12.326
73,12.473
74,12.620
75,12.767
76,12.914
77,13.060
78,13.207
79,13.355
80,13.502
81,13.649
82,13.796
83,13.943
84,14.090
85,14.237
86,14.384
87,14.532
88,14.678
89,14.825
90,14.972
91,15.119
92,15.266
93,15.414
94,15.561
95,15.708
96,15.855
97,16.002
98,16.149
99,16.296
100,16.443
101,16.590
102,16.737
103,16.884
104,17.031
105,17.178
106,17.325
107,17.472
108,17.619
109,17.766
110,17.913
111,18.060
112,18.206
113,18.353
114,18.500
115,18.647
116,18.794
117,18.941
118,19.088
119,19.235
120,19.382
121,19.529
122,19.676
123,19.823
124,19.970
125,20.117
126,20.264
127,20.411
128,20.558
129,20.705
130,20.852
131,20.999
132,21.146
133,21.293
134,21.440
135,21.587
136,21.734
137,21.881
138,22.028
139,22.175
140,22.322
141,22.469
142,22.617
143,22.764
144,22.910
145,23.058
146,23.205
147,23.352
148,23.499
149,23.646
150,23.793
151,23.940
152,24.087
153,24.234
154,24.382
155,24.529
156,24.676
157,24.823
158,24.970
159,25.117
160,25.265
161,25.412
162,25.559
163,25.707
164,25.853
165,26.000
166,26.148
167,26.294
168,26.442
169,26.589
170,26.736
171,26.883
172,27.030
173,27.180
174,27.327
175,27.474
176,27.621
177,27.768
178,27.915
179,28.062
180,28.209
181,28.357
182,28.504
183,28.651
184,28.798
185,28.945
186,29.092
187,29.238
188,29.386
189,29.533
190,29.680
191,29.827
192,29.974
193,30.121
194,30.268
195,30.415
196,30.563
197,30.710
198,30.856
199,31.003
200,31.151
201,31.298
202,31.445
203,31.592
204,31.739
205,31.886
206,32.033
207,32.180
