 ,Time(s)
1,0.000
2,0.994
3,1.994
4,2.286
5,2.433
6,2.580
7,2.727
8,2.874
9,3.021
10,3.168
11,3.315
12,3.462
13,3.609
14,3.756
15,3.903
16,4.050
17,4.197
18,4.344
19,4.491
20,4.638
21,4.785
22,4.932
23,5.079
24,5.226
25,5.373
26,5.520
27,5.668
28,5.815
29,5.962
30,6.109
31,6.256
32,6.403
33,6.550
34,6.697
35,6.844
36,6.991
37,7.137
38,7.284
39,7.432
40,7.579
41,7.726
42,7.873
43,8.019
44,8.167
45,8.314
46,8.461
47,8.608
48,8.755
49,8.901
50,9.049
51,9.197
52,9.344
53,9.491
54,9.638
55,9.785
56,9.932
57,10.079
58,10.226
59,10.373
60,10.520
61,10.667
62,10.814
63,10.961
64,11.107
65,11.254
66,11.401
67,11.548
68,11.696
69,11.843
70,11.990
71,12.137
72,12.284
73,12.431
74,12.578
75,12.725
76,12.872
77,13.019
78,13.166
79,13.313
80,13.460
81,13.607
82,13.754
83,13.901
84,14.048
85,14.195
86,14.342
87,14.488
88,14.635
89,14.782
90,14.929
91,15.076
92,15.223
93,15.370
94,15.517
95,15.663
96,15.810
97,15.958
98,16.105
99,16.252
100,16.399
101,16.546
102,16.692
103,16.839
104,16.986
105,17.133
106,17.281
107,17.428
108,17.575
109,17.722
110,17.868
111,18.016
112,18.162
113,18.309
114,18.456
115,18.604
116,18.751
117,18.898
118,19.045
119,19.192
120,19.339
121,19.486
122,19.633
123,19.780
124,19.927
125,20.074
126,20.221
127,20.368
128,20.516
129,20.663
130,20.810
131,20.957
132,21.104
133,21.250
134,21.398
135,21.544
136,21.691
137,21.838
138,21.985
139,22.132
140,22.279
141,22.426
142,22.573
143,22.720
144,22.867
145,23.014
146,23.161
147,23.308
148,23.455
149,23.602
150,23.749
151,23.896
152,24.043
153,24.190
154,24.337
155,24.520
156,24.667
157,24.814
158,24.961
159,25.108
160,25.255
161,25.402
162,25.549
163,25.696
164,25.843
165,25.990
166,26.137
167,26.284
168,26.431
169,26.578
170,26.725
171,26.872
172,27.019
173,27.166
174,27.313
175,27.460
176,27.608
177,27.755
178,27.902
179,28.049
180,28.196
181,28.343
182,28.490
183,28.637
184,28.784
185,28.931
186,29.078
187,29.225
188,29.372
189,29.520
190,29.667
191,29.814
192,29.961
193,30.108
194,30.255
195,30.402
196,30.549
197,30.696
198,30.843
199,30.990
200,31.137
201,31.283
202,31.430
203,31.577
204,31.725
205,31.871
206,32.018
207,32.166
