 ,Time(s)
1,0.000
2,0.995
3,1.995
4,2.287
5,2.435
6,2.581
7,2.728
8,2.875
9,3.022
10,3.169
11,3.316
12,3.463
13,3.610
14,3.757
15,3.904
16,4.051
17,4.198
18,4.345
19,4.492
20,4.639
21,4.786
22,4.933
23,5.080
24,5.227
25,5.374
26,5.521
27,5.668
28,5.815
29,5.962
30,6.109
31,6.256
32,6.403
33,6.550
34,6.697
35,6.844
36,6.991
37,7.138
38,7.285
39,7.432
40,7.579
41,7.726
42,7.873
43,8.020
44,8.168
45,8.315
46,8.462
47,8.609
48,8.755
49,8.902
50,9.049
51,9.196
52,9.343
53,9.490
54,9.637
55,9.784
56,9.931
57,10.078
58,10.225
59,10.372
60,10.519
61,10.666
62,10.813
63,10.960
64,11.107
65,11.254
66,11.401
67,11.548
68,11.695
69,11.841
70,11.988
71,12.135
72,12.282
73,12.429
74,12.576
75,12.723
76,12.870
77,13.017
78,13.164
79,13.311
80,13.458
81,13.605
82,13.752
83,13.899
84,14.046
85,14.193
86,14.340
87,14.487
88,14.634
89,14.781
90,14.928
91,15.075
92,15.222
93,15.369
94,15.516
95,15.663
96,15.810
97,15.957
98,16.104
99,16.251
100,16.398
101,16.545
102,16.691
103,16.838
104,16.985
105,17.132
106,17.279
107,17.427
108,17.574
109,17.721
110,17.867
111,18.014
112,18.161
113,18.308
114,18.455
115,18.602
116,18.749
117,18.896
118,19.043
119,19.190
120,19.337
121,19.484
122,19.630
123,19.778
124,19.924
125,20.071
126,20.218
127,20.365
128,20.512
129,20.659
130,20.805
131,20.952
132,21.099
133,21.246
134,21.393
135,21.540
136,21.687
137,21.834
138,21.981
139,22.128
140,22.275
141,22.422
142,22.569
143,22.716
144,22.863
145,23.010
146,23.157
147,23.304
148,23.451
149,23.598
150,23.745
151,23.892
152,24.038
153,24.185
154,24.332
155,24.515
156,24.662
157,24.809
158,24.956
159,25.103
160,25.250
161,25.397
162,25.544
163,25.692
164,25.838
165,25.985
166,26.132
167,26.279
168,26.426
169,26.573
170,26.720
171,26.867
172,27.014
173,27.161
174,27.308
175,27.455
176,27.602
177,27.749
178,27.896
179,28.043
180,28.190
181,28.337
182,28.484
183,28.631
184,28.778
185,28.925
186,29.071
187,29.218
188,29.366
189,29.512
190,29.659
191,29.806
192,29.953
193,30.100
194,30.247
195,30.394
196,30.541
197,30.688
198,30.835
199,30.982
200,31.129
201,31.276
202,31.423
203,31.570
204,31.717
205,31.864
206,32.011
207,32.157
