"jump","dataid"
0.11549361217676,"SG-TPD54_1"
0.11904646056827,"SG-TPD54_1"
0.0377978966584053,"SG-TPD54_1"
0.0525536771999301,"SG-TPD54_1"
0.0933401491108612,"SG-TPD54_1"
0.269211179335289,"SG-TPD54_1"
0.029564457381035,"SG-TPD54_1"
0.0460385149149375,"SG-TPD54_1"
0.0863831744991558,"SG-TPD54_1"
0.108402906579255,"SG-TPD54_1"
0.0259931166276413,"SG-TPD54_1"
0.0352708885483643,"SG-TPD54_1"
0.0492721201393329,"SG-TPD54_1"
0.074479464913522,"SG-TPD54_1"
0.030657387029138,"SG-TPD54_1"
0.0455535421027758,"SG-TPD54_1"
0.0508435576414711,"SG-TPD54_1"
0.0545628880118253,"SG-TPD54_1"
0.0289738578688456,"SG-TPD54_1"
0.169117107141969,"SG-TPD54_1"
0.117287233950884,"SG-TPD54_1"
0.077491482841575,"SG-TPD54_1"
0.0988984664059038,"SG-TPD54_1"
0.205915370048943,"SG-TPD54_1"
0.151191701418172,"SG-TPD54_1"
0.0588684513476328,"SG-TPD54_1"
0.0433104290919511,"SG-TPD54_1"
0.0596685051431267,"SG-TPD54_1"
0.0203242448440552,"SG-TPD54_1"
0.0249374222743233,"SG-TPD54_1"
0.056040084199128,"SG-TPD54_1"
0.0720559006533464,"SG-TPD54_1"
0.0522026390945193,"SG-TPD54_1"
0.0947416349824849,"SG-TPD54_1"
0.0155564524259196,"SG-TPD54_1"
0.0880672700767936,"SG-TPD54_1"
0.0588499582596227,"SG-TPD54_1"
0.0465718721475168,"SG-TPD54_1"
0.140429644723406,"SG-TPD54_1"
0.105445783274347,"SG-TPD54_1"
0.0755830024424339,"SG-TPD54_1"
0.140302567663929,"SG-TPD54_1"
0.0860242346395909,"SG-TPD54_1"
0.0537682409371727,"SG-TPD54_1"
0.0339815432868927,"SG-TPD54_1"
0.021291888738846,"SG-TPD54_1"
0.203408571205667,"SG-TPD54_1"
0.288527056220426,"SG-TPD54_1"
0.348591602177142,"SG-TPD54_1"
0.0763495553671399,"SG-TPD54_1"
0.313439718062356,"SG-TPD54_1"
0.186491180881848,"SG-TPD54_1"
0.0709862497965709,"SG-TPD54_1"
0.0678120846806361,"SG-TPD54_1"
0.078912855666129,"SG-TPD54_1"
0.203192538169254,"SG-TPD54_1"
0.0479697501366268,"SG-TPD54_1"
0.143079175887651,"SG-TPD54_1"
0.270287330931467,"SG-TPD54_1"
0.0248770878688315,"SG-TPD54_1"
0.0744418330276785,"SG-TPD54_1"
0.0448854275731425,"SG-TPD54_1"
0.0905859206964987,"SG-TPD54_1"
0.0287389515005901,"SG-TPD54_1"
0.0425956523338228,"SG-TPD54_1"
0.0479714765569459,"SG-TPD54_1"
0.0245328871280373,"SG-TPD54_1"
0.0311268664793414,"SG-TPD54_1"
0.0509677304557158,"SG-TPD54_1"
0.190534080019349,"SG-TPD54_1"
0.0650247682937624,"SG-TPD54_1"
0.0934277466405198,"SG-TPD54_1"
0.0238156076713729,"SG-TPD54_1"
0.0616175137219299,"SG-TPD54_1"
0.192545041185752,"SG-TPD54_1"
0.192209036673792,"SG-TPD54_1"
0.155308119256851,"SG-TPD54_1"
0.0457696727755339,"SG-TPD54_1"
0.139968035057892,"SG-TPD54_1"
0.149166872712708,"SG-TPD54_1"
0.0323806177595551,"SG-TPD54_1"
0.0207397153468005,"SG-TPD54_1"
0.141270336076784,"SG-TPD54_1"
0.0655376839528266,"SG-TPD54_1"
0.0294853114674537,"SG-TPD54_1"
0.118228049567683,"SG-TPD54_1"
0.0171765661411728,"SG-TPD54_1"
0.117364522503167,"SG-TPD54_1"
0.0258085280739336,"SG-TPD54_1"
0.193617811200273,"SG-TPD54_1"
0.0770303747177565,"SG-TPD54_1"
0.176108902910545,"SG-TPD54_1"
0,"SG-TPD54_1"
0.039285714987245,"SG-TPD54_1"
0.117857144961735,"SG-TPD54_1"
0.039285714987245,"SG-TPD54_1"
0.18298208355247,"SG-TPD54_1"
0.164169690020161,"SG-TPD54_1"
0,"SG-TPD54_1"
0.039285714987245,"SG-TPD54_1"
0,"SG-TPD54_1"
0,"SG-TPD54_1"
0.07857142997449,"SG-TPD54_1"
0.07857142997449,"SG-TPD54_1"
0,"SG-TPD54_1"
0.235714289923469,"SG-TPD54_1"
0,"SG-TPD54_1"
0.15714285994898,"SG-TPD54_1"
0.0392857149872449,"SG-TPD54_1"
0.0392857149872449,"SG-TPD54_1"
0,"SG-TPD54_1"
0,"SG-TPD54_1"
0.15714285994898,"SG-TPD54_1"
0.0775825142082187,"SG-TPD54_1"
0.0846794223794418,"SG-TPD54_1"
0.109331607740747,"SG-TPD54_1"
0.0406310407598575,"SG-TPD54_1"
0.0292973675539372,"SG-TPD54_1"
0.0796834792187908,"SG-TPD54_1"
0.127391695925901,"SG-TPD54_1"
0.138802996187092,"SG-TPD54_1"
0.323765961763611,"SG-TPD54_1"
0.120890827472907,"SG-TPD54_1"
0.131052634303982,"SG-TPD54_1"
0.0106763477381443,"SG-TPD54_1"
0.198299425098007,"SG-TPD54_1"
0.251163682434212,"SG-TPD54_1"
0.031452405237809,"SG-TPD54_1"
0.0443676392804198,"SG-TPD54_1"
0.121642805779117,"SG-TPD54_1"
0.0353706987910063,"SG-TPD54_1"
0.191891912588856,"SG-TPD54_1"
0.047895625457191,"SG-TPD54_1"
0.122850531085978,"SG-TPD54_1"
0.0985506505986846,"SG-TPD54_1"
0.433718238793122,"SG-TPD54_1"
0.0584387708051857,"SG-TPD54_1"
0.0511242187737342,"SG-TPD54_1"
0.0379401538300012,"SG-TPD54_1"
0.0183541295175209,"SG-TPD54_1"
0.211157208395116,"SG-TPD54_1"
0.0538605463966264,"SG-TPD54_1"
0.08474070803574,"SG-TPD54_1"
0.131376771438459,"SG-TPD54_1"
0.114823558699787,"SG-TPD54_1"
0.0640460203552653,"SG-TPD54_1"
0.149764021236375,"SG-TPD54_1"
0.0644370295002879,"SG-TPD54_1"
0.0999836872397096,"SG-TPD54_1"
0.0713620534937411,"SG-TPD54_1"
0.203303952005174,"SG-TPD54_1"
0.0608734689690978,"SG-TPD54_1"
0.0494741433295554,"SG-TPD54_1"
0.0476920331006378,"SG-TPD54_1"
0.16233681407939,"SG-TPD54_1"
0.0881503607807873,"SG-TPD54_1"
0.146855755639791,"SG-TPD54_1"
0.138803562731545,"SG-TPD54_1"
0.0629319013743257,"SG-TPD54_1"
0.203585646605211,"SG-TPD54_1"
0.030997742192681,"SG-TPD54_1"
0.268751987676036,"SG-TPD54_1"
0.0440971682666935,"SG-TPD54_1"
0.234105039379927,"SG-TPD54_1"
0.189676086782221,"SG-TPD54_1"
0.0250760675777762,"SG-TPD54_1"
0.091580592427958,"SG-TPD54_1"
0.0842020654181427,"SG-TPD54_1"
0.0347651651703376,"SG-TPD54_1"
0.18678359476025,"SG-TPD54_1"
0.0334157974205279,"SG-TPD54_1"
0.157291813738594,"SG-TPD54_1"
0.341127958847426,"SG-TPD54_1"
0.0348252471342436,"SG-TPD54_1"
0.140396291628895,"SG-TPD54_1"
0.0361850229114197,"SG-TPD54_1"
0.0155374569035547,"SG-TPD54_1"
0.0104692408139604,"SG-TPD54_1"
0.0587660581054995,"SG-TPD54_1"
0.147517609564008,"SG-TPD54_1"
0.0781746611430319,"SG-TPD54_1"
0.107650956226616,"SG-TPD54_1"
0.0388481427462317,"SG-TPD54_1"
0.00836123754152947,"SG-TPD54_1"
0.0483524477613337,"SG-TPD54_1"
0.0717932935358487,"SG-TPD54_1"
0.238701025426112,"SG-TPD54_1"
0.120167455423299,"SG-TPD54_1"
0.089430110971721,"SG-TPD54_1"
0.0847753596213414,"SG-TPD54_1"
0.065216815634292,"SG-TPD54_1"
0.0813159557009644,"SG-TPD54_1"
0.0237342817439754,"SG-TPD54_1"
0.114550939664954,"SG-TPD54_1"
0.0994085929223328,"SG-TPD54_1"
0.0580761834741907,"SG-TPD54_1"
0.079054492141389,"SG-TPD54_1"
0.0831235065888769,"SG-TPD54_1"
0.0478281809938168,"SG-TPD54_1"
0.107523452658276,"SG-TPD54_1"
0.113129154773319,"SG-TPD54_1"
0.0195490840629736,"SG-TPD54_1"
0.0598397169850937,"SG-TPD54_1"
0.215764926237447,"SG-TPD54_1"
0.0562046253645416,"SG-TPD54_1"
0.112082569419487,"SG-TPD54_1"
0.107969468225738,"SG-TPD54_1"
0.141082481934067,"SG-TPD54_1"
0.0918317948672306,"SG-TPD54_1"
0.139734231345805,"SG-TPD54_1"
0.219401344748546,"SG-TPD54_1"
0.0121875210009642,"SG-TPD54_1"
0.0397698525711594,"SG-TPD54_1"
0.123585096287158,"SG-TPD54_1"
0.0620859759520283,"SG-TPD54_1"
0.0390839596499843,"SG-TPD54_1"
0.0191846991457832,"SG-TPD54_1"
0.0401419787471598,"SG-TPD54_1"
0.01323506914927,"SG-TPD54_1"
0.0728149370008031,"SG-TPD54_1"
0.176040010172766,"SG-TPD54_1"
0.0150853021237408,"SG-TPD54_1"
0.029216754142899,"SG-TPD54_1"
0.135071383142067,"SG-TPD54_1"
0.289875586937486,"SG-TPD54_1"
0.0575694139826848,"SG-TPD54_1"
0.0295135153409878,"SG-TPD54_1"
0.147608572171342,"SG-TPD54_1"
0.21646674827567,"SG-TPD54_1"
0,"SG-TPD54_1"
0.039285714987245,"SG-TPD54_1"
0.196428574936225,"SG-TPD54_1"
0.0785714299744898,"SG-TPD54_1"
0.0785714299744898,"SG-TPD54_1"
0.0392857149872449,"SG-TPD54_1"
0,"SG-TPD54_1"
0,"SG-TPD54_1"
0.0392857149872449,"SG-TPD54_1"
0.152281188445146,"SG-TPD54_1"
0.103020207525848,"SG-TPD54_1"
0.102521328114019,"SG-TPD54_1"
0.0785714299744898,"SG-TPD54_1"
0.0785714299744898,"SG-TPD54_1"
0,"SG-TPD54_1"
0.0342205059479027,"SG-TPD54_1"
0.0279939359756501,"SG-TPD54_1"
0.0135644340098927,"SG-TPD54_1"
0.185795866364722,"SG-TPD54_1"
0.0660824036039479,"SG-TPD54_1"
0.111480570957403,"SG-TPD54_1"
0.00987088428979249,"SG-TPD54_1"
0.0449695142824982,"SG-TPD54_1"
0.226680981893902,"SG-TPD54_1"
0.147759427188043,"SG-TPD54_1"
0.0757394263692699,"SG-TPD54_1"
0.142285875199488,"SG-TPD54_1"
0.119037978720726,"SG-TPD54_1"
0.192627885734269,"SG-TPD54_1"
0.1708132817165,"SG-TPD54_1"
0.0105185676896954,"SG-TPD54_1"
0.0441378944162689,"SG-TPD54_1"
0.0912369322971075,"SG-TPD54_1"
0.0814773195666874,"SG-TPD54_1"
0.0983868556886953,"SG-TPD54_1"
0.136412625790328,"SG-TPD54_1"
0.161863055780525,"SG-TPD54_1"
0.0514878199829269,"SG-TPD54_1"
0.0373146705099019,"SG-TPD54_1"
0.0496739323627561,"SG-TPD54_1"
0.0373818744413743,"SG-TPD54_1"
0.167446497606751,"SG-TPD54_1"
0.0210311833971854,"SG-TPD54_1"
0.108470703324006,"SG-TPD54_1"
0.0974149898572111,"SG-TPD54_1"
0.0534193759545216,"SG-TPD54_1"
0.0917569419384657,"SG-TPD54_1"
0.0416601653768964,"SG-TPD54_1"
0.177133421512189,"SG-TPD54_1"
0.182537487751751,"SG-TPD54_1"
0.118787042136641,"SG-TPD54_1"
0.141590511873477,"SG-TPD54_1"
0.108805054480548,"SG-TPD54_1"
0.0663801110506585,"SG-TPD54_1"
0.0647517627939714,"SG-TPD54_1"
0.0784186606640951,"SG-TPD54_1"
0.179975872813309,"SG-TPD54_1"
0.0302308180643645,"SG-TPD54_1"
0.100780462666624,"SG-TPD54_1"
0.0855396227378045,"SG-TPD54_1"
0.0729701803502895,"SG-TPD54_1"
0.0171127520345631,"SG-TPD54_1"
0.0575633018478598,"SG-TPD54_1"
0.0384523461798092,"SG-TPD54_1"
0.0334976265202562,"SG-TPD54_1"
0.063639363104836,"SG-TPD54_1"
0.0379265192662664,"SG-TPD54_1"
0.0944402730180736,"SG-TPD54_1"
0.00387052473380796,"SG-TPD54_1"
0.0592908456436054,"SG-TPD54_1"
0.0075890826657922,"SG-TPD54_1"
0.0392857149872449,"SG-TPD54_1"
0.0718473319765374,"SG-TPD54_1"
0.0718473319765374,"SG-TPD54_1"
0,"SG-TPD54_1"
0.0970436897605213,"SG-TPD54_1"
0.0810281974981979,"SG-TPD54_1"
0.0586466800990229,"SG-TPD54_1"
0.157769080365502,"SG-TPD54_1"
0.117857144961735,"SG-TPD54_1"
0.039285714987245,"SG-TPD54_1"
0.45182537497523,"SG-TPD54_1"
0.0529743977644795,"SG-TPD54_1"
0.128480357834803,"SG-TPD54_1"
0.250509602398787,"SG-TPD54_1"
0.0377791147489455,"SG-TPD54_1"
0.251766236534766,"SG-TPD54_1"
0.0932644702503211,"SG-TPD54_1"
0.0752788969397577,"SG-TPD54_1"
0.18913437727001,"SG-TPD54_1"
0.0380656485322537,"SG-TPD54_1"
0.06311757493748,"SG-TPD54_1"
0.109369650920814,"SG-TPD54_1"
0.132530216825446,"SG-TPD54_1"
0.200566557317705,"SG-TPD54_1"
0.0480461217303199,"SG-TPD54_1"
0.243493591436932,"SG-TPD54_1"
0.112122709756053,"SG-TPD54_1"
0.0853866906170089,"SG-TPD54_1"
0.126025377175597,"SG-TPD54_1"
0.0285327677336679,"SG-TPD54_1"
0.184077687290793,"SG-TPD54_1"
0,"SG-TPD54_1"
0.39429400807045,"SG-TPD54_1"
0.239967671315288,"SG-TPD54_1"
0.112597514113962,"SG-TPD54_1"
0.118163870241492,"SG-TPD54_1"
0.0648538193030212,"SG-TPD54_1"
0.12812247348496,"SG-TPD54_1"
0.108184725847363,"SG-TPD54_1"
0.0680713235257589,"SG-TPD54_1"
0.0962067596302724,"SG-TPD54_1"
0.104753625289986,"SG-TPD54_1"
0.0836306229426583,"SG-TPD54_1"
0.118224091973245,"SG-TPD54_1"
0.039285714987245,"SG-TPD54_1"
0.234984291121906,"SG-TPD54_1"
0.139226194371427,"SG-TPD54_1"
0.0565431428729996,"SG-TPD54_1"
0.0472500702026955,"SG-TPD54_1"
0.127074505974725,"SG-TPD54_1"
0.171837547481801,"SG-TPD54_1"
0.224775975241721,"SG-TPD54_1"
0.140058088976073,"SG-TPD54_1"
0.059113854838012,"SG-TPD54_1"
0.147275579111948,"SG-TPD54_1"
0.257217923625267,"SG-TPD54_1"
0.0608170375910668,"SG-TPD54_1"
0.0291982370579089,"SG-TPD54_1"
0.0382387337368717,"SG-TPD54_1"
0.0506308931666673,"SG-TPD54_1"
0.124930790910342,"SG-TPD54_1"
0.0709229745736837,"SG-TPD54_1"
0.0472215020173343,"SG-TPD54_1"
0.0715089150434449,"SG-TPD54_1"
0.0851535355929316,"SG-TPD54_1"
0.115054385480877,"SG-TPD54_1"
0.0352036691218311,"SG-TPD54_1"
0.0382744240559601,"SG-TPD54_1"
0.10238770840526,"SG-TPD54_1"
0.0368583103765588,"SG-TPD54_1"
0.0655009997200898,"SG-TPD54_1"
0.0287719477231554,"SG-TPD54_1"
0.0107271056717454,"SG-TPD54_1"
0.0432562749605342,"SG-TPD54_1"
0.0346221936950173,"SG-TPD54_1"
0.0646587078640235,"SG-TPD54_1"
0.0674172740743935,"SG-TPD54_1"
0.0346428015035884,"SG-TPD54_1"
0.0576801054549606,"SG-TPD54_1"
0.0433631125919973,"SG-TPD54_1"
0.0840217946153953,"SG-TPD54_1"
0.0348104206732653,"SG-TPD54_1"
0.0403751073452973,"SG-TPD54_1"
0.134065281211859,"SG-TPD54_1"
0.0272875912363805,"SG-TPD54_1"
0.0372507907248881,"SG-TPD54_1"
0.0810580722157292,"SG-TPD54_1"
0.116793649690746,"SG-TPD54_1"
0.0420686324848426,"SG-TPD54_1"
0.118026875044354,"SG-TPD54_1"
0.0277920003268099,"SG-TPD54_1"
0.00953897608844287,"SG-TPD54_1"
0.0920280300952173,"SG-TPD54_1"
0.0424576415879561,"SG-TPD54_1"
0.107599212126486,"SG-TPD54_1"
0.200147218917517,"SG-TPD54_1"
0.0658775690657296,"SG-TPD54_1"
0.202824236309052,"SG-TPD54_1"
0.147343099662055,"SG-TPD54_1"
0.13011508430658,"SG-TPD54_1"
0.254220275074485,"SG-TPD54_1"
0.268671405644094,"SG-TPD54_1"
0.359427457114771,"SG-TPD54_1"
0.122201798529726,"SG-TPD54_1"
0.095608856826376,"SG-TPD54_1"
0.0384556030109345,"SG-TPD54_1"
0.0981288983725586,"SG-TPD54_1"
0.3384567658981,"SG-TPD54_1"
0.201493043153271,"SG-TPD54_1"
0.144576901420895,"SG-TPD54_1"
0.0190583459916566,"SG-TPD54_1"
0.223751345790965,"SG-TPD54_1"
0.248801336957543,"SG-TPD54_1"
0.0940286027914113,"SG-TPD54_1"
0.0908804260726968,"SG-TPD54_1"
0.0694291007844733,"SG-TPD54_1"
0.117755835048115,"SG-TPD54_1"
0.103923628112395,"SG-TPD54_1"
0.163431212660312,"SG-TPD54_1"
0.0902998283759435,"SG-TPD54_1"
0.0229577471419624,"SG-TPD54_1"
0.0233955662983625,"SG-TPD54_1"
0.00714538201226498,"SG-TPD54_1"
0.0858039118797553,"SG-TPD54_1"
0.0539169568416638,"SG-TPD54_1"
0.0716151067549035,"SG-TPD54_1"
0.00441073539735464,"SG-TPD54_1"
0.0182071430764204,"SG-TPD54_1"
0.0100157185425582,"SG-TPD54_1"
0.0530351621450433,"SG-TPD54_1"
0.0214855271821102,"SG-TPD54_1"
0.0608392200080109,"SG-TPD54_1"
0.0449351762797359,"SG-TPD54_1"
0.089934711934522,"SG-TPD54_1"
0.0378527355975245,"SG-TPD54_1"
0.0513348452968491,"SG-TPD54_1"
0.014885446809856,"SG-TPD54_1"
0.0559938224902621,"SG-TPD54_1"
0.0691092198724473,"SG-TPD54_1"
0.0554725107838178,"SG-TPD54_1"
0.042144941627754,"SG-TPD54_1"
0.00946660059918648,"SG-TPD54_1"
0.0182295748567517,"SG-TPD54_1"
0.015731365144782,"SG-TPD54_1"
0.10602862944479,"SG-TPD54_1"
0.0359988866668605,"SG-TPD54_1"
0.00831497153832971,"SG-TPD54_1"
0.0495820972817527,"SG-TPD54_1"
0.0412202504200975,"SG-TPD54_1"
0.0933414547533303,"SG-TPD54_1"
0.0337878132794371,"SG-TPD54_1"
0.0544388192608091,"SG-TPD54_1"
0.0497975957734307,"SG-TPD54_1"
0.0238619065547006,"SG-TPD54_1"
0.0123407292088245,"SG-TPD54_1"
0.0147275814077839,"SG-TPD54_1"
0.023610156573132,"SG-TPD54_1"
0.0318513729318893,"SG-TPD54_1"
0.078742281250208,"SG-TPD54_1"
0.0301735884734093,"SG-TPD54_1"
0.0119920580439579,"SG-TPD54_1"
0.0257565453524545,"SG-TPD54_1"
0.0251363407743097,"SG-TPD54_1"
0.0311308812400149,"SG-TPD54_1"
0.0440206873762269,"SG-TPD54_1"
0.0442627277456955,"SG-TPD54_1"
0.0121849890191416,"SG-TPD54_1"
0.121050129252578,"SG-TPD54_1"
0.053625170561547,"SG-TPD54_1"
0.110822329757078,"SG-TPD54_1"
0.0224530247568335,"SG-TPD54_1"
0.0038919137644549,"SG-TPD54_1"
0.0169676550833015,"SG-TPD54_1"
0.0384821435214451,"SG-TPD54_1"
0.00883519118066438,"SG-TPD54_1"
0.0177406660331389,"SG-TPD54_1"
0.0319101053829939,"SG-TPD54_1"
0.0461233736018058,"SG-TPD54_1"
0.0633622128951303,"SG-TPD54_1"
0.00951327717627826,"SG-TPD54_1"
0.0308555208941337,"SG-TPD54_1"
0.0156519225212219,"SG-TPD54_1"
0.013403783983449,"SG-TPD54_1"
0.0745790131820535,"SG-TPD54_1"
0.0805900427760804,"SG-TPD54_1"
0.185370086522665,"SG-TPD54_1"
0.0422963942123673,"SG-TPD54_1"
0.100024772623382,"SG-TPD54_1"
0.13116724365555,"SG-TPD54_1"
0.0237870415755151,"SG-TPD54_1"
0.0189181409736026,"SG-TPD54_1"
0.0179958811435035,"SG-TPD54_1"
0.0228876274412043,"SG-TPD54_1"
0.0657360406427879,"SG-TPD54_1"
0.115225084218627,"SG-TPD54_1"
0.0532699133988496,"SG-TPD54_1"
0.0318026502112084,"SG-TPD54_1"
0.0198228220608625,"SG-TPD54_1"
0.0119977805151323,"SG-TPD54_1"
0.00147201028109687,"SG-TPD54_1"
0.0727643151888932,"SG-TPD54_1"
0.0773425381116899,"SG-TPD54_1"
0.00635255544704942,"SG-TPD54_1"
0.0240625646708281,"SG-TPD54_1"
0.0607937485232314,"SG-TPD54_1"
0.0162974847854927,"SG-TPD54_1"
0.134856001003407,"SG-TPD54_1"
0.0649396622077287,"SG-TPD54_1"
0.0427392400871629,"SG-TPD54_1"
0.0514737742978064,"SG-TPD54_1"
0.0503569843194787,"SG-TPD54_1"
0.00649623277591405,"SG-TPD54_1"
0.0774162031972455,"SG-TPD54_1"
0.010606461462604,"SG-TPD54_1"
0.0344052670273746,"SG-TPD54_1"
0.0269839119799939,"SG-TPD54_1"
0.0390963816202036,"SG-TPD54_1"
0.0838510668263787,"SG-TPD54_1"
0.00809580161389912,"SG-TPD54_1"
0.0525223979657904,"SG-TPD54_1"
0.0737105369467587,"SG-TPD54_1"
0.011314169005763,"SG-TPD54_1"
0.0274447273084303,"SG-TPD54_1"
0.0792911170928944,"SG-TPD54_1"
0.0848864515908126,"SG-TPD54_1"
0.0457321981106033,"SG-TPD54_1"
0.0415849478069794,"SG-TPD54_1"
0.0499606600923414,"SG-TPD54_1"
0.0718497534650717,"SG-TPD54_1"
0.015886224500666,"SG-TPD54_1"
0.0417886487283402,"SG-TPD54_1"
0.0184263372966902,"SG-TPD54_1"
0.0303403910412626,"SG-TPD54_1"
0.0463199134408474,"SG-TPD54_1"
0.117553124938073,"SG-TPD54_1"
0.120004491768508,"SG-TPD54_1"
0.0806306900095,"SG-TPD54_1"
0.039171177296267,"SG-TPD54_1"
0.219024203143176,"SG-TPD54_1"
0.0787206026469217,"SG-TPD54_1"
0.0643879523831907,"SG-TPD54_1"
0.00993233637780511,"SG-TPD54_1"
0.0463241116259596,"SG-TPD54_1"
0.0466681441697094,"SG-TPD54_1"
0.0812979393490568,"SG-TPD54_1"
0.0253556051629851,"SG-TPD54_1"
0.0755057101775482,"SG-TPD54_1"
0.106182042489751,"SG-TPD54_1"
0.0160756869324191,"SG-TPD54_1"
0.0189496890811299,"SG-TPD54_1"
0.0237150682764314,"SG-TPD54_1"
0.0109829125900869,"SG-TPD54_1"
0.0505464638231696,"SG-TPD54_1"
0.0295490455385253,"SG-TPD54_1"
0.0083958487640486,"SG-TPD54_1"
0.0666826476071062,"SG-TPD54_1"
0.0180144119008431,"SG-TPD54_1"
0.0143868422289636,"SG-TPD54_1"
0.0335819103758615,"SG-TPD54_1"
0.0188025459499834,"SG-TPD54_1"
0.0305862422478472,"SG-TPD54_1"
0.0200900285459988,"SG-TPD54_1"
0.0067581788725323,"SG-TPD54_1"
0.0355100874782371,"SG-TPD54_1"
0.0478797552476563,"SG-TPD54_1"
