"trace","wide","fd","dataid"
"1097",0.841651777837185,1.68960338860787,"SG-TPD54_1"
"1098",0.379935518067966,1.75119373971262,"SG-TPD54_1"
"11",0.352723703831652,1.4102981052301,"SG-TPD54_1"
"1103",0.403271377974467,2.24073351965879,"SG-TPD54_1"
"1106",0.219661324561299,2.21445566119054,"SG-TPD54_1"
"1107",0.141050192891189,2.39017345150692,"SG-TPD54_1"
"1108",0.589823455141154,1.5181871724994,"SG-TPD54_1"
"1109",0.630610325731543,1.84039503606254,"SG-TPD54_1"
"111",0.45149405684864,1.93068338864678,"SG-TPD54_1"
"1110",0.861713395359942,1.56111962555614,"SG-TPD54_1"
"1111",0.418702976184477,1.49715831522035,"SG-TPD54_1"
"1112",0.15669401807371,1.57045212063144,"SG-TPD54_1"
"1113",0.325192922266705,1.21934979516224,"SG-TPD54_1"
"1114",0.849699057923131,1.10705072837782,"SG-TPD54_1"
"1116",0.291558952470306,1.9284631098204,"SG-TPD54_1"
"1118",0.597924569802749,1.46706014701828,"SG-TPD54_1"
"1119",0.839826371212182,2.11749368529044,"SG-TPD54_1"
"112",0.304605921996911,2.20082212287223,"SG-TPD54_1"
"1125",0.804991095748587,1.36741726776915,"SG-TPD54_1"
"1126",0.946233992419237,1.62973010202502,"SG-TPD54_1"
"113",0.697257800587367,2.09482804118402,"SG-TPD54_1"
"1131",0.272375438494804,1.48211867925005,"SG-TPD54_1"
"1132",0.235714289923469,1.08603313250169,"SG-TPD54_1"
"1133",0.300747333715541,2.22339169669833,"SG-TPD54_1"
"1134",0.844947247577378,1.35544864597769,"SG-TPD54_1"
"1135",0.635210636873037,1.52035139845888,"SG-TPD54_1"
"1136",0.0783014237529194,2.28709489359815,"SG-TPD54_1"
"1137",0.467009051275527,1.47367194857259,"SG-TPD54_1"
"1138",0.149762976091619,1.86900786482697,"SG-TPD54_1"
"1139",0.642975275100895,1.52272950384139,"SG-TPD54_1"
"1141",1.00577750521573,1.20650997767699,"SG-TPD54_1"
"1142",0.301254098663379,1.44854867749597,"SG-TPD54_1"
"1143",0.946256303735777,1.70566025962187,"SG-TPD54_1"
"1144",0.286015817261907,1.70064418852326,"SG-TPD54_1"
"1145",0.496809570805503,1.05904418940139,"SG-TPD54_1"
"1146",0.158506917695818,1.36718111011834,"SG-TPD54_1"
"1147",0.385161358971515,1.46687077707167,"SG-TPD54_1"
"1149",0.271252511564161,1.65831905679518,"SG-TPD54_1"
"115",0.924216062239867,1.32039505395534,"SG-TPD54_1"
"1151",1.11023873501317,1.6023985256627,"SG-TPD54_1"
"1155",0.816141953823489,1.5515071171861,"SG-TPD54_1"
"1157",0.91199496990389,1.44267446230768,"SG-TPD54_1"
"1158",0.416245703440281,1.63516798774127,"SG-TPD54_1"
"1159",0.303223868375047,1.93187349281098,"SG-TPD54_1"
"116",0.671024554408095,1.84914328401015,"SG-TPD54_1"
"1161",0.199664369239558,1.5896580818213,"SG-TPD54_1"
"1162",0.471144622321703,1.74085529548757,"SG-TPD54_1"
"1166",0.431375940411153,2.32540449706776,"SG-TPD54_1"
"1168",0.235714289923469,1.3559550777422,"SG-TPD54_1"
"1169",0.890238901114292,1.43963414942013,"SG-TPD54_1"
"117",0.495372884562574,2.00744559463636,"SG-TPD54_1"
"1171",0.810327845654318,1.69637097747046,"SG-TPD54_1"
"1174",0.168592326437714,2.07384317771032,"SG-TPD54_1"
"1175",0.475666987057686,2.2539655008793,"SG-TPD54_1"
"118",0.559750732273139,1.75505914962955,"SG-TPD54_1"
"1180",1.02017352036575,1.3529456310881,"SG-TPD54_1"
"1181",0.585289434229222,1.62173738879923,"SG-TPD54_1"
"1182",0.694686609701189,1.84172558083289,"SG-TPD54_1"
"1185",0.190229232680349,2.65964121531923,"SG-TPD54_1"
"1186",0.275000004910714,1.95768006382428,"SG-TPD54_1"
"1187",0.446536369768679,1.72256329919755,"SG-TPD54_1"
"1188",0.406621418240929,1.8829526777962,"SG-TPD54_1"
"1189",0.730747797537088,1.354455568716,"SG-TPD54_1"
"119",0.571192216686138,1.19954802188994,"SG-TPD54_1"
"1191",1.0009717031013,1.62149728221745,"SG-TPD54_1"
"1193",0.463835535545107,2.53813346425614,"SG-TPD54_1"
"1194",0.600835525484093,1.98938492988112,"SG-TPD54_1"
"1195",0.94612176788805,1.39187092669325,"SG-TPD54_1"
"1199",0.47895340872042,1.78756427475686,"SG-TPD54_1"
"12",0.434245707790254,1.86102256097545,"SG-TPD54_1"
"120",0.240401784223142,2.0725470774097,"SG-TPD54_1"
"1201",0.22144482470654,1.47834872341108,"SG-TPD54_1"
"1202",0.360814034785232,1.57084271875024,"SG-TPD54_1"
"1203",1.58560571957665,1.39788323650641,"SG-TPD54_1"
"1204",0,NA,"SG-TPD54_1"
"1205",0.196428574936225,1.41248857979819,"SG-TPD54_1"
"1207",1.3182336473452,1.59956803949679,"SG-TPD54_1"
"1208",0.726144439288911,1.44369596493606,"SG-TPD54_1"
"121",0.508982473862704,1.64267248301664,"SG-TPD54_1"
"1210",0.117857144961735,1.19126813092756,"SG-TPD54_1"
"1211",0.243464596075111,1.77892136411588,"SG-TPD54_1"
"1214",0.780678164105432,1.54626048615662,"SG-TPD54_1"
"1215",0.724156473078769,1.71336147208482,"SG-TPD54_1"
"1216",0.635927522524638,2.00053802541998,"SG-TPD54_1"
"1218",1.84252597651405,1.48511362749977,"SG-TPD54_1"
"1219",0.713106096074868,1.61948287233326,"SG-TPD54_1"
"122",0.76974492636243,2.05656952287917,"SG-TPD54_1"
"1222",0.317719561374273,1.67807736092213,"SG-TPD54_1"
"1223",0.519100490491822,1.82427992294972,"SG-TPD54_1"
"1224",0.504875910266679,1.97239933710763,"SG-TPD54_1"
"1225",0.819996032513651,1.71520975483348,"SG-TPD54_1"
"1226",0.447195738335013,1.88771805260316,"SG-TPD54_1"
"1227",0.817496862887193,1.52001840785528,"SG-TPD54_1"
"1228",0.627455861178269,1.4656286350166,"SG-TPD54_1"
"1230",0.527073175536971,1.45289374975736,"SG-TPD54_1"
"1232",0.544388356843057,2.04009930053165,"SG-TPD54_1"
"1233",0.527038369333608,1.58359991149617,"SG-TPD54_1"
"1234",0.425504135394462,1.40380679388146,"SG-TPD54_1"
"1235",0.425500023894314,1.90209295107213,"SG-TPD54_1"
"1237",0.252111115227537,1.63060870660437,"SG-TPD54_1"
"1239",0.669509672101348,1.99251079427849,"SG-TPD54_1"
"124",0.501246991880814,1.78465722642053,"SG-TPD54_1"
"1241",0.0944537019260542,1.50147721549103,"SG-TPD54_1"
"1242",0.423826195964587,1.47345556384247,"SG-TPD54_1"
"1243",0.173089595737977,1.60826676348154,"SG-TPD54_1"
"1244",0.2133617839017,1.39525512166582,"SG-TPD54_1"
"1245",0.650445667439295,1.25027414679623,"SG-TPD54_1"
"1246",0.5982467088283,1.17908872597422,"SG-TPD54_1"
"125",0.582510068567472,1.97293984457855,"SG-TPD54_1"
"1250",0.550000009821429,1.14594010101463,"SG-TPD54_1"
"1251",0.374397209132597,1.66953871653147,"SG-TPD54_1"
"1252",0.373572072868945,1.60211300138631,"SG-TPD54_1"
"1253",0.720128053751016,1.69210198363197,"SG-TPD54_1"
"1255",0.726167386676265,1.50729460946132,"SG-TPD54_1"
"1256",0.329519357738359,1.47296617038407,"SG-TPD54_1"
"1257",0.638555513158605,1.57044607178459,"SG-TPD54_1"
"1258",0.300836459064819,2.20145488796781,"SG-TPD54_1"
"126",0.655679434802476,1.32204259659617,"SG-TPD54_1"
"1260",0.111326686455755,2.57463529441001,"SG-TPD54_1"
"1261",0.541631446076673,1.41852416768777,"SG-TPD54_1"
"1262",0.471428579846939,1.52809164330108,"SG-TPD54_1"
"1265",0.486597497873872,2.34608876688221,"SG-TPD54_1"
"1266",1.09283109087883,1.47458599962604,"SG-TPD54_1"
"1268",0.752955883019158,1.8937091579904,"SG-TPD54_1"
"1269",0.939230683517348,1.80528874005127,"SG-TPD54_1"
"127",0.404032240770946,1.72448754675077,"SG-TPD54_1"
"1271",0.184300569092352,1.33289656789622,"SG-TPD54_1"
"1272",0.27084400564361,1.98149802185941,"SG-TPD54_1"
"1273",0.459418493337767,1.57107960956698,"SG-TPD54_1"
"1274",0.678804831113313,1.82957972626308,"SG-TPD54_1"
"1276",0.418016090313071,1.65427806863307,"SG-TPD54_1"
"1279",0.424317844302103,1.87612252711277,"SG-TPD54_1"
"128",0.389106764037458,1.43448862877509,"SG-TPD54_1"
"1280",0.400958493606096,1.4110767412146,"SG-TPD54_1"
"1281",0.909703062773278,1.43923057942138,"SG-TPD54_1"
"1282",0.138977496998158,1.92159550679934,"SG-TPD54_1"
"1283",0.532551484858124,1.58373805257161,"SG-TPD54_1"
"1284",0.807548048602083,1.33913444378618,"SG-TPD54_1"
"1285",0.2247759506111,1.95381091775932,"SG-TPD54_1"
"1286",0.219168658049953,1.68174092898905,"SG-TPD54_1"
"1287",0.745656611834017,1.62416209564095,"SG-TPD54_1"
"1288",0.31241247767254,2.46354836258323,"SG-TPD54_1"
"1289",0.235714289923469,1.33677264689975,"SG-TPD54_1"
"129",0.187860968559578,2.52786970988035,"SG-TPD54_1"
"1290",0.432142864859694,1.30345829495218,"SG-TPD54_1"
"1291",0.49969393007211,1.50440779450319,"SG-TPD54_1"
"1292",0.864285729719388,1.84383397054098,"SG-TPD54_1"
"1293",0.223869093737149,2.38558294019092,"SG-TPD54_1"
"1294",0.662450682268569,1.28899068626082,"SG-TPD54_1"
"1295",0.464543773946925,1.3903060434916,"SG-TPD54_1"
"1296",0.903571444706633,1,"SG-TPD54_1"
"1297",0.150701773073268,1.618522640064,"SG-TPD54_1"
"1298",0.935558802595804,1.5692504468504,"SG-TPD54_1"
"1299",1.10000001964286,1.38406940614238,"SG-TPD54_1"
"13",0.368349183640019,2.48222272080751,"SG-TPD54_1"
"130",0.414814713502215,2.37560690571629,"SG-TPD54_1"
"1301",0.688341151073282,1.84195943382482,"SG-TPD54_1"
"1302",0.948589439319916,1.52845765615788,"SG-TPD54_1"
"1303",0.499367541004949,1.48413070995312,"SG-TPD54_1"
"1304",0.366053614880162,1.60044779681203,"SG-TPD54_1"
"1306",0.333350345654914,1.48022527792834,"SG-TPD54_1"
"1307",0.567443439934818,1.31745402090551,"SG-TPD54_1"
"1308",0.576308489720677,1.72428466877156,"SG-TPD54_1"
"1309",0.15714285994898,1.28906482631789,"SG-TPD54_1"
"131",0.590523094836758,1.65587295434619,"SG-TPD54_1"
"1310",0.117857144961735,1.39879157348811,"SG-TPD54_1"
"1311",0.876828941925342,1.48388778921761,"SG-TPD54_1"
"1312",0.389950239865529,1.38151505508822,"SG-TPD54_1"
"1313",0.316194822744239,1.76868436053012,"SG-TPD54_1"
"1314",0.432142864859694,1.29521335454502,"SG-TPD54_1"
"1315",0.801046497987812,1.63903694406851,"SG-TPD54_1"
"1316",0.262712769861445,1.31222650666456,"SG-TPD54_1"
"1317",0.794620621799002,1.69617354021025,"SG-TPD54_1"
"1318",0.279411241322458,1.74356409968819,"SG-TPD54_1"
"132",0.519866829277818,1.71050983058008,"SG-TPD54_1"
"1320",0.76547111173555,1.59616439808334,"SG-TPD54_1"
"1321",0.972446075107714,1.28150406991178,"SG-TPD54_1"
"1322",0.716276648706375,1.36752002630556,"SG-TPD54_1"
"1323",0.159987544272015,1.61241448844651,"SG-TPD54_1"
"1325",0.624487196490617,1.90552912075883,"SG-TPD54_1"
"1327",0.397642119870726,1.5539570227286,"SG-TPD54_1"
"1328",1.87812065633051,1.38010155591758,"SG-TPD54_1"
"1329",0.178789458792872,1.43245678227021,"SG-TPD54_1"
"133",0.698910193286922,1.48084563391347,"SG-TPD54_1"
"1332",3.12996467830829,1.12950723236406,"SG-TPD54_1"
"1333",0.277808299896846,2.03924326410656,"SG-TPD54_1"
"1338",0.528070729717086,1.39167452609033,"SG-TPD54_1"
"134",0.588669018489503,1.23551608088642,"SG-TPD54_1"
"1340",0.534227323273788,1.24350195728186,"SG-TPD54_1"
"1342",0.792552423145455,1.47749809802334,"SG-TPD54_1"
"1343",0.266397169422689,2.03433246287962,"SG-TPD54_1"
"1344",0.585321633890879,1.95066989725594,"SG-TPD54_1"
"1345",0.705783636654242,1.81663742920789,"SG-TPD54_1"
"1346",0.21666612140058,2.36521713303886,"SG-TPD54_1"
"1347",0.318464111296042,1.60414579851639,"SG-TPD54_1"
"1348",0.321265421033276,1.63834298609077,"SG-TPD54_1"
"1349",0.607911049395614,1.74057581389567,"SG-TPD54_1"
"1350",1.30758603216633,1.32242579765442,"SG-TPD54_1"
"1351",0.98224481375821,1.56540831191897,"SG-TPD54_1"
"1352",0.541312365905043,1.85211677375425,"SG-TPD54_1"
"1353",0.498371879100438,1.69515567693035,"SG-TPD54_1"
"1356",0.490836527095115,1.41194190156069,"SG-TPD54_1"
"1357",0.436318014117833,1.58747698505468,"SG-TPD54_1"
"1358",0.362196395861442,1.71226013917144,"SG-TPD54_1"
"1359",0.353571434885204,2.14715898595891,"SG-TPD54_1"
"1364",0.599742947197392,1.15096471968326,"SG-TPD54_1"
"1365",0.348000989118904,2.28398033313556,"SG-TPD54_1"
"1366",0.419245409481412,1.57717968661964,"SG-TPD54_1"
"1367",0.543264367228369,1.23611392665257,"SG-TPD54_1"
"1368",1.15220979056783,1.67377973489384,"SG-TPD54_1"
"1369",0.286004322186098,2.09812917710468,"SG-TPD54_1"
"137",0.784938824314997,1.54743275408667,"SG-TPD54_1"
"1370",0.387008261800728,1.98159408387348,"SG-TPD54_1"
"1371",0.351444223951012,1.5478785012535,"SG-TPD54_1"
"1372",0.514118940806741,2.00335205328866,"SG-TPD54_1"
"1375",0.293694288573349,2.63115178130201,"SG-TPD54_1"
"1376",0.739617009157061,1.54001736966761,"SG-TPD54_1"
"1377",0.45152720919027,1.19754030929623,"SG-TPD54_1"
"1380",0.369448188891275,1.27736334560283,"SG-TPD54_1"
"1381",0.450173836968862,1.67847679016412,"SG-TPD54_1"
"1382",0.311420684213425,2.30872797777405,"SG-TPD54_1"
"1388",1.27710666997904,1.77177486066546,"SG-TPD54_1"
"1389",0.598018275245457,1.48600714796821,"SG-TPD54_1"
"1390",0.438095095790694,1.93301454716428,"SG-TPD54_1"
"1391",0.346137498513734,1.17431620980427,"SG-TPD54_1"
"1392",0.607440610423458,1.76375963158057,"SG-TPD54_1"
"1393",0.603121996832498,2.07910776001561,"SG-TPD54_1"
"1394",0.48260736767536,1.97984335897227,"SG-TPD54_1"
"1395",0.466832178174471,1.44286389086405,"SG-TPD54_1"
"1396",0.337385736941107,1.94111133957804,"SG-TPD54_1"
"1397",0.573199095813749,1.36224682110718,"SG-TPD54_1"
"1398",0.429329768548754,1.14969730724692,"SG-TPD54_1"
"1399",0.638684279690369,1.38729954903292,"SG-TPD54_1"
"14",0.817944128010351,1.0772825800545,"SG-TPD54_1"
"1400",0.741241387898044,1.66821139505178,"SG-TPD54_1"
"1402",0.263458960013661,1.30602745608232,"SG-TPD54_1"
"1409",0.689990758341378,1.7340119552462,"SG-TPD54_1"
"141",0.352991085927365,2.03698481996926,"SG-TPD54_1"
"1410",0.147694489796484,2.14665857133995,"SG-TPD54_1"
"1411",0.825000014732143,1,"SG-TPD54_1"
"1412",0.263887432202506,2.02027333972384,"SG-TPD54_1"
"1413",0.299898892166345,1.96435685691737,"SG-TPD54_1"
"1414",0.548845852865785,1.56934367737052,"SG-TPD54_1"
"1415",0.479380199529217,2.0320951832672,"SG-TPD54_1"
"1416",1.05296654301243,1.69889824340134,"SG-TPD54_1"
"1417",0.189892999040508,2.65289237265577,"SG-TPD54_1"
"1418",0.268383936904118,1.38453224188694,"SG-TPD54_1"
"1419",0.728883761696712,2.06618794151722,"SG-TPD54_1"
"1420",0.342435175095248,2.00297694029231,"SG-TPD54_1"
"1421",0.497078869739708,1.31049632260322,"SG-TPD54_1"
"1422",0.782444126262735,1.65374330615243,"SG-TPD54_1"
"1423",0.168235273303361,1.58009357124473,"SG-TPD54_1"
"1424",0.20665813229,2.25408089897683,"SG-TPD54_1"
"1425",0.544248305461419,1.45182245816035,"SG-TPD54_1"
"1426",0.438281720343739,2.22152140484256,"SG-TPD54_1"
"1427",0.439263300535698,1.9678186591935,"SG-TPD54_1"
"143",0.308476987993635,1.26962231604292,"SG-TPD54_1"
"1430",0.755371406762991,1.84365099104415,"SG-TPD54_1"
"1433",0.292867091194915,1.9808445809927,"SG-TPD54_1"
"1438",1.07462705407478,1.76439416378873,"SG-TPD54_1"
"144",0.292660009293511,1.49940173090185,"SG-TPD54_1"
"1440",0.567517979881062,1.43458786592506,"SG-TPD54_1"
"1441",0.960862758892013,1.69036842265256,"SG-TPD54_1"
"1442",0.196428574936225,1.67598176837804,"SG-TPD54_1"
"1444",0.428183522773122,1.34228145708298,"SG-TPD54_1"
"1446",0.211560049772428,1.61535434048053,"SG-TPD54_1"
"1448",0.811480042297069,1.3587373551801,"SG-TPD54_1"
"1449",0.196428574936224,1.55329475566511,"SG-TPD54_1"
"145",0.807002769591213,1.41100171255138,"SG-TPD54_1"
"1450",1.04199036575461,1.63958021972328,"SG-TPD54_1"
"1451",0.324159358910291,1.9671229424768,"SG-TPD54_1"
"1452",0.750317633271589,1.41364598432463,"SG-TPD54_1"
"1453",0.586137001163828,1.2159726304679,"SG-TPD54_1"
"1454",0.311809150470403,1.21541180817963,"SG-TPD54_1"
"1455",0.659578029019261,1.61366529430858,"SG-TPD54_1"
"1458",0.265891348213814,1.82216708971529,"SG-TPD54_1"
"1459",0.48726900857692,2.2812070887482,"SG-TPD54_1"
"146",0.446606544220331,1.88386898696154,"SG-TPD54_1"
"1460",0.47803052504423,1.18743721577031,"SG-TPD54_1"
"1461",0.356611347865856,1.26857452490477,"SG-TPD54_1"
"1462",0.18351437674923,1.16821304927559,"SG-TPD54_1"
"1463",0.211242664472339,1.18922651183506,"SG-TPD54_1"
"1464",1.18659891685207,1.58079382520684,"SG-TPD54_1"
"1465",0.22757481027117,1.64319028098558,"SG-TPD54_1"
"1466",1.10373280303392,1.29777864824074,"SG-TPD54_1"
"1469",0.471428579846939,2.2389316427165,"SG-TPD54_1"
"1471",0.746428584757653,1.10479231749155,"SG-TPD54_1"
"1472",0.555310348082931,1.83467831456251,"SG-TPD54_1"
"1473",0.510714294834184,1.40429549321437,"SG-TPD54_1"
"1474",1.05314271953331,1.41941359539611,"SG-TPD54_1"
"1475",0.371456137173706,1.55722129598606,"SG-TPD54_1"
"1477",0.0593728267593895,1.3590197557045,"SG-TPD54_1"
"1478",0.398859246860406,1.68369821534647,"SG-TPD54_1"
"1479",0.511973064805202,1.29065454621715,"SG-TPD54_1"
"148",0.165445996721399,1.94851313001782,"SG-TPD54_1"
"1483",0.432142864859694,1.14856010668268,"SG-TPD54_1"
"1484",0.256927076050679,2.13589671960516,"SG-TPD54_1"
"1485",0.513077725949791,1.5544715718183,"SG-TPD54_1"
"1487",0.91718239630889,1.72751646859947,"SG-TPD54_1"
"1488",0.358201519881804,1.36068212546561,"SG-TPD54_1"
"1489",0.206589638227003,1.55970254369001,"SG-TPD54_1"
"1490",0.233777704895683,2.29974831579303,"SG-TPD54_1"
"1492",1.08285270598853,1.33052521713258,"SG-TPD54_1"
"1493",0.439454299261431,1.89232095865683,"SG-TPD54_1"
"1494",1.19190042152435,1.56491759122316,"SG-TPD54_1"
"1495",0.134356745559829,2.4196809166812,"SG-TPD54_1"
"1496",0.862379400335585,1.71978358787518,"SG-TPD54_1"
"1497",0.314285719897959,1.66624283451932,"SG-TPD54_1"
"1498",0.929162505933953,1.66324316867408,"SG-TPD54_1"
"1499",0.550612092543471,1.83110224649683,"SG-TPD54_1"
"15",0.903690468068817,1.29650169114369,"SG-TPD54_1"
"1504",0.566748872156525,1.90291133813927,"SG-TPD54_1"
"1505",0.98158709945973,1.77086289634836,"SG-TPD54_1"
"1506",0.582536385865431,1.69462892831296,"SG-TPD54_1"
"1509",1.28062020567101,1.61087818468121,"SG-TPD54_1"
"151",0.596506756699608,1.71232960727527,"SG-TPD54_1"
"1511",0.649009280598459,1.41880617384478,"SG-TPD54_1"
"1513",0.368472295304192,1.55630323173813,"SG-TPD54_1"
"1514",0.74190699313912,1.26335926071129,"SG-TPD54_1"
"1515",1.44420416931845,1.43825216644178,"SG-TPD54_1"
"1516",1.57299511478112,1.57645364377989,"SG-TPD54_1"
"1518",0.513779810969271,1.34448916645445,"SG-TPD54_1"
"1521",0.655149936659636,1.37820054290789,"SG-TPD54_1"
"1522",0.502443859341793,1.805129475851,"SG-TPD54_1"
"1524",0.881715674412002,1.5186826147989,"SG-TPD54_1"
"1525",0.851602988362926,1.26050952770905,"SG-TPD54_1"
"1526",0.288050146251264,2.03032424085207,"SG-TPD54_1"
"1528",0.37719373519981,1.48755007226006,"SG-TPD54_1"
"1529",0.28968471769832,2.30912618581227,"SG-TPD54_1"
"153",0.799518355057324,1.73888288141336,"SG-TPD54_1"
"1530",0.15714285994898,2.13162043345103,"SG-TPD54_1"
"1531",0.532492818872015,1.60691708766195,"SG-TPD54_1"
"1534",0.70465116426163,1.16248724943412,"SG-TPD54_1"
"1535",0.917064377155523,1.51478127225056,"SG-TPD54_1"
"1536",0.526054066996318,1.76510871189984,"SG-TPD54_1"
"1539",0.387061846379015,1.62718493904887,"SG-TPD54_1"
"154",0.496638124456276,1.77874600066991,"SG-TPD54_1"
"1542",0.775322684338882,1.26442751432992,"SG-TPD54_1"
"1544",0.220843856077913,1.49906231331082,"SG-TPD54_1"
"1545",0.615729370188233,1.18608352175194,"SG-TPD54_1"
"1546",0.344065814102709,2.11695387247963,"SG-TPD54_1"
"1547",0.15714285994898,1.5377253177871,"SG-TPD54_1"
"155",0.4453125612564,1.73982332655053,"SG-TPD54_1"
"1552",0.200958823890067,1.26060821120753,"SG-TPD54_1"
"1553",0.813813368569907,1.86026786827804,"SG-TPD54_1"
"1555",0.242564400954006,2.01513071480365,"SG-TPD54_1"
"1558",1.04234742686346,1.63246613205824,"SG-TPD54_1"
"1559",0.432555455579713,1.65922143136883,"SG-TPD54_1"
"156",0.490573697890061,1.08961377126545,"SG-TPD54_1"
"1560",0.432552830176034,1.95518404108096,"SG-TPD54_1"
"1562",0.383691990063324,1.55425846910791,"SG-TPD54_1"
"1563",0.449288165878477,1.81627937407393,"SG-TPD54_1"
"1564",0.821683610657915,1.31613765341709,"SG-TPD54_1"
"1565",0.293857120442858,2.0234023437544,"SG-TPD54_1"
"1567",0.286213808047225,2.44660133308169,"SG-TPD54_1"
"1569",0.365243859729616,1.44951479032685,"SG-TPD54_1"
"157",0.543294468054525,1.72983929568328,"SG-TPD54_1"
"1570",0.584178065862593,1.09181952873142,"SG-TPD54_1"
"1571",0.207777805623875,2.30960949844751,"SG-TPD54_1"
"1572",0.23007731128323,1.54618399723037,"SG-TPD54_1"
"1573",0.347590699448346,1.7721328456713,"SG-TPD54_1"
"1574",0.647110552612651,1.0353103855417,"SG-TPD54_1"
"1576",0.822795634108212,1.41811081355038,"SG-TPD54_1"
"1577",0.255078363000651,1.44476157911195,"SG-TPD54_1"
