 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,119.566,100.310,123.870
2,119.133,100.297,122.299
3,119.075,100.314,122.482
4,102.975,100.267,122.200
5,104.676,100.203,122.518
6,105.382,100.047,122.289
7,106.890,100.177,121.755
8,106.408,100.157,122.672
9,107.426,100.129,122.310
10,107.864,100.132,122.065
11,108.408,100.009,121.486
12,108.994,100.042,122.128
13,109.060,100.180,122.296
14,109.281,100.353,121.591
15,109.781,99.980,120.626
16,109.269,99.998,121.095
17,109.747,100.072,121.628
18,110.203,99.907,120.594
19,109.912,100.107,120.339
20,109.907,99.912,120.186
21,110.483,100.000,120.571
22,110.542,99.875,120.541
23,110.536,99.921,120.095
24,110.410,99.891,120.320
25,110.773,99.846,120.966
26,111.029,100.027,121.371
27,110.770,99.958,120.851
28,112.014,99.814,120.161
29,112.281,99.972,121.003
30,112.545,100.132,121.089
31,111.971,100.047,120.071
32,112.837,99.910,120.366
33,113.144,99.987,119.882
34,112.787,99.853,119.278
35,112.955,99.933,119.700
36,112.583,99.859,119.563
37,112.594,100.000,119.810
38,112.732,99.750,119.575
39,112.533,99.819,119.917
40,112.678,99.857,119.462
41,112.214,99.918,119.993
42,112.104,99.768,120.924
43,112.495,99.920,119.845
44,112.242,99.829,120.110
45,112.809,99.936,119.818
46,112.315,99.986,119.305
47,113.444,99.856,119.981
48,113.402,99.924,119.876
49,113.384,99.806,120.816
50,112.610,99.795,120.209
51,112.932,99.839,119.865
52,113.574,99.800,119.306
53,113.766,99.778,118.088
54,113.389,99.897,118.665
55,113.573,99.928,118.359
56,113.647,99.669,118.989
57,113.252,99.799,118.763
58,112.620,99.818,118.179
59,113.335,99.862,118.744
60,112.964,99.630,118.755
61,113.500,99.878,118.961
62,113.107,99.794,118.626
63,113.213,99.722,118.963
64,114.597,99.704,119.178
