 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.277,99.911,112.272
2,111.209,99.892,112.133
3,110.576,99.718,112.134
4,101.848,99.895,111.758
5,103.264,99.912,111.796
6,104.465,99.854,112.057
7,105.236,99.791,112.225
8,106.360,99.793,111.600
9,106.379,99.985,111.813
10,106.829,99.927,111.830
11,107.334,99.859,112.101
12,107.040,99.945,111.926
13,107.929,99.900,112.432
14,107.881,99.972,111.890
15,107.733,99.716,111.867
16,108.318,99.898,111.359
17,108.525,99.913,111.891
18,108.588,100.026,111.915
19,108.838,99.852,111.171
20,108.734,99.981,111.504
21,108.931,99.946,111.867
22,109.091,99.930,111.468
23,109.536,99.858,110.752
24,108.486,99.798,111.199
25,108.859,99.864,111.234
26,108.497,99.866,111.063
27,109.002,99.925,111.393
28,109.590,99.852,112.252
29,109.444,99.935,112.030
30,109.429,99.865,112.085
31,110.300,99.888,112.102
32,110.002,99.913,111.746
33,109.059,99.912,111.768
34,109.587,99.861,111.832
35,108.985,99.769,112.055
36,110.078,99.852,112.230
37,109.518,99.823,111.197
38,110.781,99.807,111.301
39,110.021,99.888,111.074
40,110.152,99.764,110.917
41,110.065,99.733,110.932
42,109.425,99.958,110.881
43,109.767,99.718,111.662
44,109.676,99.875,112.310
45,110.244,99.929,111.327
46,109.244,99.858,111.885
47,109.899,99.718,111.685
48,109.993,99.747,112.419
49,110.105,99.918,112.605
50,109.641,99.786,111.791
51,110.221,99.867,111.273
52,110.434,99.804,110.903
53,110.107,99.875,110.939
54,110.131,99.815,111.643
55,109.549,100.012,111.894
56,109.747,99.924,111.380
57,110.437,99.793,112.321
58,109.584,99.753,111.458
59,110.169,99.936,112.208
60,109.941,99.839,111.527
61,110.258,99.780,111.284
62,109.888,99.863,110.729
63,109.716,99.842,110.924
64,109.560,99.818,111.141
