 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,117.960,100.015,111.288
2,116.087,99.958,110.980
3,116.600,99.823,111.130
4,101.912,99.859,110.618
5,103.055,99.872,110.640
6,103.994,99.961,110.312
7,104.404,99.959,110.968
8,105.068,100.018,110.515
9,105.307,99.856,111.176
10,105.420,99.760,111.333
11,106.485,99.837,110.650
12,107.005,99.932,110.962
13,106.970,99.969,110.578
14,107.727,99.848,110.411
15,108.241,99.997,110.189
16,108.572,99.888,110.027
17,108.101,99.959,109.896
18,108.752,99.845,109.947
19,108.584,99.935,109.394
20,108.691,99.914,109.658
21,109.476,99.823,109.842
22,108.906,99.782,109.626
23,109.136,99.873,109.765
24,109.463,99.777,109.568
25,110.006,99.741,109.780
26,109.396,99.821,109.752
27,109.476,99.900,109.846
28,108.930,99.727,109.724
29,109.417,99.849,109.924
30,109.738,99.851,109.182
31,109.895,99.834,109.360
32,109.175,99.759,109.578
33,109.703,99.688,109.819
34,109.480,99.536,109.590
35,109.493,99.735,109.088
36,109.969,99.759,109.073
37,109.731,99.821,109.559
38,110.172,99.787,109.465
39,110.124,99.839,109.553
40,109.825,99.641,109.424
41,109.864,99.861,109.481
42,109.672,99.837,109.533
43,109.523,99.888,109.246
44,109.805,99.720,108.962
45,109.829,99.777,109.099
46,109.332,99.867,109.077
47,109.657,99.723,108.527
48,109.429,99.764,108.844
49,109.381,99.808,108.611
50,109.330,99.752,108.696
51,109.376,99.815,109.014
52,108.990,99.883,108.771
53,109.288,99.853,108.562
54,109.518,99.741,108.962
55,109.270,99.800,108.470
56,109.719,99.641,108.881
57,109.374,99.817,108.647
58,109.275,99.841,108.512
59,109.193,99.806,108.441
60,109.253,99.889,108.670
61,109.301,99.731,108.664
62,109.203,99.866,108.951
63,108.939,99.808,108.515
64,108.817,99.809,108.468
