 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,110.929,99.856,108.920
2,111.145,99.837,108.650
3,111.389,99.820,108.324
4,101.830,99.854,108.193
5,103.251,99.956,108.331
6,104.148,99.885,108.750
7,104.759,100.112,109.348
8,105.431,99.885,108.796
9,105.783,100.002,108.776
10,106.688,99.940,109.059
11,106.750,100.042,108.733
12,107.113,100.002,108.752
13,107.467,99.777,108.787
14,107.608,99.832,109.047
15,108.073,99.834,108.636
16,108.701,99.946,108.845
17,108.416,99.808,108.782
18,108.898,99.873,108.864
19,109.258,99.957,108.684
20,109.241,99.935,108.791
21,109.543,99.838,108.736
22,109.641,99.935,108.431
23,109.672,99.918,108.546
24,110.156,99.919,108.049
25,110.246,99.915,107.818
26,109.726,99.923,107.340
27,110.142,99.721,107.380
28,110.765,99.835,107.831
29,110.424,99.912,108.073
30,110.007,100.015,108.355
31,109.898,100.021,108.185
32,110.576,99.949,108.134
33,110.491,99.912,107.884
34,110.307,99.847,108.449
35,110.606,99.847,107.924
36,110.688,99.775,108.125
37,110.394,99.912,108.061
38,110.194,99.942,108.257
39,110.460,99.970,108.197
40,110.417,100.021,107.973
41,109.825,99.840,108.376
42,110.279,99.896,107.582
43,110.003,99.875,107.425
44,110.073,99.969,107.582
45,109.886,99.894,107.525
46,109.819,99.826,107.603
47,110.154,100.091,107.444
48,111.047,99.801,107.986
49,110.711,99.819,107.891
50,110.147,99.834,107.620
51,109.801,99.930,107.018
52,109.751,99.925,107.881
53,109.949,99.804,107.423
54,109.548,99.918,107.603
55,109.177,99.896,107.427
56,110.190,100.008,107.604
57,110.014,99.902,107.948
58,109.612,99.745,107.667
59,108.987,99.851,107.336
60,109.763,99.898,107.482
61,110.183,99.688,107.130
62,109.970,99.884,107.232
63,110.632,99.807,107.491
64,109.939,99.842,107.832
