 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,113.653,99.990,114.120
2,113.383,99.789,114.410
3,113.410,99.879,113.366
4,101.818,100.015,113.786
5,103.455,99.894,115.041
6,104.953,99.870,113.924
7,105.867,100.027,113.806
8,106.377,99.896,112.947
9,106.806,100.022,113.314
10,108.065,99.930,114.063
11,107.852,99.913,113.592
12,109.406,99.952,113.745
13,108.706,99.944,113.620
14,108.406,99.832,113.589
15,108.363,100.043,113.435
16,109.381,100.044,113.027
17,110.044,99.875,113.566
18,109.792,99.846,112.533
19,110.313,99.876,113.618
20,110.741,99.900,113.025
21,109.552,99.903,113.411
22,110.604,99.935,114.122
23,110.636,100.063,113.265
24,111.059,99.979,113.351
25,111.022,100.048,113.553
26,111.206,99.871,112.775
27,111.477,99.959,113.698
28,110.973,99.912,113.630
29,110.220,100.057,114.319
30,110.818,99.997,114.300
31,111.179,100.029,114.324
32,111.363,99.855,113.507
33,111.348,99.907,114.069
34,111.123,99.991,113.020
35,111.346,99.917,113.763
36,110.523,99.808,114.006
37,111.098,99.751,113.938
38,111.889,99.959,113.624
39,111.712,99.848,113.418
40,111.218,99.998,114.396
41,111.358,99.875,114.207
42,111.794,99.864,114.894
43,111.930,100.119,113.703
44,112.016,99.927,114.240
45,111.673,99.939,113.886
46,111.687,99.922,114.608
47,112.135,99.799,115.201
48,112.466,99.808,114.712
49,111.712,99.809,114.893
50,111.416,99.864,114.039
51,111.595,99.941,114.688
52,111.674,99.906,114.534
53,111.801,99.773,113.641
54,111.715,99.943,113.676
55,111.333,99.907,114.155
56,111.400,100.006,114.162
57,111.551,99.940,113.629
58,111.793,99.857,113.731
59,110.688,99.824,113.237
60,111.476,100.085,113.359
61,111.519,99.911,113.481
62,112.829,99.966,112.595
63,112.916,99.910,113.272
64,112.606,99.949,113.124
