 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,115.618,99.776,111.702
2,115.145,99.951,111.382
3,114.112,99.806,111.500
4,101.936,99.937,111.116
5,103.782,99.837,111.743
6,105.240,99.891,112.408
7,106.153,99.991,112.206
8,106.606,99.826,112.818
9,107.392,99.855,111.893
10,106.930,99.827,112.275
11,107.453,99.970,111.601
12,107.413,100.000,112.072
13,108.036,99.922,112.333
14,108.419,99.795,112.384
15,109.195,99.959,112.461
16,109.188,99.939,112.603
17,109.971,99.974,111.897
18,110.430,99.884,111.818
19,109.719,99.974,111.897
20,110.018,99.971,112.084
21,110.968,99.962,112.053
22,110.095,99.900,111.458
23,110.628,100.035,111.237
24,111.472,99.991,111.917
25,111.412,99.994,111.921
26,111.171,99.914,111.851
27,111.388,99.727,110.719
28,111.526,99.920,111.004
29,110.801,99.952,110.915
30,111.010,99.835,110.808
31,110.964,99.938,110.706
32,111.453,99.883,110.837
33,111.619,100.088,111.147
34,111.674,99.885,110.929
35,111.406,99.890,110.779
36,111.429,99.887,110.570
37,111.933,99.922,111.084
38,110.917,99.820,111.018
39,111.277,99.872,110.521
40,111.901,99.814,110.620
41,111.559,100.033,110.918
42,111.467,99.952,110.359
43,111.171,100.035,110.775
44,111.894,99.840,110.487
45,112.197,99.794,110.500
46,111.532,99.997,110.926
47,110.923,99.949,110.566
48,111.716,99.839,110.617
49,111.356,99.870,110.761
50,111.710,99.696,110.425
51,111.251,99.818,110.687
52,111.221,99.856,110.876
53,111.624,99.816,110.472
54,111.635,99.951,110.524
55,112.086,99.841,111.148
56,111.728,99.950,111.013
57,111.600,99.922,110.997
58,111.733,99.819,111.016
59,111.548,99.859,110.718
60,111.928,99.986,110.411
61,112.130,99.831,110.603
62,111.924,99.866,110.389
63,112.269,100.134,110.199
64,112.369,99.980,110.348
