 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,107.792,99.717,115.212
2,107.497,99.670,114.258
3,107.602,99.665,115.082
4,102.004,99.752,115.175
5,103.047,99.797,114.449
6,103.568,99.713,114.588
7,104.119,99.845,114.734
8,104.727,99.932,114.479
9,104.800,99.754,114.480
10,105.188,99.822,114.182
11,105.457,99.701,114.800
12,105.161,99.609,114.530
13,105.443,99.752,114.875
14,105.434,99.641,114.955
15,105.771,99.726,115.064
16,105.756,99.768,115.041
17,105.594,99.700,115.572
18,105.688,99.661,115.447
19,106.030,99.731,114.888
20,106.280,99.765,115.853
21,105.907,99.759,115.381
22,105.852,99.852,114.789
23,105.685,99.608,113.836
24,105.735,99.836,114.038
25,106.075,99.953,114.866
26,105.660,99.904,114.564
27,106.036,99.689,114.999
28,106.145,99.662,115.326
29,106.007,99.745,114.472
30,106.071,99.697,114.437
31,105.814,99.665,114.390
32,106.268,99.743,114.358
33,106.313,99.733,114.364
34,106.535,99.489,114.371
35,106.446,99.724,114.046
36,106.248,99.838,114.051
37,106.035,99.710,113.853
38,106.063,99.680,113.316
39,105.813,99.777,113.645
40,106.036,99.700,113.462
41,106.216,99.725,113.039
42,106.124,99.711,113.659
43,106.192,99.795,113.914
44,107.026,99.829,113.994
45,106.485,99.666,113.157
46,106.393,99.718,112.840
47,106.489,99.683,112.807
48,106.589,99.702,113.268
49,106.083,99.771,112.762
50,106.313,99.816,113.188
51,106.398,99.693,113.003
52,106.365,99.789,113.315
53,106.516,99.806,112.872
54,106.402,99.618,112.924
55,106.256,99.835,113.139
56,105.839,99.857,112.663
57,105.931,99.788,112.469
58,105.798,99.820,112.749
59,106.137,99.713,112.721
60,106.000,99.836,112.344
61,106.142,99.781,112.335
62,105.965,99.620,112.151
63,106.271,99.776,111.648
64,106.104,99.710,111.781
