 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,113.206,99.948,112.430
2,112.150,99.924,112.072
3,113.126,99.929,111.960
4,102.110,100.006,112.218
5,103.554,100.035,112.235
6,104.327,99.893,112.952
7,105.691,99.906,113.096
8,105.674,99.937,111.841
9,106.214,99.995,112.475
10,106.276,100.104,112.876
11,106.905,99.960,113.140
12,107.309,99.951,113.610
13,107.494,99.963,112.874
14,107.692,99.860,112.653
15,107.983,100.104,112.344
16,108.414,99.995,112.840
17,107.920,99.785,112.441
18,107.841,99.846,112.510
19,108.185,99.946,112.206
20,108.636,100.006,112.802
21,108.863,99.956,112.538
22,108.558,99.909,112.337
23,109.404,99.963,112.218
24,109.254,99.990,111.915
25,109.586,100.019,112.426
26,108.881,99.833,112.354
27,109.229,100.021,112.147
28,109.511,100.036,112.568
29,109.194,100.001,112.547
30,109.338,100.041,113.243
31,109.247,100.168,112.793
32,109.772,100.044,112.779
33,109.775,99.963,113.453
34,110.375,99.991,112.726
35,110.371,99.812,112.288
36,109.986,99.853,112.033
37,110.372,99.995,112.178
38,110.652,100.053,112.353
39,109.808,99.991,112.318
40,110.798,99.963,111.443
41,111.132,99.999,112.431
42,111.039,99.951,112.368
43,112.072,100.013,112.846
44,111.478,100.076,113.139
45,111.676,99.858,112.352
46,111.241,99.953,112.520
47,111.900,100.064,111.834
48,111.197,99.892,112.276
49,111.540,99.977,111.978
50,111.118,100.026,111.532
51,111.114,99.922,112.019
52,111.112,99.860,112.296
53,111.100,99.995,112.098
54,111.259,99.947,112.214
55,110.590,100.071,111.924
56,110.200,99.842,111.845
57,110.765,99.856,111.441
58,111.012,99.896,111.947
59,110.732,100.033,111.824
60,110.967,99.976,111.823
61,111.005,99.829,111.962
62,110.576,99.988,112.318
63,110.722,99.926,111.797
64,110.960,100.041,111.219
