 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,110.206,99.951,109.151
2,109.112,100.209,108.946
3,108.976,100.036,109.124
4,101.112,99.931,109.071
5,102.611,99.916,109.098
6,103.728,100.082,108.723
7,104.493,99.906,108.931
8,105.163,99.994,108.593
9,105.782,99.910,109.100
10,106.401,99.911,109.429
11,106.680,100.000,108.792
12,105.982,99.892,108.668
13,105.986,99.912,108.778
14,106.310,100.081,108.406
15,105.907,99.931,107.943
16,106.502,100.054,109.100
17,107.572,100.044,108.817
18,107.055,99.994,109.169
19,107.604,99.979,108.932
20,106.930,99.964,108.416
21,107.746,100.056,108.512
22,107.331,100.130,108.621
23,107.418,99.927,107.723
24,107.179,100.018,108.467
25,107.987,100.030,108.869
26,107.534,100.100,109.579
27,107.685,100.096,109.514
28,107.850,99.997,109.347
29,108.053,100.095,108.669
30,107.634,99.914,108.802
31,107.835,100.035,108.709
32,107.736,100.008,108.564
33,108.220,99.938,107.858
34,108.147,100.067,108.665
35,108.230,99.905,109.102
36,108.225,99.931,109.599
37,108.048,99.935,109.186
38,107.831,100.062,109.747
39,108.360,100.134,109.808
40,108.184,99.900,109.384
41,108.650,100.047,109.590
42,108.516,99.903,109.387
43,108.143,100.018,109.634
44,108.798,99.966,110.094
45,108.550,99.959,109.915
46,108.793,99.889,109.594
47,108.332,99.938,109.096
48,108.430,99.862,110.176
49,108.147,99.943,109.923
50,109.018,99.944,110.162
51,108.765,99.988,109.794
52,109.329,100.031,109.811
53,108.747,100.083,108.926
54,109.029,99.983,108.994
55,108.634,99.908,109.360
56,108.243,100.014,109.887
57,108.461,100.004,109.352
58,108.805,100.041,109.096
59,109.213,99.976,109.480
60,109.117,100.009,109.537
61,108.441,99.938,109.770
62,108.864,99.913,109.525
63,107.972,99.954,108.805
64,109.093,100.083,108.693
