 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.104,100.021,109.429
2,109.408,99.887,109.440
3,109.296,99.994,109.986
4,102.240,99.835,109.909
5,103.363,99.733,110.008
6,103.974,99.923,110.324
7,104.972,100.001,109.964
8,105.334,99.928,109.713
9,105.612,99.960,109.287
10,105.934,99.950,108.364
11,105.694,99.997,109.040
12,106.059,99.795,108.218
13,105.950,100.065,108.175
14,106.147,100.064,108.914
15,106.573,99.838,108.579
16,106.464,99.838,109.139
17,106.695,99.923,109.407
18,106.983,99.861,108.827
19,106.942,100.040,108.838
20,106.818,100.057,108.494
21,107.487,99.768,109.312
22,107.608,99.900,109.143
23,108.190,99.787,109.125
24,108.885,99.725,109.408
25,108.914,99.873,110.094
26,108.592,99.923,109.761
27,107.945,99.922,109.423
28,108.146,99.877,109.050
29,108.754,99.945,109.312
30,108.132,99.811,109.457
31,107.911,99.845,110.170
32,108.182,99.932,109.776
33,108.579,99.655,110.073
34,108.652,99.907,109.357
35,108.487,99.791,109.555
36,108.119,99.796,109.887
37,108.255,99.932,109.432
38,108.058,99.777,109.133
39,107.888,99.959,109.841
40,107.312,99.873,108.665
41,108.376,99.888,109.396
42,108.003,99.736,109.312
43,107.816,99.865,109.441
44,107.735,99.912,109.667
45,107.882,99.804,109.847
46,107.457,99.695,109.229
47,107.240,99.617,109.834
48,107.748,99.731,110.309
49,108.133,99.830,110.123
50,108.065,99.910,110.196
51,108.142,99.703,110.183
52,108.609,99.828,109.261
53,108.472,99.751,109.997
54,108.500,99.827,110.203
55,108.962,99.876,109.976
56,108.421,99.959,110.041
57,109.026,99.873,109.940
58,108.475,99.767,110.870
59,109.136,99.945,110.336
60,108.438,99.870,109.910
61,108.358,99.924,109.747
62,108.292,99.940,111.375
63,109.069,99.768,111.115
64,108.429,99.797,111.199
