 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,112.308,100.088,114.120
2,112.679,99.969,114.293
3,112.186,100.018,113.688
4,102.738,99.826,113.537
5,103.886,99.850,113.133
6,104.465,99.998,114.427
7,105.175,99.815,113.850
8,106.182,100.022,113.690
9,106.737,99.883,113.292
10,106.828,99.952,113.959
11,107.335,99.759,113.185
12,107.742,99.857,113.606
13,108.120,99.911,112.784
14,108.406,99.791,112.766
15,109.178,99.961,112.079
16,108.640,100.084,112.959
17,108.690,100.041,112.622
18,108.993,100.047,113.324
19,109.512,99.929,112.697
20,109.708,99.974,112.712
21,110.111,99.909,112.833
22,109.733,99.856,113.003
23,109.490,99.831,112.285
24,109.754,99.893,112.513
25,109.496,99.952,112.646
26,109.598,99.896,112.705
27,109.475,99.923,111.938
28,110.034,99.961,113.153
29,110.521,99.960,113.035
30,110.376,99.919,112.362
31,110.250,99.924,112.043
32,110.588,99.885,111.671
33,110.384,99.843,112.394
34,110.042,99.874,112.605
35,110.750,99.811,112.851
36,110.463,99.897,112.670
37,110.465,99.862,112.903
38,110.815,99.870,113.024
39,110.795,99.942,113.037
40,110.334,99.757,112.677
41,111.481,100.119,113.205
42,110.622,99.884,112.958
43,110.770,99.896,112.861
44,110.560,99.957,112.700
45,110.771,99.971,113.463
46,111.134,99.885,113.770
47,111.346,100.007,113.606
48,111.159,99.873,113.805
49,111.187,99.851,112.953
50,110.632,100.022,113.016
51,110.762,99.878,113.606
52,111.063,99.969,113.628
53,110.420,99.852,113.120
54,110.938,99.853,112.951
55,110.072,99.914,112.986
56,110.029,99.900,113.050
57,110.287,99.789,113.473
58,109.935,99.912,113.811
59,110.199,99.839,112.968
60,109.933,99.903,112.592
61,110.089,99.912,112.744
62,110.305,99.827,113.244
63,109.967,99.912,112.218
64,110.917,99.787,113.455
