 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,115.702,99.993,109.793
2,115.244,100.005,109.620
3,115.150,100.182,109.364
4,101.809,100.216,109.178
5,102.800,99.920,109.549
6,103.951,99.994,109.638
7,103.947,99.988,109.665
8,104.495,100.054,109.742
9,105.093,100.177,109.254
10,105.692,100.118,109.537
11,106.456,100.092,109.383
12,106.041,99.974,108.945
13,106.348,100.107,108.961
14,106.554,100.098,108.841
15,106.641,100.054,108.782
16,106.806,100.035,109.104
17,107.305,99.999,108.607
18,107.241,100.092,108.644
19,107.653,99.938,109.512
20,108.217,100.094,109.462
21,108.224,100.138,109.221
22,108.971,100.039,109.568
23,108.761,100.114,109.713
24,108.240,100.054,109.983
25,108.528,100.111,110.005
26,108.555,100.034,109.885
27,108.743,99.944,110.359
28,108.809,99.893,109.691
29,109.920,99.911,110.626
30,109.335,100.095,110.114
31,109.436,100.007,110.040
32,109.179,99.934,110.076
33,109.510,99.756,109.755
34,109.293,99.956,110.096
35,109.493,99.825,109.680
36,109.833,99.932,109.791
37,109.900,99.915,110.001
38,110.114,100.098,110.021
39,110.253,100.191,110.147
40,110.134,100.156,109.981
41,110.467,99.931,109.677
42,110.543,99.847,110.215
43,110.455,100.060,110.210
44,110.626,99.971,109.361
45,111.194,100.151,110.195
46,111.115,99.947,109.762
47,111.447,99.852,109.923
48,111.578,99.947,110.053
49,111.230,100.041,109.747
50,111.427,100.007,109.563
51,111.129,100.160,109.916
52,111.116,100.029,109.623
53,111.995,100.028,109.697
54,111.888,99.948,110.294
55,111.737,99.977,109.395
56,111.724,99.970,109.523
57,111.843,99.847,109.578
58,111.617,99.911,109.694
59,111.698,99.961,109.530
60,111.104,100.006,109.817
61,111.198,99.968,109.280
62,111.399,100.008,109.479
63,111.156,99.888,109.617
64,111.687,99.972,109.492
