 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,110.690,100.056,107.192
2,111.031,100.067,106.749
3,111.439,100.123,106.779
4,101.772,100.001,106.959
5,102.729,100.046,106.451
6,103.104,100.007,106.182
7,103.638,99.996,106.291
8,104.258,99.966,106.282
9,105.123,100.141,106.287
10,105.405,99.954,106.165
11,105.481,99.977,106.133
12,105.639,99.982,106.158
13,106.242,100.012,106.065
14,105.958,99.872,105.777
15,106.175,99.921,105.852
16,106.958,99.969,105.920
17,107.146,99.936,106.111
18,107.035,100.003,106.621
19,107.689,99.892,106.975
20,107.376,100.141,107.045
21,107.803,99.981,106.801
22,107.860,99.936,106.885
23,108.227,99.986,107.027
24,107.454,100.151,106.886
25,107.362,100.130,106.550
26,107.654,100.058,106.602
27,108.124,100.064,106.693
28,107.269,99.925,106.549
29,107.412,100.034,106.982
30,107.644,99.996,106.923
31,107.931,100.160,106.976
32,107.794,99.899,106.886
33,108.131,99.823,107.344
34,107.687,99.931,107.272
35,108.074,99.967,108.152
36,107.458,99.987,107.957
37,108.043,99.949,108.014
38,107.803,100.076,107.584
39,107.728,100.020,108.291
40,108.018,99.983,107.663
41,107.809,100.065,108.225
42,108.516,99.978,108.245
43,108.026,100.047,107.862
44,107.882,99.879,109.064
45,108.285,100.107,108.671
46,107.870,99.945,108.012
47,108.032,99.879,108.145
48,108.348,99.892,107.657
49,107.971,100.053,108.258
50,107.994,99.939,108.232
51,108.231,99.704,107.478
52,108.217,100.041,107.425
53,107.493,99.856,107.464
54,107.820,99.922,107.441
55,108.153,99.939,108.153
56,108.069,99.910,107.453
57,108.080,99.819,107.948
58,108.500,99.950,107.704
59,108.121,100.000,108.082
60,108.428,99.875,107.567
61,108.827,100.021,108.455
62,108.442,99.851,107.932
63,108.706,100.015,107.381
64,108.347,100.099,107.493
