 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,123.645,99.948,108.912
2,120.933,99.968,108.768
3,122.202,99.700,108.377
4,102.836,99.999,108.607
5,105.623,99.874,109.104
6,107.007,99.852,108.642
7,108.694,99.966,109.318
8,109.369,99.885,110.136
9,110.098,100.052,109.395
10,111.118,100.004,109.181
11,111.762,99.789,109.192
12,111.932,100.027,109.068
13,112.119,99.959,110.280
14,113.801,99.978,110.443
15,114.147,99.924,110.049
16,113.436,99.793,109.211
17,114.470,99.921,110.293
18,114.903,99.794,110.594
19,115.761,99.829,109.463
20,116.405,99.758,108.991
21,115.342,99.884,109.819
22,116.022,100.001,108.857
23,115.501,99.923,108.888
24,115.896,100.003,108.082
25,117.653,99.868,109.545
26,117.737,99.876,108.648
27,117.176,99.921,110.262
28,116.193,99.858,109.135
29,116.497,99.994,108.737
30,116.212,99.890,108.637
31,116.746,99.795,109.074
32,116.709,99.871,110.229
33,117.841,99.849,109.381
34,118.818,99.939,108.491
35,117.965,99.922,109.181
36,118.403,99.804,109.583
37,118.412,99.896,109.323
38,117.516,99.790,109.805
39,116.560,99.828,110.189
40,116.669,100.026,109.469
41,116.740,99.950,109.206
42,116.498,99.875,109.052
43,115.652,99.944,108.788
44,115.027,99.907,108.412
45,115.478,100.101,109.276
46,115.461,99.943,108.668
47,116.000,99.723,108.441
48,115.428,99.897,108.538
49,115.852,99.962,108.786
50,116.551,99.967,109.371
51,116.571,99.992,109.054
52,117.116,100.002,109.145
53,116.392,99.899,109.781
54,116.686,99.808,109.538
55,116.275,99.957,109.884
56,117.073,99.609,109.286
57,117.172,99.935,109.743
58,116.702,99.840,109.134
59,117.151,99.923,110.150
60,116.901,99.808,110.337
61,116.062,99.849,109.817
62,116.512,99.710,109.731
63,116.359,99.825,109.163
64,116.435,99.819,109.379
