 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,106.935,99.989,111.416
2,106.815,100.017,111.045
3,106.936,99.885,110.884
4,101.963,99.831,110.698
5,102.325,100.065,110.507
6,102.662,100.013,110.566
7,102.788,100.040,110.392
8,102.976,99.876,110.582
9,103.183,99.828,110.741
10,103.041,99.904,110.465
11,103.157,99.848,110.514
12,103.307,100.060,111.086
13,103.444,99.828,110.514
14,103.364,99.830,110.234
15,103.630,100.035,110.693
16,103.822,99.838,110.353
17,103.698,99.806,110.048
18,103.974,99.849,109.838
19,103.475,99.717,109.976
20,103.430,99.967,110.048
21,103.633,99.924,109.017
22,103.595,100.008,109.516
23,103.581,99.760,109.872
24,103.629,99.911,109.606
25,103.689,99.835,109.725
26,103.725,99.888,109.825
27,103.698,99.912,109.527
28,104.096,99.876,109.852
29,103.777,99.891,109.358
30,103.428,99.961,109.209
31,103.888,99.737,109.067
32,104.213,99.758,109.234
33,104.179,99.946,109.227
34,104.109,99.829,109.492
35,103.629,99.824,108.993
36,103.566,99.858,108.840
37,104.094,99.804,108.813
38,104.331,99.775,108.653
39,104.191,99.668,108.759
40,104.325,99.852,108.854
41,104.194,99.824,108.678
42,104.011,99.786,108.656
43,104.100,99.681,109.298
44,104.133,99.960,108.444
45,104.150,99.886,108.897
46,104.234,99.825,108.731
47,104.390,99.759,108.694
48,104.142,99.786,109.233
49,104.243,99.774,109.465
50,104.100,99.835,109.037
51,104.146,99.734,109.109
52,104.099,99.720,109.119
53,104.224,99.831,108.718
54,104.094,99.833,109.073
55,104.238,99.719,108.262
56,104.140,99.793,108.031
57,104.153,99.768,107.925
58,104.095,99.816,107.951
59,103.754,99.923,107.820
60,104.110,99.807,107.954
61,104.154,99.864,107.987
62,104.307,99.675,108.399
63,104.366,99.794,108.141
64,103.905,99.848,107.844
