 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.468,99.999,114.318
2,112.541,99.878,113.987
3,112.528,100.018,114.084
4,102.111,99.913,114.435
5,103.535,99.960,114.575
6,104.524,99.924,114.274
7,105.206,99.918,114.218
8,106.234,99.993,114.203
9,106.933,100.002,114.309
10,107.759,99.897,114.844
11,107.885,100.003,114.870
12,107.971,99.868,113.966
13,108.267,99.909,114.203
14,109.157,99.742,114.394
15,108.691,100.032,115.336
16,108.627,99.900,114.758
17,108.821,99.768,114.578
18,108.453,99.806,114.903
19,108.834,99.785,115.259
20,109.149,100.044,115.029
21,109.076,100.001,114.945
22,109.357,99.873,115.144
23,109.449,99.906,114.354
24,110.396,99.986,114.957
25,110.253,99.807,115.382
26,110.557,99.777,115.264
27,110.841,100.019,115.125
28,110.253,99.914,115.189
29,110.874,99.867,115.464
30,111.213,99.948,114.350
31,111.394,99.831,113.979
32,111.135,99.971,114.065
33,110.698,99.853,114.384
34,110.995,99.876,114.771
35,111.227,100.086,114.899
36,110.573,100.040,115.101
37,111.355,99.891,114.924
38,111.507,99.971,114.760
39,111.618,99.930,114.165
40,110.964,99.956,114.206
41,111.331,99.818,113.939
42,111.703,99.947,114.435
43,110.992,99.918,114.239
44,111.609,99.819,113.843
45,111.676,99.772,114.210
46,111.003,100.024,113.678
47,111.344,99.954,114.218
48,110.745,99.902,113.980
49,111.195,99.840,113.841
50,110.713,99.839,113.888
51,111.204,99.844,113.760
52,111.431,99.873,114.211
53,112.042,99.912,114.009
54,111.180,99.889,113.134
55,111.662,99.842,113.476
56,111.566,99.912,114.410
57,110.688,99.833,114.182
58,111.336,99.769,114.837
59,111.064,99.912,114.203
60,111.293,99.949,114.500
61,110.626,99.832,114.037
62,110.992,100.036,113.489
63,110.630,99.893,113.581
64,110.762,99.951,113.760
