 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,108.250,100.013,113.076
2,107.686,99.960,112.821
3,107.718,100.041,112.582
4,101.643,100.128,112.714
5,102.710,100.063,112.993
6,103.851,100.172,114.058
7,103.930,99.922,114.065
8,104.347,100.104,114.315
9,105.150,100.269,114.032
10,105.462,99.971,114.396
11,105.488,100.027,113.873
12,105.389,99.989,113.782
13,105.441,100.171,114.092
14,105.795,100.174,114.032
15,106.441,100.118,114.032
16,106.089,100.119,113.480
17,105.706,100.074,113.023
18,106.284,100.034,113.562
19,106.512,99.981,114.076
20,106.261,100.094,113.594
21,106.751,100.071,113.669
22,106.785,100.162,113.783
23,107.176,100.044,112.752
24,106.617,99.890,112.593
25,106.535,99.893,112.415
26,106.621,100.007,113.240
27,106.324,100.099,112.528
28,106.277,100.077,113.434
29,106.307,99.974,113.139
30,106.856,100.100,113.168
31,107.061,99.954,113.016
32,106.870,99.991,112.981
33,106.920,99.992,112.643
34,106.932,99.854,112.429
35,106.806,100.038,112.994
36,107.343,100.051,112.352
37,107.029,99.966,112.374
38,106.835,99.866,112.722
39,106.840,99.937,112.592
40,107.221,100.059,112.681
41,106.658,99.928,111.905
42,106.996,100.144,111.986
43,107.140,100.038,111.849
44,106.887,99.927,111.234
45,107.219,100.064,111.356
46,107.091,100.115,111.895
47,107.465,99.828,111.637
48,106.933,100.053,111.588
49,107.126,100.022,111.629
50,106.918,100.133,111.495
51,107.223,100.041,111.224
52,107.337,100.184,111.288
53,107.315,100.089,111.746
54,107.288,100.037,110.691
55,107.471,100.256,110.902
56,107.764,99.863,111.042
57,107.532,99.882,111.131
58,107.778,100.005,111.833
59,107.990,100.117,111.057
60,107.167,100.094,111.171
61,106.967,99.921,111.238
62,107.172,100.011,110.898
63,107.093,99.890,110.959
64,106.725,99.943,110.661
