 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,118.304,99.991,113.282
2,118.355,100.163,111.919
3,117.830,100.025,112.307
4,102.306,100.139,112.365
5,104.793,100.115,111.738
6,105.849,100.121,112.045
7,106.714,100.036,112.059
8,108.059,100.008,112.140
9,108.552,100.194,112.841
10,108.559,99.943,112.012
11,108.845,100.110,111.782
12,109.312,100.126,111.790
13,109.683,100.127,111.763
14,110.619,99.966,112.864
15,110.928,100.016,111.566
16,111.255,100.088,112.807
17,111.229,100.002,113.486
18,111.491,100.138,113.138
19,111.049,100.204,113.798
20,111.173,100.075,112.773
21,111.974,100.049,113.050
22,112.098,100.057,113.680
23,113.085,99.929,112.511
24,112.935,100.099,112.903
25,112.743,100.145,113.025
26,112.316,100.107,113.775
27,111.577,100.135,113.369
28,112.534,100.082,112.795
29,112.428,99.939,113.619
30,112.263,99.968,112.909
31,112.311,99.943,112.612
32,111.857,99.976,113.959
33,112.414,100.076,113.713
34,111.465,99.935,113.919
35,111.898,100.057,113.477
36,112.747,99.945,113.924
37,112.960,99.928,112.554
38,112.699,100.042,112.341
39,113.448,99.999,112.241
40,114.382,99.950,112.376
41,113.977,100.125,111.951
42,113.308,100.112,112.629
43,113.477,99.931,113.021
44,113.326,100.070,113.066
45,113.276,99.869,112.900
46,114.263,99.995,112.268
47,114.724,99.899,111.986
48,115.130,100.080,112.610
49,114.548,100.034,112.005
50,113.671,99.906,111.779
51,113.380,100.065,112.293
52,114.288,99.973,113.049
53,112.960,99.957,112.724
54,113.385,100.019,111.906
55,113.846,99.885,112.091
56,113.205,99.980,112.217
57,113.983,100.159,113.247
58,114.427,99.985,114.087
59,114.311,99.972,113.931
60,113.891,99.961,112.839
61,115.057,99.881,112.991
62,115.138,99.946,112.320
63,114.318,100.080,112.736
64,113.972,99.846,112.454
