 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,112.377,99.990,105.706
2,112.897,99.852,106.355
3,112.755,99.935,106.862
4,101.828,100.026,106.307
5,102.994,100.042,105.727
6,103.563,99.913,105.525
7,104.288,99.957,105.740
8,104.962,100.046,105.347
9,104.837,99.946,105.028
10,105.123,99.896,105.462
11,105.691,100.042,105.660
12,106.463,99.969,105.417
13,106.618,100.174,106.621
14,106.845,100.107,106.186
15,107.074,100.034,106.351
16,107.265,99.912,106.132
17,106.685,100.072,106.585
18,106.966,100.006,106.777
19,106.532,99.949,107.260
20,106.470,99.956,106.748
21,106.988,100.121,107.037
22,107.669,100.040,105.869
23,107.789,100.166,106.025
24,108.001,99.977,106.219
25,107.778,100.049,105.832
26,107.587,100.135,105.583
27,107.962,99.993,105.497
28,109.174,99.945,106.030
29,108.798,99.949,105.818
30,109.237,99.977,105.932
31,109.202,99.889,105.830
32,108.832,100.105,106.246
33,109.116,99.827,105.822
34,108.907,99.856,105.846
35,109.051,99.913,106.505
36,109.274,99.978,106.203
37,109.206,99.998,106.770
38,109.734,99.986,106.004
39,109.784,99.983,106.589
40,109.584,99.970,107.312
41,109.446,99.901,106.814
42,109.729,100.003,106.904
43,109.992,100.036,106.969
44,109.455,99.901,106.286
45,109.053,99.972,106.712
46,109.359,99.882,106.232
47,109.626,99.952,106.793
48,110.036,99.988,106.806
49,109.931,99.948,106.718
50,109.740,99.966,107.056
51,109.685,100.041,107.201
52,110.715,99.971,107.221
53,110.178,99.969,107.128
54,110.211,99.899,107.463
55,110.168,99.935,107.417
56,109.724,99.889,107.326
57,110.337,100.024,107.312
58,110.387,99.852,107.061
59,110.236,99.932,107.197
60,110.083,100.074,106.959
61,109.792,100.065,106.767
62,109.550,99.758,106.257
63,109.585,99.863,106.601
64,110.104,99.909,106.091
